userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,version,minHeartRate,maxHeartRate,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,minAvgHeartRate,maxAvgHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp
96200873,2021-06-19,93e60581b8cf4c09891874c94f378cad,86400000,2908,810,2098,2908,2908,2908,810,9517,5270,12907,12907,2021-06-19T07:00:00.0,2021-06-20T07:00:00.0,2021-06-19T00:00:00.0,2021-06-20T00:00:00.0,3600,45,1,60,150,10,true,true,false,false,false,false,false,0,96200873,2021-06-19,TOTAL,-1,-1,0,0,1379,58,1437,0,0,0,3480,82740,86220,0,0,0,AWAKE,-1,-1,0,0,1379,58,1437,0,0,0,3480,82740,86220,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,183,96200873,2021-06-19,0,18,1,HIGHEST,74,RESET,2021-06-19T15:45:00.0,LOWEST,56,MEASURED,2021-06-19T16:44:00.0,MOSTRECENT,56,MEASURED,2021-06-19T16:49:00.0,95,181,,,,,,,
96200873,2021-06-20,5de50b1ffae24be0946a1dc3f1ac9a25,86400000,2098,0,2098,2098,2098,2098,0,0,5700,0,0,2021-06-20T07:00:00.0,2021-06-21T07:00:00.0,2021-06-20T00:00:00.0,2021-06-21T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-06-20,TOTAL,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,AWAKE,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-06-21,89adac40189f4821910840f4f337d832,86400000,2710,612,2098,2710,2710,2710,612,6683,5700,9017,9017,2021-06-21T07:00:00.0,2021-06-22T07:00:00.0,2021-06-21T00:00:00.0,2021-06-22T00:00:00.0,2580,30,1,43,150,10,true,true,false,false,false,false,false,0,96200873,2021-06-21,TOTAL,-1,-1,0,0,1395,41,1436,0,0,0,2460,83700,86160,0,0,0,AWAKE,-1,-1,0,0,1395,41,1436,0,0,0,2460,83700,86160,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,190,96200873,2021-06-21,0,11,1,HIGHEST,45,MEASURED,2021-06-21T21:25:00.0,LOWEST,34,MEASURED,2021-06-21T22:08:00.0,MOSTRECENT,34,MEASURED,2021-06-21T22:11:00.0,83,190,,,,,,,
96200873,2021-06-22,9894d717f91443cdac5e00c98114380c,86400000,2505,407,2098,2505,2505,2505,407,4610,5900,6401,6401,2021-06-22T07:00:00.0,2021-06-23T07:00:00.0,2021-06-22T00:00:00.0,2021-06-23T00:00:00.0,1800,30,2,29,150,10,true,true,false,false,false,false,false,0,96200873,2021-06-22,TOTAL,-1,-1,0,0,1410,29,1439,0,0,0,1740,84600,86340,0,0,0,AWAKE,-1,-1,0,0,1410,29,1439,0,0,0,1740,84600,86340,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,189,96200873,2021-06-22,0,16,1,HIGHEST,43,RESET,2021-06-22T22:00:00.0,LOWEST,27,MEASURED,2021-06-22T22:29:00.0,MOSTRECENT,27,MEASURED,2021-06-22T22:32:00.0,109,189,,,,,,,
96200873,2021-06-23,173f255455c34ff1ac42a93e4bc62693,86400000,2504,406,2098,2504,2504,2504,406,4800,5780,6357,6357,2021-06-23T07:00:00.0,2021-06-24T07:00:00.0,2021-06-23T00:00:00.0,2021-06-24T00:00:00.0,1860,0,2,30,150,10,true,true,false,false,false,false,false,0,96200873,2021-06-23,TOTAL,-1,-1,0,0,1408,31,1439,0,0,0,1860,84480,86340,0,0,0,AWAKE,-1,-1,0,0,1408,31,1439,0,0,0,1860,84480,86340,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,175,96200873,2021-06-23,0,61,1,HIGHEST,81,RESET,2021-06-23T14:33:00.0,LOWEST,20,MEASURED,2021-06-23T15:03:00.0,MOSTRECENT,20,MEASURED,2021-06-23T15:06:00.0,127,175,,,,,,,
96200873,2021-06-24,16a12a7e1c2948e0841a920f4f9be4c4,86400000,2530,432,2098,2530,2530,2530,432,4819,5590,6467,6467,2021-06-24T07:00:00.0,2021-06-25T07:00:00.0,2021-06-24T00:00:00.0,2021-06-25T00:00:00.0,1785,238,2,29,150,10,true,true,false,false,false,false,false,0,96200873,2021-06-24,TOTAL,63,62,81,3,1348,36,1387,-149,180,0,2160,80880,83220,60,0,120,AWAKE,63,62,81,3,1348,36,1387,-149,180,0,2160,80880,83220,60,0,120,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,191,96200873,2021-06-24,0,9,1,HIGHEST,44,RESET,2021-06-24T21:26:00.0,LOWEST,35,MEASURED,2021-06-24T22:06:00.0,MOSTRECENT,35,MEASURED,2021-06-24T22:09:00.0,80,190,,,,,,,
96200873,2021-06-25,43ad1e6219844dd18707abe976d8f8f9,66060000,2090,486,1604,2090,2090,2090,486,6400,5440,7637,7637,2021-06-25T07:00:00.0,2021-06-26T01:21:00.0,2021-06-25T00:00:00.0,2021-06-25T18:21:00.0,1920,1095,2,32,150,10,true,true,false,false,false,false,false,0,96200873,2021-06-25,TOTAL,29,22,78,18,881,53,952,233,420,660,3180,52860,57120,240,120,60,AWAKE,29,22,78,18,881,53,952,233,420,660,3180,52860,57120,240,120,60,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66060000,57,186,96200873,2021-06-25,2,33,1,HIGHEST,73,RESET,2021-06-25T16:00:00.0,LOWEST,42,MEASURED,2021-06-25T22:22:00.0,MOSTRECENT,42,MEASURED,2021-06-25T22:30:00.0,57,185,,,,,,,
96200873,2021-06-26,7be2c92bc2554142875dad72ad897494,86400000,2977,879,2098,2977,2977,2977,879,9727,5540,12837,12837,2021-06-26T07:00:00.0,2021-06-27T07:00:00.0,2021-06-26T00:00:00.0,2021-06-27T00:00:00.0,3720,60,63,0,150,10,true,true,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-06-27,5ae8e8963c474c578b348a0c5c891609,86400000,2098,0,2098,2098,2098,2098,0,0,6380,0,0,2021-06-27T07:00:00.0,2021-06-28T07:00:00.0,2021-06-27T00:00:00.0,2021-06-28T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-06-28,fd42c3614a7c4887b58c41e9dcc7caa2,86400000,2670,572,2098,2670,2670,2670,572,6735,6380,9009,9009,2021-06-28T07:00:00.0,2021-06-29T07:00:00.0,2021-06-28T00:00:00.0,2021-06-29T00:00:00.0,2580,0,43,0,150,10,true,true,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-06-29,0d707b14d089459285a107ca00e479fc,86400000,2493,395,2098,2493,2493,2493,395,4792,6460,6448,6448,2021-06-29T07:00:00.0,2021-06-30T07:00:00.0,2021-06-29T00:00:00.0,2021-06-30T00:00:00.0,1860,0,31,0,150,10,true,true,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-06-30,088cef07a35e4d959586b4a9a55fba8a,86400000,2758,660,2098,2758,2758,2758,660,8529,6300,10835,10835,2021-06-30T07:00:00.0,2021-07-01T07:00:00.0,2021-06-30T00:00:00.0,2021-07-01T00:00:00.0,3645,510,63,0,150,10,true,true,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-01,4ba5e7046fb54ef48860270796bf0656,86400000,2490,392,2098,2490,2490,2490,392,4670,6530,6397,6397,2021-07-01T07:00:00.0,2021-07-02T07:00:00.0,2021-07-01T00:00:00.0,2021-07-02T00:00:00.0,1800,60,31,0,150,10,true,true,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-02,1e27f5771ded47eda3326a13a036115f,86400000,2098,0,2098,2098,2098,2098,0,0,6350,0,0,2021-07-02T07:00:00.0,2021-07-03T07:00:00.0,2021-07-02T00:00:00.0,2021-07-03T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-03,d0e1dc00ff9848f4a5268f592681d682,86400000,2422,324,2098,2422,2422,2422,324,3987,6350,5175,5175,2021-07-03T07:00:00.0,2021-07-04T07:00:00.0,2021-07-03T00:00:00.0,2021-07-04T00:00:00.0,0,0,26,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-03,TOTAL,-2,-2,0,0,0,944,944,0,0,0,56640,0,56640,0,0,0,AWAKE,-2,-2,0,0,0,944,944,0,0,0,56640,0,56640,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-04,16929e71a0af49cbb5ce96b1b777f56f,86400000,2098,0,2098,2098,2098,2098,0,0,5880,0,0,2021-07-04T07:00:00.0,2021-07-05T07:00:00.0,2021-07-04T00:00:00.0,2021-07-05T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-04,TOTAL,-2,-2,0,0,0,1438,1438,0,0,0,86280,0,86280,0,0,0,AWAKE,-2,-2,0,0,0,1438,1438,0,0,0,86280,0,86280,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-05,f371af1cd14240e484dc9392c47d7c3a,86400000,2098,0,2098,2098,2098,2098,0,0,5880,0,0,2021-07-05T07:00:00.0,2021-07-06T07:00:00.0,2021-07-05T00:00:00.0,2021-07-06T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-05,TOTAL,-2,-2,0,0,0,1437,1437,0,0,0,86220,0,86220,0,0,0,AWAKE,-2,-2,0,0,0,1437,1437,0,0,0,86220,0,86220,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-06,b90a3f425dbb4d5bb1eba690fb9ae54d,86400000,2098,0,2098,2098,2098,2098,0,0,5880,0,0,2021-07-06T07:00:00.0,2021-07-07T07:00:00.0,2021-07-06T00:00:00.0,2021-07-07T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-06,TOTAL,-2,-2,0,0,0,1436,1436,0,0,0,86160,0,86160,0,0,0,AWAKE,-2,-2,0,0,0,1436,1436,0,0,0,86160,0,86160,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-07,e6942b536e1c475db5ebc4e57cc26e5d,86400000,2891,793,2098,2891,2891,2891,793,11124,5880,13582,13582,2021-07-07T07:00:00.0,2021-07-08T07:00:00.0,2021-07-07T00:00:00.0,2021-07-08T00:00:00.0,5372,1800,80,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-07,TOTAL,41,28,84,17,880,458,1355,-73,480,540,27480,52800,81300,60,180,240,AWAKE,41,28,84,17,880,458,1355,-73,480,540,27480,52800,81300,60,180,240,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,182,96200873,2021-07-07,1,24,1,HIGHEST,82,RESET,2021-07-07T14:28:00.0,LOWEST,59,MEASURED,2021-07-07T18:53:00.0,MOSTRECENT,59,MEASURED,2021-07-07T19:06:00.0,71,180,80,80,1625727600000,,,,
96200873,2021-07-08,858262d5703043a99f37aa07e5774681,86400000,2723,625,2098,2723,2723,2723,625,7825,6410,10339,10339,2021-07-08T07:00:00.0,2021-07-09T07:00:00.0,2021-07-08T00:00:00.0,2021-07-09T00:00:00.0,2755,780,54,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-08,TOTAL,58,57,83,9,1370,57,1436,-387,480,60,3420,82200,86160,120,240,120,AWAKE,58,57,83,9,1370,57,1436,-387,480,60,3420,82200,86160,120,240,120,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,184,96200873,2021-07-08,0,15,1,HIGHEST,74,RESET,2021-07-08T15:45:00.0,LOWEST,59,MEASURED,2021-07-08T16:46:00.0,MOSTRECENT,59,MEASURED,2021-07-08T17:13:00.0,77,182,,,,,,,
96200873,2021-07-09,bd530fb6be814a3ab5396500e0c2b9bd,86400000,2788,690,2098,2788,2788,2788,690,8836,6700,11518,11518,2021-07-09T07:00:00.0,2021-07-10T07:00:00.0,2021-07-09T00:00:00.0,2021-07-10T00:00:00.0,3405,375,60,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-09,TOTAL,61,61,72,7,1367,62,1436,-333,420,0,3720,82020,86160,60,360,0,AWAKE,61,61,72,7,1367,62,1436,-333,420,0,3720,82020,86160,60,360,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,173,96200873,2021-07-09,0,17,1,HIGHEST,72,RESET,2021-07-09T16:04:00.0,LOWEST,55,MEASURED,2021-07-09T17:13:00.0,MOSTRECENT,55,MEASURED,2021-07-09T17:30:00.0,82,173,,,,,,,
96200873,2021-07-10,81d0b760f1474d3cafa9283390c2023a,86400000,2894,796,2098,2894,2894,2894,796,9667,7130,12719,12719,2021-07-10T07:00:00.0,2021-07-11T07:00:00.0,2021-07-10T00:00:00.0,2021-07-11T00:00:00.0,3630,75,63,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-10,TOTAL,20,14,76,9,1365,61,1435,403,120,420,3660,81900,86100,0,60,60,AWAKE,20,14,76,9,1365,61,1435,403,120,420,3660,81900,86100,0,60,60,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,180,96200873,2021-07-10,1,17,1,HIGHEST,72,MEASURED,2021-07-10T16:20:00.0,LOWEST,55,MEASURED,2021-07-10T17:24:00.0,MOSTRECENT,55,MEASURED,2021-07-10T17:28:00.0,53,177,70,59,1625986800000,,,,
96200873,2021-07-11,19f62e5f41b14a3a89231f0abe8e6429,86400000,2098,0,2098,2098,2098,2098,0,0,7640,0,0,2021-07-11T07:00:00.0,2021-07-12T07:00:00.0,2021-07-11T00:00:00.0,2021-07-12T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-11,TOTAL,-1,-1,0,0,1439,0,1439,0,0,0,0,86340,86340,0,0,0,AWAKE,-1,-1,0,0,1439,0,1439,0,0,0,0,86340,86340,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-12,c09e43b4153e46e1ae81debca1ba13b6,86400000,2831,733,2098,2831,2831,2831,733,9396,7640,12188,12188,2021-07-12T07:00:00.0,2021-07-13T07:00:00.0,2021-07-12T00:00:00.0,2021-07-13T00:00:00.0,3855,690,69,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-12,TOTAL,45,40,78,11,1359,68,1438,-232,480,180,4080,81540,86280,240,180,60,AWAKE,45,40,78,11,1359,68,1438,-232,480,180,4080,81540,86280,240,180,60,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,181,96200873,2021-07-12,0,16,1,HIGHEST,74,RESET,2021-07-12T15:50:00.0,LOWEST,58,MEASURED,2021-07-12T17:04:00.0,MOSTRECENT,58,MEASURED,2021-07-12T17:33:00.0,71,178,,,,,,,
96200873,2021-07-13,c01be0ae72654615ac71f8077295f9e9,86400000,2699,601,2098,2699,2699,2699,601,7693,8000,9451,9451,2021-07-13T07:00:00.0,2021-07-14T07:00:00.0,2021-07-13T00:00:00.0,2021-07-14T00:00:00.0,2835,1470,62,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-13,TOTAL,26,20,67,23,1222,62,1307,533,420,960,3720,73320,78420,0,420,0,AWAKE,26,20,67,23,1222,62,1307,533,420,960,3720,73320,78420,0,420,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23640002,57,175,96200873,2021-07-13,1,12,1,HIGHEST,74,RESET,2021-07-13T15:43:00.0,LOWEST,27,MEASURED,2021-07-14T03:04:00.0,MOSTRECENT,27,MEASURED,2021-07-14T03:17:00.0,61,174,72,76,1626246000000,,,,
96200873,2021-07-14,e22cfc65c707417ea20ea8aec039e4f9,86400000,2856,758,2098,2856,2856,2856,758,9882,7970,12602,12602,2021-07-14T07:00:00.0,2021-07-15T07:00:00.0,2021-07-14T00:00:00.0,2021-07-15T00:00:00.0,3720,945,3,43,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-14,TOTAL,18,15,94,93,1273,71,1437,4023,1080,4500,4260,76380,86220,480,420,180,AWAKE,18,15,94,93,1273,71,1437,4023,1080,4500,4260,76380,86220,480,420,180,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,175,96200873,2021-07-14,8,20,1,HIGHEST,89,MEASURED,2021-07-14T15:59:00.0,LOWEST,71,MEASURED,2021-07-14T17:11:00.0,MOSTRECENT,71,MEASURED,2021-07-14T17:28:00.0,52,175,63,55,1626332400000,,,,
96200873,2021-07-15,968cb6d21eb945aeb48914f2e8b5f5c8,86400000,2502,404,2098,2502,2502,2502,404,5006,8170,6472,6472,2021-07-15T07:00:00.0,2021-07-16T07:00:00.0,2021-07-15T00:00:00.0,2021-07-16T00:00:00.0,1800,600,1,30,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-15,TOTAL,41,31,75,10,1326,38,1374,-89,300,300,2280,79560,82440,0,300,0,AWAKE,41,31,75,10,1326,38,1374,-89,300,300,2280,79560,82440,0,300,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27660002,59,175,96200873,2021-07-15,0,10,1,HIGHEST,74,RESET,2021-07-15T15:50:00.0,LOWEST,64,MEASURED,2021-07-15T16:36:00.0,MOSTRECENT,64,MEASURED,2021-07-15T16:50:00.0,60,174,70,89,1626418800000,,,,
96200873,2021-07-16,b09c207eac804f28aceded54b43aae39,86400000,2782,684,2098,2782,2782,2782,684,9491,7860,12452,12452,2021-07-16T07:00:00.0,2021-07-17T07:00:00.0,2021-07-16T00:00:00.0,2021-07-17T00:00:00.0,3540,555,68,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-16,TOTAL,21,19,48,12,1355,69,1436,324,120,600,4140,81300,86160,120,0,0,AWAKE,21,19,48,12,1355,69,1436,324,120,600,4140,81300,86160,120,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800002,63,185,96200873,2021-07-16,0,15,1,HIGHEST,74,RESET,2021-07-16T15:47:00.0,LOWEST,59,MEASURED,2021-07-16T17:10:00.0,MOSTRECENT,59,MEASURED,2021-07-16T17:32:00.0,72,182,72,81,1626505200000,,,,
96200873,2021-07-17,48e31ede116d4636b51e0f81c0ad06c9,86400000,2915,817,2098,2915,2915,2915,817,9512,8030,13012,13012,2021-07-17T07:00:00.0,2021-07-18T07:00:00.0,2021-07-17T00:00:00.0,2021-07-18T00:00:00.0,3540,60,62,0,150,10,true,true,false,false,false,false,false,0,96200873,2021-07-17,TOTAL,15,15,15,1,1379,58,1438,40,0,60,3480,82740,86280,0,0,0,AWAKE,15,15,15,1,1379,58,1438,40,0,60,3480,82740,86280,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,179,96200873,2021-07-17,0,16,1,HIGHEST,66,RESET,2021-07-17T17:01:00.0,LOWEST,50,MEASURED,2021-07-17T18:02:00.0,MOSTRECENT,50,MEASURED,2021-07-17T18:06:00.0,82,177,,,,,,,
96200873,2021-07-18,37164cd8743d47e1adaf935aa094dd29,86400000,2098,0,2098,2098,2098,2098,0,0,8330,0,0,2021-07-18T07:00:00.0,2021-07-19T07:00:00.0,2021-07-18T00:00:00.0,2021-07-19T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-18,TOTAL,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,AWAKE,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-19,6ca0d510058c4939b06c89182620130c,86400000,2098,0,2098,2098,2098,2098,0,0,8330,0,0,2021-07-19T07:00:00.0,2021-07-20T07:00:00.0,2021-07-19T00:00:00.0,2021-07-20T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-19,TOTAL,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,AWAKE,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-20,5e414e24efeb449fa39e45c0c881ff6a,86400000,2098,0,2098,2098,2098,2098,0,0,8330,0,0,2021-07-20T07:00:00.0,2021-07-21T07:00:00.0,2021-07-20T00:00:00.0,2021-07-21T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-20,TOTAL,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,AWAKE,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96200873,2021-07-21,f44179306ddd4a70b2fe3a8318694e6a,86400000,2098,0,2098,2098,2098,2098,0,0,8330,0,0,2021-07-21T07:00:00.0,2021-07-22T07:00:00.0,2021-07-21T00:00:00.0,2021-07-22T00:00:00.0,0,0,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-07-21,TOTAL,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,AWAKE,-1,-1,0,0,1440,0,1440,0,0,0,0,86400,86400,0,0,0,ASLEEP,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
