userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,isVigorousDay,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/4/statsValue,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/4/statTimestamp,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/5/statsValue,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/5/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version
96200873,2024-01-28,72f919bf89f841b787a1b49325378556,86400000,2782,702,2080,2782,2782,2782,702,33,13174,13460,12518,12518,2024-01-28T08:00:00.0,2024-01-29T08:00:00.0,2024-01-28T00:00:00.0,2024-01-29T00:00:00.0,5265,6285,3,25,true,150,10,39,171,49,49,1706515200000,true,true,false,false,false,false,false,0,96200873,2024-01-28,TOTAL,24,18,93,1000,193,246,1439,31210,16980,43020,14760,11580,86340,6180,6840,3960,AWAKE,39,28,93,498,167,243,908,-1954,16620,13260,14580,10020,54480,6000,6660,3960,ASLEEP,9,9,69,502,26,3,531,33164,360,29760,180,1560,31860,180,180,,96200873,2024-01-28,113,58,1,HIGHEST,81,MEASURED,2024-01-28T13:25:00.0,LOWEST,22,MEASURED,2024-01-28T08:01:00.0,MOSTRECENT,77,MEASURED,2024-01-29T08:00:00.0,ENDOFDAY,54,MEASURED,2024-01-29T04:38:00.0,STARTOFDAY,22,MEASURED,2024-01-28T08:01:00.0,DURINGSLEEP,66,MEASURED,2024-01-28T13:28:00.0,39,170,68760002
96200873,2024-01-29,a3464e14434444cbaea1c3dbbab16f12,86400000,2972,892,2080,2972,2972,2972,892,55,14823,13440,15010,15010,2024-01-29T08:00:00.0,2024-01-30T08:00:00.0,2024-01-29T00:00:00.0,2024-01-30T00:00:00.0,4300,6495,2,43,true,150,10,42,174,49,50,1706601600000,true,true,false,false,false,false,false,0,96200873,2024-01-29,TOTAL,31,22,93,1055,164,220,1439,14314,29640,33660,13200,9840,86340,13140,11820,4680,AWAKE,46,42,93,601,143,218,962,-13568,28260,7800,13080,8580,57720,12780,10860,4620,ASLEEP,11,10,77,454,21,2,477,27882,1380,25860,120,1260,28620,360,960,60,96200873,2024-01-29,61,78,1,HIGHEST,100,MEASURED,2024-01-29T11:22:00.0,LOWEST,35,MEASURED,2024-01-30T04:44:00.0,MOSTRECENT,60,MEASURED,2024-01-30T08:00:00.0,ENDOFDAY,37,MEASURED,2024-01-30T05:34:00.0,STARTOFDAY,77,MEASURED,2024-01-29T08:01:00.0,DURINGSLEEP,50,MEASURED,2024-01-29T13:30:00.0,42,173,70020002
96200873,2024-01-30,9c111046682c4cfdb6db9a83cc1cdc8c,86400000,2742,662,2080,2742,2742,2742,662,43,10906,13580,11416,11416,2024-01-30T08:00:00.0,2024-01-31T08:00:00.0,2024-01-30T00:00:00.0,2024-01-31T00:00:00.0,3135,4215,1,33,true,150,10,44,174,50,53,1706688000000,true,true,false,false,false,false,false,0,96200873,2024-01-30,TOTAL,37,25,92,1094,164,181,1439,-1518,41520,24120,10860,9840,86340,22620,11820,7080,AWAKE,51,49,92,699,69,176,944,-23251,39840,2100,10560,4140,56640,21480,11340,7020,ASLEEP,12,12,80,395,95,5,495,21733,1680,22020,300,5700,29700,1140,480,60,96200873,2024-01-30,44,71,1,HIGHEST,94,MEASURED,2024-01-30T13:20:00.0,LOWEST,24,MEASURED,2024-01-31T05:13:00.0,MOSTRECENT,33,MEASURED,2024-01-31T08:00:00.0,ENDOFDAY,24,MEASURED,2024-01-31T05:20:00.0,STARTOFDAY,60,MEASURED,2024-01-30T08:01:00.0,DURINGSLEEP,56,MEASURED,2024-01-30T13:34:00.0,44,174,69180002
96200873,2024-01-31,44ff65d1766b40e78bc5f186373247dd,86400000,3082,1002,2080,3082,3082,3082,1002,55,14486,13320,14816,14816,2024-01-31T08:00:00.0,2024-02-01T08:00:00.0,2024-01-31T00:00:00.0,2024-02-01T00:00:00.0,3840,6585,2,43,true,150,10,44,177,51,55,1706774400000,true,true,false,false,false,false,false,0,96200873,2024-01-31,TOTAL,39,29,94,1042,151,246,1439,-6633,39300,23220,14760,9060,86340,15840,17880,5580,AWAKE,54,52,94,659,55,241,955,-24554,36960,2580,14460,3300,57300,13860,17640,5460,ASLEEP,14,14,85,383,96,5,484,17921,2340,20640,300,5760,29040,1980,240,120,96200873,2024-01-31,52,55,1,HIGHEST,63,MEASURED,2024-01-31T13:16:00.0,LOWEST,13,MEASURED,2024-02-01T03:35:00.0,MOSTRECENT,30,MEASURED,2024-02-01T08:00:00.0,ENDOFDAY,14,MEASURED,2024-02-01T05:29:00.0,STARTOFDAY,33,MEASURED,2024-01-31T08:01:00.0,DURINGSLEEP,38,MEASURED,2024-01-31T13:32:00.0,45,175,69660002
96200873,2024-02-01,278c4bc4721e407f8cafd5cf75839a02,86400000,2739,659,2080,2739,2739,2739,659,44,12177,13440,12130,12130,2024-02-01T08:00:00.0,2024-02-02T08:00:00.0,2024-02-01T00:00:00.0,2024-02-02T00:00:00.0,573,6601,2,28,false,150,10,43,110,51,53,1706860800000,true,true,false,false,false,false,false,0,96200873,2024-02-01,TOTAL,29,21,89,1025,183,188,1396,17093,28680,32820,11280,10980,83760,14340,11520,2820,AWAKE,46,43,89,571,173,188,932,-13533,28500,5760,11280,10380,55920,14160,11520,2820,ASLEEP,8,9,36,454,10,,464,30626,180,27060,,600,27840,180,,,96200873,2024-02-01,90,62,1,HIGHEST,85,MEASURED,2024-02-01T13:22:00.0,LOWEST,29,MEASURED,2024-02-02T04:09:00.0,MOSTRECENT,58,MEASURED,2024-02-02T08:00:00.0,ENDOFDAY,35,MEASURED,2024-02-02T05:42:00.0,STARTOFDAY,30,MEASURED,2024-02-01T08:01:00.0,DURINGSLEEP,72,MEASURED,2024-02-01T13:25:00.0,46,109,69360002
96200873,2024-02-02,4cf732bfb4334e289d0788b2a3c0237c,86400000,2937,857,2080,2937,2937,2937,857,56,13859,13320,14215,14215,2024-02-02T08:00:00.0,2024-02-03T08:00:00.0,2024-02-02T00:00:00.0,2024-02-03T00:00:00.0,3530,5669,0,44,true,150,10,43,177,52,51,1706947200000,true,true,false,false,false,false,false,0,96200873,2024-02-02,TOTAL,20,16,94,1093,108,238,1439,42102,19560,46020,14280,6480,86340,11040,6600,1920,AWAKE,32,24,94,626,101,238,965,4535,19560,18000,14280,6060,57900,11040,6600,1920,ASLEEP,5,5,22,467,7,,474,37567,,28020,,420,28440,,,,96200873,2024-02-02,102,64,1,HIGHEST,100,MEASURED,2024-02-02T12:06:00.0,LOWEST,41,MEASURED,2024-02-02T22:27:00.0,MOSTRECENT,96,MEASURED,2024-02-03T08:00:00.0,ENDOFDAY,73,MEASURED,2024-02-03T05:32:00.0,STARTOFDAY,58,MEASURED,2024-02-02T08:01:00.0,DURINGSLEEP,71,MEASURED,2024-02-02T13:25:00.0,44,174,70080002
96200873,2024-02-03,357eb0dbc27b45f3b9abd2ed554b8bf2,86400000,3120,1040,2080,3120,3120,3120,1040,78,17270,13380,18054,18054,2024-02-03T08:00:00.0,2024-02-04T08:00:00.0,2024-02-03T00:00:00.0,2024-02-04T00:00:00.0,5084,6522,9,60,true,150,10,45,176,52,54,1707033600000,true,true,false,false,false,false,false,0,96200873,2024-02-03,TOTAL,25,20,86,885,291,262,1438,18647,17460,35640,15720,17460,86280,8760,7380,1320,AWAKE,37,31,86,470,241,261,972,-3938,15960,12240,15660,14460,58320,7500,7140,1320,ASLEEP,12,12,63,415,50,1,466,22585,1500,23400,60,3000,27960,1260,240,,96200873,2024-02-03,26,63,1,HIGHEST,100,MEASURED,2024-02-03T08:40:00.0,LOWEST,41,MEASURED,2024-02-03T21:33:00.0,MOSTRECENT,59,MEASURED,2024-02-04T08:00:00.0,ENDOFDAY,47,MEASURED,2024-02-04T05:45:00.0,STARTOFDAY,96,MEASURED,2024-02-03T08:01:00.0,DURINGSLEEP,40,MEASURED,2024-02-03T13:30:00.0,46,174,56700002
96200873,2024-02-04,222b244245554093a3c9afcc2a63672c,86400000,2866,786,2080,2866,2866,2866,786,33,12645,14160,12047,12047,2024-02-04T08:00:00.0,2024-02-05T08:00:00.0,2024-02-04T00:00:00.0,2024-02-05T00:00:00.0,3195,6840,9,52,true,150,10,49,177,53,56,1707120000000,true,true,false,false,false,false,false,0,96200873,2024-02-04,TOTAL,35,25,95,1009,260,170,1439,2538,36420,24120,10200,15600,86340,20100,12720,3600,AWAKE,44,40,95,692,226,167,1085,-14501,35040,6480,10020,13560,65100,19680,12180,3180,ASLEEP,13,12,87,317,34,3,354,17039,1380,17640,180,2040,21240,420,540,420,96200873,2024-02-04,47,74,1,HIGHEST,92,MEASURED,2024-02-04T13:11:00.0,LOWEST,32,MEASURED,2024-02-05T07:42:00.0,MOSTRECENT,32,MEASURED,2024-02-05T08:00:00.0,ENDOFDAY,33,MEASURED,2024-02-05T07:38:00.0,STARTOFDAY,59,MEASURED,2024-02-04T08:01:00.0,DURINGSLEEP,42,MEASURED,2024-02-04T13:31:00.0,49,172,69060002
96200873,2024-02-05,08f36dead6844996843964cdcafe1279,86400000,2829,749,2080,2829,2829,2829,749,53,11603,14010,12052,12052,2024-02-05T08:00:00.0,2024-02-06T08:00:00.0,2024-02-05T00:00:00.0,2024-02-06T00:00:00.0,1125,4351,1,37,false,150,10,49,114,54,58,1707206400000,true,true,false,false,false,false,false,0,96200873,2024-02-05,TOTAL,36,27,93,857,367,163,1387,-2271,30420,21000,9780,22020,83220,16140,10680,3600,AWAKE,38,30,93,557,173,159,889,-3805,21060,12360,9540,10380,53340,10980,7560,2520,ASLEEP,33,24,89,300,194,4,498,1534,9360,8640,240,11640,29880,5160,3120,1080,96200873,2024-02-05,47,33,1,HIGHEST,46,MEASURED,2024-02-06T07:18:00.0,LOWEST,7,MEASURED,2024-02-05T19:46:00.0,MOSTRECENT,46,MEASURED,2024-02-06T08:00:00.0,ENDOFDAY,28,MEASURED,2024-02-06T05:12:00.0,STARTOFDAY,32,MEASURED,2024-02-05T08:01:00.0,DURINGSLEEP,-4,MEASURED,2024-02-05T13:29:00.0,51,113,69780002
96200873,2024-02-06,92d4f13bfb984bdf9d59e08ce913b999,86400000,2502,422,2080,2502,2502,2502,422,37,8640,13530,8235,8235,2024-02-06T08:00:00.0,2024-02-07T08:00:00.0,2024-02-06T00:00:00.0,2024-02-07T00:00:00.0,1015,5025,1,11,false,150,10,39,139,54,54,1707292800000,true,true,false,false,false,false,false,0,96200873,2024-02-06,TOTAL,22,18,90,1079,147,174,1400,32127,20220,44520,10440,8820,84000,11940,6360,1920,AWAKE,33,25,90,615,140,172,927,744,19800,17100,10320,8400,55620,11760,6180,1860,ASLEEP,8,8,80,464,7,2,473,31383,420,27420,120,420,28380,180,180,60,96200873,2024-02-06,95,60,1,HIGHEST,97,MEASURED,2024-02-06T13:17:00.0,LOWEST,46,MEASURED,2024-02-06T08:01:00.0,MOSTRECENT,81,MEASURED,2024-02-07T08:00:00.0,ENDOFDAY,64,MEASURED,2024-02-07T05:39:00.0,STARTOFDAY,46,MEASURED,2024-02-06T08:01:00.0,DURINGSLEEP,66,MEASURED,2024-02-06T13:31:00.0,42,139,54840002
96200873,2024-02-07,bed3313e0e494dad8e0ee16d7ccb6740,86400000,2996,916,2080,2996,2996,2996,916,57,13991,12560,14426,14426,2024-02-07T08:00:00.0,2024-02-08T08:00:00.0,2024-02-07T00:00:00.0,2024-02-08T00:00:00.0,3660,7140,2,42,true,150,10,45,170,54,51,1707379200000,true,true,false,false,false,false,false,0,96200873,2024-02-07,TOTAL,26,19,99,1028,154,253,1435,26146,19920,41760,15180,9240,86100,7860,7920,4140,AWAKE,41,34,99,536,144,253,933,-6283,19680,12480,15180,8640,55980,7740,7860,4080,ASLEEP,9,9,90,492,10,,502,32429,240,29280,,600,30120,120,60,60,96200873,2024-02-07,66,74,1,HIGHEST,100,MEASURED,2024-02-07T10:15:00.0,LOWEST,38,MEASURED,2024-02-07T23:00:00.0,MOSTRECENT,73,MEASURED,2024-02-08T08:00:00.0,ENDOFDAY,48,MEASURED,2024-02-08T05:06:00.0,STARTOFDAY,81,MEASURED,2024-02-07T08:01:00.0,DURINGSLEEP,35,MEASURED,2024-02-07T13:27:00.0,47,169,69960002
96200873,2024-02-08,972fa1b9f44e498eb4c202d0257b13ba,86400000,2691,611,2080,2691,2691,2691,611,44,10911,12710,11316,11316,2024-02-08T08:00:00.0,2024-02-09T08:00:00.0,2024-02-08T00:00:00.0,2024-02-09T00:00:00.0,2290,5285,3,32,true,150,10,44,168,54,51,1707465600000,true,true,false,false,false,false,false,0,96200873,2024-02-08,TOTAL,21,17,86,1067,186,186,1439,35280,20280,43740,11160,11160,86340,14040,5400,840,AWAKE,31,24,86,581,159,182,922,3529,19200,15660,10920,9540,55320,13440,4980,780,ASLEEP,9,9,76,486,27,4,517,31751,1080,28080,240,1620,31020,600,420,60,96200873,2024-02-08,74,63,1,HIGHEST,100,MEASURED,2024-02-08T11:20:00.0,LOWEST,62,MEASURED,2024-02-08T23:04:00.0,MOSTRECENT,84,MEASURED,2024-02-09T08:00:00.0,ENDOFDAY,64,MEASURED,2024-02-09T04:53:00.0,STARTOFDAY,73,MEASURED,2024-02-08T08:01:00.0,DURINGSLEEP,50,MEASURED,2024-02-08T13:29:00.0,45,166,69360002
96200873,2024-02-09,5792e1840c2a4fddbd6f1323f040c658,86400000,2968,888,2080,2968,2968,2968,888,56,16288,12530,16155,16155,2024-02-09T08:00:00.0,2024-02-10T08:00:00.0,2024-02-09T00:00:00.0,2024-02-10T00:00:00.0,5385,6936,3,43,true,150,10,43,176,53,46,1707552000000,true,true,false,false,false,false,false,0,96200873,2024-02-09,TOTAL,25,19,87,1009,173,257,1439,25358,21240,39300,15420,10380,86340,11040,7620,2580,AWAKE,37,26,87,558,114,256,928,-1156,20520,12960,15360,6840,55680,10380,7560,2580,ASLEEP,10,11,72,451,59,1,511,26514,720,26340,60,3540,30660,660,60,,96200873,2024-02-09,61,82,1,HIGHEST,100,MEASURED,2024-02-09T09:53:00.0,LOWEST,49,MEASURED,2024-02-10T04:53:00.0,MOSTRECENT,63,MEASURED,2024-02-10T08:00:00.0,ENDOFDAY,49,MEASURED,2024-02-10T04:57:00.0,STARTOFDAY,84,MEASURED,2024-02-09T08:01:00.0,DURINGSLEEP,35,MEASURED,2024-02-09T13:27:00.0,44,176,84480002
96200873,2024-02-10,5abecab658184f80b056d9ba93d674ed,86400000,3053,973,2080,3053,3053,3053,973,90,17851,12910,19127,19127,2024-02-10T08:00:00.0,2024-02-11T08:00:00.0,2024-02-10T00:00:00.0,2024-02-11T00:00:00.0,7605,4640,3,67,true,150,10,40,176,52,49,1707638400000,true,true,false,false,false,false,false,0,96200873,2024-02-10,TOTAL,21,17,86,1062,225,152,1439,36943,16080,47640,9120,13500,86340,7740,6720,1620,AWAKE,27,21,86,743,218,148,1109,13158,15720,28860,8880,13080,66540,7500,6600,1620,ASLEEP,7,7,71,319,7,4,330,23785,360,18780,240,420,19800,240,120,,96200873,2024-02-10,87,70,1,HIGHEST,100,MEASURED,2024-02-10T12:30:00.0,LOWEST,49,MEASURED,2024-02-10T20:28:00.0,MOSTRECENT,80,MEASURED,2024-02-11T08:00:00.0,ENDOFDAY,80,MEASURED,2024-02-11T08:00:00.0,STARTOFDAY,63,MEASURED,2024-02-10T08:01:00.0,DURINGSLEEP,50,MEASURED,2024-02-10T13:30:00.0,41,173,72060002
96200873,2024-02-11,0b8b1e4645a748cfac1f8b104e841dea,86400000,2595,515,2080,2595,2595,2595,515,33,13175,13900,12439,12439,2024-02-11T08:00:00.0,2024-02-12T08:00:00.0,2024-02-11T00:00:00.0,2024-02-12T00:00:00.0,4540,6385,3,25,true,150,10,38,162,51,49,1707724800000,true,true,false,false,false,false,false,0,96200873,2024-02-11,TOTAL,27,19,95,1006,204,228,1438,24161,22920,37440,13680,12240,86280,10260,9660,3000,AWAKE,39,28,95,592,146,225,963,-2429,21420,14100,13500,8760,57780,9060,9420,2940,ASLEEP,10,9,87,414,58,3,475,26590,1500,23340,180,3480,28500,1200,240,60,96200873,2024-02-11,56,81,1,HIGHEST,100,MEASURED,2024-02-11T11:06:00.0,LOWEST,44,MEASURED,2024-02-12T05:36:00.0,MOSTRECENT,55,MEASURED,2024-02-12T08:00:00.0,ENDOFDAY,44,MEASURED,2024-02-12T05:36:00.0,STARTOFDAY,80,MEASURED,2024-02-11T08:01:00.0,DURINGSLEEP,36,MEASURED,2024-02-11T13:31:00.0,39,161,83520002
96200873,2024-02-12,3ceea1a9ffb440b392fea9e36d89dbaa,86400000,2843,763,2080,2843,2843,2843,763,52,15405,13830,15668,15668,2024-02-12T08:00:00.0,2024-02-13T08:00:00.0,2024-02-12T00:00:00.0,2024-02-13T00:00:00.0,5260,5504,2,40,true,150,10,44,167,50,50,1707811200000,true,true,false,false,false,false,false,0,96200873,2024-02-12,TOTAL,27,20,91,1069,164,205,1438,23190,29040,35100,12300,9840,86280,17280,8760,3000,AWAKE,44,42,91,569,152,205,926,-12821,28500,5640,12300,9120,55560,16920,8580,3000,ASLEEP,7,8,60,500,12,,512,36011,540,29460,,720,30720,360,180,,96200873,2024-02-12,85,66,1,HIGHEST,100,MEASURED,2024-02-12T12:54:00.0,LOWEST,37,MEASURED,2024-02-13T02:24:00.0,MOSTRECENT,74,MEASURED,2024-02-13T08:00:00.0,ENDOFDAY,40,MEASURED,2024-02-13T04:59:00.0,STARTOFDAY,55,MEASURED,2024-02-12T08:01:00.0,DURINGSLEEP,55,MEASURED,2024-02-12T13:30:00.0,44,166,69960002
96200873,2024-02-13,d91e756c5b3b4b01945507ef6f495a4e,86400000,2758,678,2080,2758,2758,2758,678,52,12899,13990,13569,13569,2024-02-13T08:00:00.0,2024-02-14T08:00:00.0,2024-02-13T00:00:00.0,2024-02-14T00:00:00.0,3810,4980,2,39,true,150,10,38,170,49,48,1707897600000,true,true,false,false,false,false,false,0,96200873,2024-02-13,TOTAL,23,18,90,997,234,204,1435,30748,20160,39660,12240,14040,86100,11400,5220,3540,AWAKE,36,25,90,565,175,201,941,-638,19320,14580,12060,10500,56460,10860,4980,3480,ASLEEP,7,7,83,432,59,3,494,31386,840,25080,180,3540,29640,540,240,60,96200873,2024-02-13,72,66,1,HIGHEST,100,MEASURED,2024-02-13T11:25:00.0,LOWEST,46,MEASURED,2024-02-14T02:38:00.0,MOSTRECENT,80,MEASURED,2024-02-14T08:00:00.0,ENDOFDAY,58,MEASURED,2024-02-14T05:15:00.0,STARTOFDAY,74,MEASURED,2024-02-13T08:01:00.0,DURINGSLEEP,59,MEASURED,2024-02-13T13:29:00.0,38,167,55260002
96200873,2024-02-14,6ff518b5c8074098bbf4ed8267779010,86400000,2919,839,2080,2919,2919,2919,839,55,15886,13880,15798,15798,2024-02-14T08:00:00.0,2024-02-15T08:00:00.0,2024-02-14T00:00:00.0,2024-02-15T00:00:00.0,4155,8055,10,42,true,150,10,39,179,48,46,1707984000000,true,true,false,false,false,false,false,0,96200873,2024-02-14,TOTAL,20,15,89,1058,108,272,1438,44309,17280,46200,16320,6480,86280,6960,8700,1620,AWAKE,32,23,89,587,98,270,955,6169,16680,18540,16200,5880,57300,6480,8580,1620,ASLEEP,5,5,66,471,10,2,483,38140,600,27660,120,600,28980,480,120,,96200873,2024-02-14,91,80,1,HIGHEST,100,MEASURED,2024-02-14T10:00:00.0,LOWEST,53,MEASURED,2024-02-15T03:52:00.0,MOSTRECENT,91,MEASURED,2024-02-15T08:00:00.0,ENDOFDAY,61,MEASURED,2024-02-15T05:29:00.0,STARTOFDAY,80,MEASURED,2024-02-14T08:01:00.0,DURINGSLEEP,52,MEASURED,2024-02-14T13:31:00.0,39,179,84180002
96200873,2024-02-15,819b3a2c7d4b4436a36857e463250738,86400000,2879,799,2080,2879,2879,2879,799,54,12573,14080,13289,13289,2024-02-15T08:00:00.0,2024-02-16T08:00:00.0,2024-02-15T00:00:00.0,2024-02-16T00:00:00.0,2835,5605,2,41,true,150,10,41,182,48,47,1708070400000,true,true,false,false,false,false,false,0,96200873,2024-02-15,TOTAL,32,23,93,1130,97,212,1439,11737,37440,30360,12720,5820,86340,21300,11100,5040,AWAKE,48,46,93,671,92,210,973,-19247,36900,3360,12600,5520,58380,20940,10920,5040,ASLEEP,8,8,58,459,5,2,466,30984,540,27000,120,300,27960,360,180,,96200873,2024-02-15,33,74,1,HIGHEST,100,MEASURED,2024-02-15T09:36:00.0,LOWEST,29,MEASURED,2024-02-16T04:46:00.0,MOSTRECENT,50,MEASURED,2024-02-16T08:00:00.0,ENDOFDAY,29,MEASURED,2024-02-16T05:44:00.0,STARTOFDAY,91,MEASURED,2024-02-15T08:01:00.0,,,,,42,182,84300003
96200873,2024-02-16,8d56f0cd23874e39a4e1fcce58a5413b,86400000,2900,820,2080,2900,2900,2900,820,55,13711,13930,14106,14106,2024-02-16T08:00:00.0,2024-02-17T08:00:00.0,2024-02-16T00:00:00.0,2024-02-17T00:00:00.0,4695,5505,3,42,true,150,10,43,177,48,50,1708156800000,true,true,false,false,false,false,false,0,96200873,2024-02-16,TOTAL,28,21,94,1032,154,251,1437,16953,27060,34860,15060,9240,86220,15360,9840,1860,AWAKE,41,35,94,579,103,250,932,-7817,25500,9240,15000,6180,55920,13980,9720,1800,ASLEEP,12,12,78,453,51,1,505,24770,1560,25620,60,3060,30300,1380,120,60,96200873,2024-02-16,71,58,1,HIGHEST,84,MEASURED,2024-02-16T13:16:00.0,LOWEST,33,MEASURED,2024-02-16T22:12:00.0,MOSTRECENT,63,MEASURED,2024-02-17T08:00:00.0,ENDOFDAY,43,MEASURED,2024-02-17T05:01:00.0,STARTOFDAY,50,MEASURED,2024-02-16T08:01:00.0,DURINGSLEEP,53,MEASURED,2024-02-16T13:26:00.0,43,176,71880002
96200873,2024-02-17,45f12954467b41d0889affa90a30dfff,86400000,3090,1010,2080,3090,3090,3090,1010,89,16614,13890,17995,17995,2024-02-17T08:00:00.0,2024-02-18T08:00:00.0,2024-02-17T00:00:00.0,2024-02-18T00:00:00.0,5535,5260,4,65,true,150,10,38,182,48,45,1708243200000,true,true,false,false,false,false,false,0,96200873,2024-02-17,TOTAL,33,23,90,1009,183,246,1438,10951,33900,26640,14760,10980,86280,16440,13740,3720,AWAKE,52,50,90,574,120,244,938,-19545,32340,2100,14640,7200,56280,15120,13500,3720,ASLEEP,8,8,60,435,63,2,500,30496,1560,24540,120,3780,30000,1320,240,,96200873,2024-02-17,63,75,1,HIGHEST,100,MEASURED,2024-02-17T12:46:00.0,LOWEST,26,MEASURED,2024-02-18T05:00:00.0,MOSTRECENT,51,MEASURED,2024-02-18T08:00:00.0,ENDOFDAY,27,MEASURED,2024-02-18T05:09:00.0,STARTOFDAY,63,MEASURED,2024-02-17T08:01:00.0,DURINGSLEEP,63,MEASURED,2024-02-17T13:28:00.0,39,182,72000003
