userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,version,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,minAvgHeartRate,maxAvgHeartRate,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/totalDuration,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,restingCaloriesFromActivity
96200873,2021-11-29,77b650189abe41f1b66b65210252b538,86400000,2722,596,2126,2722,2722,2722,596,8935,6840,9896,9896,2021-11-29T08:00:00.0,2021-11-30T08:00:00.0,2021-11-29T00:00:00.0,2021-11-30T00:00:00.0,2445,4436,7,32,150,10,true,true,false,false,false,false,false,0,96200873,2021-11-29,TOTAL,32,22,97,1405,5820,84300,AWAKE,51,48,85,896,5100,53760,ASLEEP,8,8,55800002,39,179,50,47,1638259200000,91,1099,209,15477,31980,33960,12540,12240,17340,2400,91,605,206,-18821,31500,4800,12360,11940,17160,2400,96200873,2021-11-29,79,84,1,HIGHEST,100,MEASURED,2021-11-29T13:32:00.0,LOWEST,22,MEASURED,2021-11-30T01:55:00.0,MOSTRECENT,48,MEASURED,2021-11-30T08:00:00.0,40,176,66,494,509,34298,29160,30540,ENDOFDAY,24,MEASURED,2021-11-30T05:35:00.0,12,3,480,180,720,300,180,,
96200873,2021-11-30,3668b54473c444dfb18625a3df533b54,86400000,2770,644,2126,2770,2770,2770,644,10011,7050,10767,10767,2021-11-30T08:00:00.0,2021-12-01T08:00:00.0,2021-11-30T00:00:00.0,2021-12-01T00:00:00.0,2478,5782,3,33,150,10,true,true,false,false,false,false,false,0,96200873,2021-11-30,TOTAL,37,25,76,1435,4560,86100,AWAKE,49,44,69,1043,4140,62580,ASLEEP,9,9,77280002,41,186,47,46,1638345600000,92,1226,133,3064,39360,34200,7980,10980,22080,6300,92,844,130,-21875,38760,11880,7800,10560,21900,6300,96200873,2021-11-30,71,82,1,HIGHEST,100,MEASURED,2021-11-30T14:29:00.0,LOWEST,21,MEASURED,2021-12-01T05:38:00.0,MOSTRECENT,37,MEASURED,2021-12-01T08:00:00.0,42,184,69,382,392,24939,22320,23520,ENDOFDAY,37,MEASURED,2021-12-01T08:00:00.0,7,3,600,180,420,420,180,,
96200873,2021-12-01,a04ea5b43e574e1eb001403deee98958,86400000,2728,602,2126,2728,2728,2728,602,9332,7650,10115,10115,2021-12-01T08:00:00.0,2021-12-02T08:00:00.0,2021-12-01T00:00:00.0,2021-12-02T00:00:00.0,2134,4398,6,32,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-01,TOTAL,32,23,477,1438,28620,86280,AWAKE,51,49,462,1015,27720,60900,ASLEEP,11,12,55860002,42,180,47,47,1638432000000,89,849,112,8007,25080,25860,6720,10920,12480,1680,89,442,111,-14484,24600,1920,6660,10680,12240,1680,96200873,2021-12-01,56,65,1,HIGHEST,91,MEASURED,2021-12-01T14:49:00.0,LOWEST,28,MEASURED,2021-12-02T01:19:00.0,MOSTRECENT,28,MEASURED,2021-12-02T01:42:00.0,43,180,75,407,423,22491,23940,25380,,,,,15,1,480,60,900,240,240,,
96200873,2021-12-02,26d19d1c36ab4daba47ecb57e34e7232,86400000,2726,600,2126,2726,2726,2726,600,9744,7990,10565,10565,2021-12-02T08:00:00.0,2021-12-03T08:00:00.0,2021-12-02T00:00:00.0,2021-12-03T00:00:00.0,2460,5140,8,32,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-02,TOTAL,38,28,581,1437,34860,86220,AWAKE,41,34,563,1325,33780,79500,ASLEEP,15,15,27300002,45,181,48,48,1638518400000,92,701,155,-3088,26940,15120,9300,13440,10920,2580,92,607,155,-7153,26520,9900,9300,13140,10800,2580,96200873,2021-12-02,33,69,1,HIGHEST,83,RESET,2021-12-02T15:13:00.0,LOWEST,35,MEASURED,2021-12-03T05:32:00.0,MOSTRECENT,47,MEASURED,2021-12-03T08:00:00.0,45,180,74,94,112,4065,5220,6720,ENDOFDAY,36,MEASURED,2021-12-03T06:09:00.0,18,,420,,1080,300,120,,
96200873,2021-12-03,68c3bf38caf84a8a9cf55b590e41b284,86400000,2242,116,2126,2242,2242,2242,116,4012,8340,3286,3286,2021-12-03T08:00:00.0,2021-12-04T08:00:00.0,2021-12-03T00:00:00.0,2021-12-04T00:00:00.0,700,4325,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-12-03,TOTAL,26,21,175,1440,10500,86400,AWAKE,36,27,163,942,9780,56520,ASLEEP,13,13,70260002,41,101,48,51,1638604800000,89,1183,82,22312,25080,45900,4920,14220,9300,1560,89,698,81,-1788,24720,17160,4860,13920,9240,1560,96200873,2021-12-03,68,56,1,HIGHEST,94,MEASURED,2021-12-03T14:37:00.0,LOWEST,47,MEASURED,2021-12-03T08:01:00.0,MOSTRECENT,59,MEASURED,2021-12-04T08:00:00.0,43,100,56,485,498,24100,28740,29880,ENDOFDAY,54,MEASURED,2021-12-04T06:26:00.0,12,1,360,60,720,300,60,,
96200873,2021-12-04,315c9365179f48cfa1b7f0f31ce4e099,86400000,2749,623,2126,2749,2749,2749,623,7852,7910,10102,10102,2021-12-04T08:00:00.0,2021-12-05T08:00:00.0,2021-12-04T00:00:00.0,2021-12-05T00:00:00.0,2783,407,4,44,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-04,TOTAL,9,9,861,1438,51660,86280,AWAKE,38,31,848,925,50880,55500,ASLEEP,8,8,35880002,40,183,47,46,1638691200000,74,521,56,34158,1200,30060,3360,540,660,,74,23,54,-185,720,660,3240,180,540,,96200873,2021-12-04,41,21,1,HIGHEST,100,MEASURED,2021-12-04T13:23:00.0,LOWEST,59,MEASURED,2021-12-04T08:01:00.0,MOSTRECENT,79,MEASURED,2021-12-04T18:13:00.0,40,182,58,498,513,34343,29400,30780,,,,,13,2,480,120,780,360,120,,
96200873,2021-12-05,bd2141810d7f47e988867ff44e0f62bf,86400000,2302,176,2126,2302,2302,2302,176,6573,7900,5390,5390,2021-12-05T08:00:00.0,2021-12-06T08:00:00.0,2021-12-05T00:00:00.0,2021-12-06T00:00:00.0,690,5650,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-12-05,TOTAL,26,20,593,1440,35580,86400,AWAKE,26,20,593,1440,35580,86400,ASLEEP,-2,-2,58260002,41,109,48,48,1638777600000,96,722,125,15482,16500,26820,7500,9300,5460,1740,96,722,125,15482,16500,26820,7500,9300,5460,1740,96200873,2021-12-05,51,43,1,HIGHEST,86,MEASURED,2021-12-06T07:54:00.0,LOWEST,54,MEASURED,2021-12-05T23:17:00.0,MOSTRECENT,86,MEASURED,2021-12-06T08:00:00.0,44,109,,,,,,,ENDOFDAY,86,MEASURED,2021-12-06T08:00:00.0,,,,,,,,,
96200873,2021-12-06,c0008cbea3184ac19212e1bec5f47678,86400000,2719,593,2126,2719,2719,2719,593,9617,7640,10432,10432,2021-12-06T08:00:00.0,2021-12-07T08:00:00.0,2021-12-06T00:00:00.0,2021-12-07T00:00:00.0,2568,4434,9,34,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-06,TOTAL,23,18,285,1436,17100,86160,AWAKE,38,31,280,892,16800,53520,ASLEEP,9,9,57240002,40,183,47,46,1638864000000,88,1031,120,29615,20940,40920,7200,12780,7140,1020,88,495,117,-4616,20520,9180,7020,12420,7080,1020,96200873,2021-12-06,44,68,1,HIGHEST,100,MEASURED,2021-12-06T10:26:00.0,LOWEST,37,MEASURED,2021-12-07T02:24:00.0,MOSTRECENT,62,MEASURED,2021-12-07T08:00:00.0,41,181,55,536,544,34231,31740,32640,ENDOFDAY,44,MEASURED,2021-12-07T05:30:00.0,5,3,420,180,300,360,60,,
96200873,2021-12-07,a37090e4491445cfa04d909ff24144d1,86400000,2733,607,2126,2733,2733,2733,607,9361,7840,10197,10197,2021-12-07T08:00:00.0,2021-12-08T08:00:00.0,2021-12-07T00:00:00.0,2021-12-08T00:00:00.0,2295,4940,4,35,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-07,TOTAL,31,22,119,1438,7140,86280,AWAKE,47,43,109,938,6540,56280,ASLEEP,8,9,55740002,40,190,47,45,1638950400000,91,1187,132,15162,35280,35940,7920,16140,17100,2040,91,699,130,-17392,35160,6780,7800,16020,17100,2040,96200873,2021-12-07,68,76,1,HIGHEST,100,MEASURED,2021-12-07T13:00:00.0,LOWEST,26,MEASURED,2021-12-08T03:25:00.0,MOSTRECENT,54,MEASURED,2021-12-08T08:00:00.0,41,189,36,488,500,32554,29160,30000,ENDOFDAY,37,MEASURED,2021-12-08T06:13:00.0,10,2,120,120,600,120,,,
96200873,2021-12-08,a5132a27231546baa2882b2e121593bc,86400000,2777,651,2126,2777,2777,2777,651,9859,8150,10766,10766,2021-12-08T08:00:00.0,2021-12-09T08:00:00.0,2021-12-08T00:00:00.0,2021-12-09T00:00:00.0,3210,4915,4,31,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-08,TOTAL,30,21,158,1433,9480,85980,AWAKE,46,40,148,926,8880,55560,ASLEEP,9,10,64860002,39,177,47,47,1639036800000,93,1124,151,18109,28320,39120,9060,9720,15420,3180,93,628,150,-12999,27900,9780,9000,9420,15300,3180,96200873,2021-12-08,78,76,1,HIGHEST,100,MEASURED,2021-12-08T14:15:00.0,LOWEST,27,MODELED,2021-12-09T01:52:00.0,MOSTRECENT,56,MEASURED,2021-12-09T08:00:00.0,40,174,51,496,507,31108,29340,30420,ENDOFDAY,37,MEASURED,2021-12-09T06:12:00.0,10,1,420,60,600,300,120,,
96200873,2021-12-09,0d3c11f7fff94f1d99b4f939a62fa7c0,86400000,2729,603,2126,2729,2729,2729,603,10370,8500,11102,11102,2021-12-09T08:00:00.0,2021-12-10T08:00:00.0,2021-12-09T00:00:00.0,2021-12-10T00:00:00.0,2760,6085,2,35,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-09,TOTAL,27,21,159,1436,9540,86160,AWAKE,37,28,156,1045,9360,62700,ASLEEP,9,9,74340002,41,183,47,49,1639123200000,90,1134,143,22001,27240,40800,8580,13320,12600,1320,90,746,143,-3167,27000,17760,8580,13200,12480,1320,96200873,2021-12-09,72,69,1,HIGHEST,100,MEASURED,2021-12-09T13:43:00.0,LOWEST,41,MEASURED,2021-12-10T01:33:00.0,MOSTRECENT,59,MEASURED,2021-12-10T08:00:00.0,42,182,57,388,391,25168,23040,23460,ENDOFDAY,59,MEASURED,2021-12-10T08:00:00.0,3,,240,,180,120,120,,
96200873,2021-12-10,48e608ad98614efa938c2807ca818cd7,86400000,2733,607,2126,2733,2733,2733,607,8962,8880,9912,9912,2021-12-10T08:00:00.0,2021-12-11T08:00:00.0,2021-12-10T00:00:00.0,2021-12-11T00:00:00.0,1865,5256,2,33,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-10,TOTAL,34,25,147,1436,8820,86160,AWAKE,44,39,123,871,7380,52260,ASLEEP,22,19,55860002,42,185,48,53,1639209600000,93,1176,113,2367,36540,34020,6780,17700,16500,2340,93,637,111,-11951,30000,8220,6660,14340,13560,2100,96200873,2021-12-10,51,68,1,HIGHEST,80,MEASURED,2021-12-10T14:32:00.0,LOWEST,29,MEASURED,2021-12-11T03:23:00.0,MOSTRECENT,42,MEASURED,2021-12-11T08:00:00.0,44,183,81,539,565,14318,25800,33900,ENDOFDAY,33,MEASURED,2021-12-11T05:18:00.0,24,2,6540,120,1440,3360,2940,240,
96200873,2021-12-11,5e4ef4e4c6b14984afa66164f3b747c9,86400000,2645,519,2126,2645,2645,2645,519,7993,8900,9358,9358,2021-12-11T08:00:00.0,2021-12-12T08:00:00.0,2021-12-11T00:00:00.0,2021-12-12T00:00:00.0,2687,3113,2,33,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-11,TOTAL,30,21,44,1439,2640,86340,AWAKE,53,51,41,1032,2460,61920,ASLEEP,10,10,53340002,40,176,48,48,1639296000000,89,753,642,12140,19860,25320,38520,7980,10020,1860,89,351,640,-12403,19200,1860,38400,7440,9900,1860,96200873,2021-12-11,55,58,1,HIGHEST,95,MEASURED,2021-12-11T14:38:00.0,LOWEST,39,MEASURED,2021-12-11T22:49:00.0,MOSTRECENT,39,MEASURED,2021-12-11T22:54:00.0,40,172,64,402,407,24543,23460,24420,,,,,3,2,660,120,180,540,120,,
96200873,2021-12-12,c9eb72650b6b4bd187c055f3ffa646f5,86400000,2129,3,2126,2129,2129,2129,3,158,8810,129,129,2021-12-12T08:00:00.0,2021-12-13T08:00:00.0,2021-12-12T00:00:00.0,2021-12-13T00:00:00.0,75,255,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-12-12,TOTAL,10,10,11,1440,660,86400,AWAKE,13,11,2,1296,120,77760,ASLEEP,8,9,71520002,45,85,49,52,1639382400000,74,226,1203,14032,900,12660,72180,540,360,,74,92,1202,5156,660,4860,72120,300,360,,96200873,2021-12-12,42,2,1,HIGHEST,70,MEASURED,2021-12-13T07:59:00.0,LOWEST,30,RESET,2021-12-13T03:52:00.0,MOSTRECENT,70,MEASURED,2021-12-13T08:00:00.0,45,85,36,134,144,8876,7800,8640,ENDOFDAY,45,MEASURED,2021-12-13T05:37:00.0,9,1,240,60,540,240,,,
96200873,2021-12-13,bb4a595acbf949e5850275ba74ff110d,86400000,2737,611,2126,2737,2737,2737,611,8616,8810,8947,8947,2021-12-13T08:00:00.0,2021-12-14T08:00:00.0,2021-12-13T00:00:00.0,2021-12-14T00:00:00.0,2029,5881,11,30,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-13,TOTAL,33,23,93,1439,5580,86340,AWAKE,48,43,79,943,4740,56580,ASLEEP,10,10,57120002,39,183,49,46,1639468800000,96,1193,153,11918,35580,36000,9180,14580,16500,4500,96,712,152,-17869,34560,8160,9120,13980,16080,4500,96200873,2021-12-13,62,79,1,HIGHEST,100,MEASURED,2021-12-13T13:08:00.0,LOWEST,25,MEASURED,2021-12-14T02:21:00.0,MOSTRECENT,53,MEASURED,2021-12-14T08:00:00.0,40,183,65,481,496,29787,27840,29760,ENDOFDAY,33,MEASURED,2021-12-14T06:22:00.0,14,1,1020,60,840,600,420,,
96200873,2021-12-14,0d3af67f7f4c4b459f4fd0182b670fc6,86400000,2902,776,2126,2902,2902,2902,776,11485,8780,12729,12729,2021-12-14T08:00:00.0,2021-12-15T08:00:00.0,2021-12-14T00:00:00.0,2021-12-15T00:00:00.0,3165,5975,2,40,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-14,TOTAL,34,23,85,1439,5100,86340,AWAKE,51,47,76,931,4560,55860,ASLEEP,9,9,58740003,41,187,49,48,1639555200000,93,1200,154,11495,35160,36840,9240,10620,20100,4440,93,702,153,-20983,34680,7440,9180,10320,19920,4440,96200873,2021-12-14,81,89,1,HIGHEST,100,MEASURED,2021-12-14T14:05:00.0,LOWEST,21,MEASURED,2021-12-15T05:12:00.0,MOSTRECENT,45,MEASURED,2021-12-15T08:00:00.0,42,185,67,498,508,32478,29400,30480,ENDOFDAY,24,MEASURED,2021-12-15T06:06:00.0,9,1,480,60,540,300,180,,
96200873,2021-12-15,0feacf9869df4787bdd476a86e31afad,86400000,2711,585,2126,2711,2711,2711,585,9396,9050,10161,10161,2021-12-15T08:00:00.0,2021-12-16T08:00:00.0,2021-12-15T00:00:00.0,2021-12-16T00:00:00.0,2400,4510,10,35,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-15,TOTAL,31,23,125,1417,7500,85020,AWAKE,45,40,118,1034,7080,62040,ASLEEP,10,10,56280002,41,176,49,49,1639641600000,87,954,338,10842,27900,29340,20280,12540,12960,2400,87,580,336,-12110,27060,7740,20160,11820,12840,2400,96200873,2021-12-15,57,70,1,HIGHEST,96,MEASURED,2021-12-15T14:39:00.0,LOWEST,34,MEASURED,2021-12-16T04:15:00.0,MOSTRECENT,34,MEASURED,2021-12-16T04:27:00.0,42,172,54,374,383,22952,21600,22980,,,,,7,2,840,120,420,720,120,,
96200873,2021-12-16,322dd3044115441eb2aa6c3d75ac9fa9,86400000,2869,743,2126,2869,2869,2869,743,10589,9120,11978,11978,2021-12-16T08:00:00.0,2021-12-17T08:00:00.0,2021-12-16T00:00:00.0,2021-12-17T00:00:00.0,2760,4180,5,42,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-16,TOTAL,35,25,137,1439,8220,86340,AWAKE,40,32,130,1322,7800,79320,ASLEEP,7,8,56460002,45,176,50,53,1639728000000,93,737,565,1780,24720,19500,33900,11100,11880,1740,93,627,565,-6052,24420,13200,33900,10800,11880,1740,96200873,2021-12-16,44,58,1,HIGHEST,83,RESET,2021-12-16T15:13:00.0,LOWEST,30,MEASURED,2021-12-17T01:54:00.0,MOSTRECENT,69,MEASURED,2021-12-17T08:00:00.0,46,174,39,110,117,7832,6300,7020,ENDOFDAY,49,MEASURED,2021-12-17T06:04:00.0,7,,300,,420,300,,,
96200873,2021-12-17,d386ee65ee3b4757a7493854a754b971,86400000,2841,715,2126,2841,2841,2841,715,11214,9420,11717,11717,2021-12-17T08:00:00.0,2021-12-18T08:00:00.0,2021-12-17T00:00:00.0,2021-12-18T00:00:00.0,2460,6675,3,37,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-17,TOTAL,35,24,119,1435,7140,86100,AWAKE,51,47,95,917,5700,55020,ASLEEP,13,12,71100002,44,185,49,50,1639814400000,93,1171,145,6664,35880,34380,8700,12180,19500,4200,91,678,144,-20286,34320,6360,8640,11820,19320,3180,96200873,2021-12-17,62,84,1,HIGHEST,100,MEASURED,2021-12-17T14:04:00.0,LOWEST,26,MEASURED,2021-12-18T04:36:00.0,MOSTRECENT,47,MEASURED,2021-12-18T08:00:00.0,45,181,93,493,518,26950,28020,31080,ENDOFDAY,31,MEASURED,2021-12-18T06:04:00.0,24,1,1560,60,1440,360,180,1020,
96200873,2021-12-18,c23f638d11e94d03a26404d86133936c,86400000,2840,714,2126,2840,2840,2840,714,9376,9780,10984,10984,2021-12-18T08:00:00.0,2021-12-19T08:00:00.0,2021-12-18T00:00:00.0,2021-12-19T00:00:00.0,3000,2430,2,45,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-18,TOTAL,16,13,606,1438,36360,86280,AWAKE,37,28,571,811,34260,48660,ASLEEP,10,10,35280002,40,188,50,49,1639900800000,92,749,83,36131,9240,35700,4980,5580,2940,720,92,159,81,-564,6240,3300,4860,3180,2340,720,96200873,2021-12-18,96,40,1,HIGHEST,98,MEASURED,2021-12-18T14:55:00.0,LOWEST,28,MEASURED,2021-12-19T03:18:00.0,MOSTRECENT,66,MEASURED,2021-12-19T08:00:00.0,42,179,61,590,627,36695,32400,37620,ENDOFDAY,36,MEASURED,2021-12-19T05:30:00.0,35,2,3000,120,2100,2400,600,,
96200873,2021-12-19,bcabe80a367341eaa4301fdb6b405841,86400000,2282,156,2126,2282,2282,2282,156,5628,9740,4616,4616,2021-12-19T08:00:00.0,2021-12-20T08:00:00.0,2021-12-19T00:00:00.0,2021-12-20T00:00:00.0,540,6564,0,0,150,10,true,false,false,false,false,false,false,0,96200873,2021-12-19,TOTAL,21,17,117,1432,7020,85920,AWAKE,27,20,97,932,5820,55920,ASLEEP,11,11,46020002,42,107,49,48,1639987200000,89,1207,108,42738,18780,53640,6480,9420,8160,1200,89,730,105,14548,17640,26160,6300,8760,7680,1200,96200873,2021-12-19,85,60,1,HIGHEST,100,MEASURED,2021-12-19T14:25:00.0,LOWEST,62,MEASURED,2021-12-20T02:59:00.0,MOSTRECENT,91,MEASURED,2021-12-20T08:00:00.0,43,105,68,477,500,28190,27480,30000,ENDOFDAY,91,MEASURED,2021-12-20T08:00:00.0,20,3,1140,180,1200,660,480,,
96200873,2021-12-20,a6bfad0de5854d138765b266048ee7f0,86400000,2844,718,2126,2844,2844,2844,718,9602,8920,11541,11541,2021-12-20T08:00:00.0,2021-12-21T08:00:00.0,2021-12-20T00:00:00.0,2021-12-21T00:00:00.0,3222,3319,3,49,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-20,TOTAL,19,16,136,1434,8160,86040,AWAKE,30,23,126,826,7560,49560,ASLEEP,8,8,36300002,40,189,49,46,1640073600000,88,1200,98,46936,16140,55860,5880,7560,7560,1020,88,605,95,6399,15300,21000,5700,7080,7200,1020,96200873,2021-12-20,55,58,1,HIGHEST,100,MEASURED,2021-12-20T09:33:00.0,LOWEST,60,MEASURED,2021-12-20T19:25:00.0,MOSTRECENT,88,MEASURED,2021-12-21T08:00:00.0,40,181,68,595,608,40537,34860,36480,ENDOFDAY,73,MEASURED,2021-12-21T05:42:00.0,10,3,840,180,600,480,360,,
96200873,2021-12-21,228657fd5bb7478585ead2203161c01e,86400000,2726,600,2126,2726,2726,2726,600,8448,8990,10495,10495,2021-12-21T08:00:00.0,2021-12-22T08:00:00.0,2021-12-21T00:00:00.0,2021-12-22T00:00:00.0,3195,1240,5,44,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-21,TOTAL,16,14,72,1437,4320,86220,AWAKE,32,24,48,837,2880,50220,ASLEEP,10,10,35940002,41,174,49,46,1640160000000,93,800,565,36951,6240,41760,33900,2460,3300,480,93,227,562,1580,5940,7680,33720,2280,3180,480,96200873,2021-12-21,42,34,1,HIGHEST,100,MEASURED,2021-12-21T10:35:00.0,LOWEST,29,RESET,2021-12-22T02:59:00.0,MOSTRECENT,58,MEASURED,2021-12-22T08:00:00.0,41,174,66,573,600,35371,34080,36000,ENDOFDAY,43,MEASURED,2021-12-22T05:48:00.0,24,3,300,180,1440,180,120,,
96200873,2021-12-22,0a9c02beaaa745c0afb97cdbbc93be9a,86400000,3078,952,2126,3078,3078,3078,952,15252,8940,15926,15926,2021-12-22T08:00:00.0,2021-12-23T08:00:00.0,2021-12-22T00:00:00.0,2021-12-23T00:00:00.0,4080,7913,10,52,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-22,TOTAL,24,18,133,1439,7980,86340,AWAKE,37,28,121,955,7260,57300,ASLEEP,7,7,51840002,39,176,48,42,1640246400000,91,1129,177,31185,25440,42300,10620,14400,8940,2100,91,659,175,-3012,25140,14400,10500,14280,8760,2100,96200873,2021-12-22,75,69,1,HIGHEST,100,MEASURED,2021-12-22T12:54:00.0,LOWEST,43,MEASURED,2021-12-23T03:32:00.0,MOSTRECENT,64,MEASURED,2021-12-23T08:00:00.0,39,176,64,470,484,34197,27900,29040,ENDOFDAY,64,MEASURED,2021-12-23T08:00:00.0,12,2,300,120,720,120,180,,
96200873,2021-12-23,cc7531a6b0af4150aff0ef94e14b66ba,86400000,2932,806,2126,2932,2932,2932,806,12693,9580,13903,13903,2021-12-23T08:00:00.0,2021-12-24T08:00:00.0,2021-12-23T00:00:00.0,2021-12-24T00:00:00.0,3375,5790,7,49,150,10,true,true,false,false,false,false,false,0,96200873,2021-12-23,TOTAL,24,19,172,1438,10320,86280,AWAKE,34,25,160,962,9600,57720,ASLEEP,10,10,50520002,41,169,47,47,1640332800000,91,1121,145,29384,21780,45480,8700,10980,7740,3060,91,659,143,1375,19860,19680,8580,9360,7440,3060,96200873,2021-12-23,76,71,1,HIGHEST,100,MEASURED,2021-12-23T14:01:00.0,LOWEST,49,MEASURED,2021-12-24T05:01:00.0,MOSTRECENT,69,MEASURED,2021-12-24T08:00:00.0,42,167,68,462,476,28009,25800,28560,ENDOFDAY,69,MEASURED,2021-12-24T08:00:00.0,12,2,1920,120,720,1620,300,,
