userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,isVigorousDay,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/4/statsValue,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/4/statTimestamp,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/5/statsValue,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/5/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/activityDuration,bodyBattery/bodyBatteryStatList/6/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/6/statsValue,bodyBattery/bodyBatteryStatList/6/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/6/statTimestamp
96200873,2024-05-07,d2d98159d1e542b4a4e4b3780a60bd99,86400000,2918,838,2080,2918,2918,2918,838,61,14823,13980,14726,14726,2024-05-07T07:00:00.0,2024-05-08T07:00:00.0,2024-05-07T00:00:00.0,2024-05-08T00:00:00.0,4635,6470,1,45,true,150,10,44,184,49,50,1715151600000,true,true,false,false,false,false,false,0,96200873,2024-05-07,TOTAL,28,21,96,1038,171,231,1440,19043,25800,36480,13860,10260,86400,13500,8520,3780,AWAKE,34,25,96,737,146,229,1112,1515,24240,19980,13740,8760,66720,12000,8460,3780,ASLEEP,11,11,63,301,25,328,17528,1560,16500,1500,19680,1500,60,,96200873,2024-05-07,62,71,1,HIGHEST,100,MEASURED,2024-05-07T12:11:00.0,LOWEST,41,MEASURED,2024-05-08T02:53:00.0,MOSTRECENT,68,MEASURED,2024-05-08T07:00:00.0,ENDOFDAY,68,MEASURED,2024-05-08T07:00:00.0,STARTOFDAY,77,MEASURED,2024-05-07T07:01:00.0,DURINGSLEEP,29,MEASURED,2024-05-07T12:28:00.0,45,182,60000002,2,120,,,,
96200873,2024-05-08,6dad7c5d9b324575958d22dc272298d8,86400000,2802,722,2080,2802,2802,2802,722,60,11969,14070,12429,12429,2024-05-08T07:00:00.0,2024-05-09T07:00:00.0,2024-05-08T00:00:00.0,2024-05-09T00:00:00.0,4410,4185,2,43,true,150,10,44,176,50,51,1715238000000,true,true,false,false,false,false,false,0,96200873,2024-05-08,TOTAL,21,17,88,1004,201,234,1439,34215,14340,45900,14040,12060,86340,6180,6840,1320,AWAKE,30,23,88,576,165,233,974,6269,13920,20640,13980,9900,58440,5820,6780,1320,ASLEEP,9,9,62,428,36,465,27946,420,25260,2160,27900,360,60,,96200873,2024-05-08,85,66,1,HIGHEST,99,MEASURED,2024-05-08T12:20:00.0,LOWEST,48,MEASURED,2024-05-08T20:43:00.0,MOSTRECENT,87,MEASURED,2024-05-09T07:00:00.0,ENDOFDAY,70,MEASURED,2024-05-09T04:43:00.0,STARTOFDAY,68,MEASURED,2024-05-08T07:01:00.0,DURINGSLEEP,52,MEASURED,2024-05-08T12:27:00.0,45,175,70440002,1,60,,,,
96200873,2024-05-09,b74d8a2b0aed4251809473aaf332c7e9,86400000,2914,834,2080,2914,2914,2914,834,60,17484,13860,16989,16989,2024-05-09T07:00:00.0,2024-05-10T07:00:00.0,2024-05-09T00:00:00.0,2024-05-10T00:00:00.0,8273,6372,2,43,true,150,10,42,169,50,50,1715324400000,true,true,false,false,false,false,false,0,96200873,2024-05-09,TOTAL,29,21,91,912,226,301,1439,17213,24240,30480,18060,13560,86340,10800,9060,4380,AWAKE,46,40,91,513,148,299,960,-10659,23340,7440,17940,8880,57600,9960,9000,4380,ASLEEP,8,8,72,399,78,479,27872,900,23040,4680,28740,840,60,,96200873,2024-05-09,33,79,1,HIGHEST,100,MEASURED,2024-05-09T08:24:00.0,LOWEST,30,MEASURED,2024-05-10T03:35:00.0,MOSTRECENT,41,MEASURED,2024-05-10T07:00:00.0,ENDOFDAY,33,MEASURED,2024-05-10T04:22:00.0,STARTOFDAY,87,MEASURED,2024-05-09T07:01:00.0,DURINGSLEEP,41,MEASURED,2024-05-09T12:20:00.0,43,169,70320002,2,120,,,,
96200873,2024-05-10,dd8bc92447c543018b8eaa9a422d401b,86400000,3085,1005,2080,3085,3085,3085,1005,59,15765,14230,15648,15648,2024-05-10T07:00:00.0,2024-05-11T07:00:00.0,2024-05-10T00:00:00.0,2024-05-11T00:00:00.0,3945,11882,3,43,true,150,10,47,179,50,51,1715410800000,true,true,false,false,false,false,false,0,96200873,2024-05-10,TOTAL,39,29,93,970,154,311,1435,-5612,38460,19740,18660,9240,86100,18600,14520,5340,AWAKE,53,52,93,589,75,308,972,-21308,32460,2880,18480,4500,58320,12840,14280,5340,ASLEEP,16,15,75,381,79,463,15696,6000,16860,4740,27780,5760,240,,96200873,2024-05-10,44,71,1,HIGHEST,79,MEASURED,2024-05-10T12:20:00.0,LOWEST,13,MEASURED,2024-05-11T04:45:00.0,MOSTRECENT,14,MEASURED,2024-05-11T07:00:00.0,ENDOFDAY,13,MEASURED,2024-05-11T04:46:00.0,STARTOFDAY,41,MEASURED,2024-05-10T07:01:00.0,DURINGSLEEP,44,MEASURED,2024-05-10T12:28:00.0,47,178,55980002,3,180,,,,
96200873,2024-05-11,f7b24e96e94d45378f2c2ec3679e8b41,86400000,3177,1097,2080,3177,3177,3177,1097,101,16151,14540,16885,16885,2024-05-11T07:00:00.0,2024-05-12T07:00:00.0,2024-05-11T00:00:00.0,2024-05-12T00:00:00.0,3815,6064,4,62,true,150,10,47,157,50,49,1715497200000,true,true,false,false,false,false,false,0,96200873,2024-05-11,TOTAL,34,25,93,847,204,229,1280,-1191,30420,20400,13740,12240,76800,18600,9660,2160,AWAKE,43,39,93,571,125,229,925,-10992,28260,6000,13740,7500,55500,16560,9540,2160,ASLEEP,17,16,57,276,79,355,9801,2160,14400,4740,21300,2040,120,,96200873,2024-05-11,94,60,1,HIGHEST,78,RESET,2024-05-11T12:57:00.0,LOWEST,14,MEASURED,2024-05-11T07:01:00.0,MOSTRECENT,48,MEASURED,2024-05-12T07:00:00.0,ENDOFDAY,31,MEASURED,2024-05-12T04:39:00.0,STARTOFDAY,14,MEASURED,2024-05-11T07:01:00.0,DURINGSLEEP,12,MEASURED,2024-05-11T10:33:00.0,47,153,67680002,,,,,,
96200873,2024-05-12,4a8f83bd24734ab49404bf3047c94360,86400000,2600,520,2080,2600,2600,2600,520,34,8142,14870,8358,8358,2024-05-12T07:00:00.0,2024-05-13T07:00:00.0,2024-05-12T00:00:00.0,2024-05-13T00:00:00.0,4474,4449,3,27,true,150,10,44,170,50,49,1715583600000,true,true,false,false,false,false,false,0,96200873,2024-05-12,TOTAL,22,17,89,1043,90,184,1317,33209,17820,44760,11040,5400,79020,9000,6900,1920,AWAKE,35,25,88,504,61,183,748,1069,16860,13380,10980,3660,44880,8340,6720,1800,ASLEEP,10,10,89,539,29,569,32140,960,31380,1740,34140,660,180,120,96200873,2024-05-12,83,70,1,HIGHEST,100,MEASURED,2024-05-12T15:12:00.0,LOWEST,45,MEASURED,2024-05-13T00:37:00.0,MOSTRECENT,61,MEASURED,2024-05-13T07:00:00.0,ENDOFDAY,61,MEASURED,2024-05-13T07:00:00.0,STARTOFDAY,48,MEASURED,2024-05-12T07:01:00.0,DURINGSLEEP,68,MEASURED,2024-05-12T16:29:00.0,46,169,62400002,1,60,,,,
96200873,2024-05-13,ef786e76a6454d338ca19dbb0cb72616,86400000,2763,683,2080,2763,2763,2763,683,57,10241,14200,11280,11280,2024-05-13T07:00:00.0,2024-05-14T07:00:00.0,2024-05-13T00:00:00.0,2024-05-14T00:00:00.0,4400,2710,2,43,true,150,10,40,173,50,49,1715670000000,true,true,false,false,false,false,false,0,96200873,2024-05-13,TOTAL,21,17,90,911,101,119,1131,30376,12360,42300,7140,6060,67860,6120,4860,1380,AWAKE,41,34,90,269,72,117,458,-3368,11220,4920,7020,4320,27480,5400,4440,1380,ASLEEP,12,12,72,642,29,673,33744,1140,37380,1740,40380,720,420,,96200873,2024-05-13,66,73,1,HIGHEST,100,MEASURED,2024-05-13T12:50:00.0,LOWEST,36,MEASURED,2024-05-13T23:09:00.0,MOSTRECENT,54,MEASURED,2024-05-14T07:00:00.0,ENDOFDAY,38,MEASURED,2024-05-14T03:51:00.0,STARTOFDAY,61,MEASURED,2024-05-13T07:01:00.0,DURINGSLEEP,48,MEASURED,2024-05-13T15:03:00.0,40,171,69420002,2,120,,,,
96200873,2024-05-14,3101ae0d3adc4496808ea55014e36c43,86400000,3244,1164,2080,3244,3244,3244,1164,68,21526,13410,20903,20903,2024-05-14T07:00:00.0,2024-05-15T07:00:00.0,2024-05-14T00:00:00.0,2024-05-15T00:00:00.0,6005,11325,1,51,true,150,10,43,178,50,49,1715756400000,true,true,false,false,false,false,false,0,96200873,2024-05-14,TOTAL,27,19,90,928,171,278,1377,22582,21660,34020,16680,10260,82620,10020,8160,3480,AWAKE,38,27,90,607,167,277,1051,-2024,21360,15060,16620,10020,63060,9840,8040,3480,ASLEEP,6,6,66,321,4,326,24606,300,18960,240,19560,180,120,,96200873,2024-05-14,80,74,1,HIGHEST,100,MEASURED,2024-05-14T11:37:00.0,LOWEST,30,MEASURED,2024-05-15T03:58:00.0,MOSTRECENT,60,MEASURED,2024-05-15T07:00:00.0,ENDOFDAY,60,MEASURED,2024-05-15T07:00:00.0,STARTOFDAY,54,MEASURED,2024-05-14T07:01:00.0,DURINGSLEEP,62,MEASURED,2024-05-14T12:26:00.0,44,177,75600002,1,60,,,,
96200873,2024-05-15,cc3243896ed640a88d51c8dc10e19f87,86400000,2654,574,2080,2654,2654,2654,574,57,9552,14230,10631,10631,2024-05-15T07:00:00.0,2024-05-16T07:00:00.0,2024-05-15T00:00:00.0,2024-05-16T00:00:00.0,3205,3215,0,43,true,150,10,39,170,50,51,1715842800000,true,true,false,false,false,false,false,0,96200873,2024-05-15,TOTAL,24,19,90,1122,113,114,1349,27980,23400,43920,6840,6780,80940,13740,8220,1440,AWAKE,36,26,90,620,99,113,832,-1280,23160,14040,6780,5940,49920,13560,8160,1440,ASLEEP,10,11,68,502,14,517,29260,240,29880,840,31020,180,60,,96200873,2024-05-15,81,65,1,HIGHEST,100,MEASURED,2024-05-15T13:28:00.0,LOWEST,48,MEASURED,2024-05-15T22:20:00.0,MOSTRECENT,76,MEASURED,2024-05-16T07:00:00.0,ENDOFDAY,62,MEASURED,2024-05-16T04:57:00.0,STARTOFDAY,60,MEASURED,2024-05-15T07:01:00.0,DURINGSLEEP,69,MEASURED,2024-05-15T13:33:00.0,42,168,74100003,1,60,,,,
96200873,2024-05-16,8803d7dcd0c5463f9aa4627251c3e804,86400000,2857,777,2080,2857,2857,2857,777,68,12385,13770,13630,13630,2024-05-16T07:00:00.0,2024-05-17T07:00:00.0,2024-05-16T00:00:00.0,2024-05-17T00:00:00.0,5583,3030,1,49,true,150,10,40,174,49,48,1715929200000,true,true,false,false,false,false,false,0,96200873,2024-05-16,TOTAL,28,21,90,976,200,123,1299,17320,21360,37200,7380,12000,77940,9720,8700,2940,AWAKE,48,44,90,390,129,121,640,-10127,19020,4380,7260,7740,38400,8220,7860,2940,ASLEEP,14,14,75,586,71,659,27447,2340,32820,4260,39540,1500,840,,96200873,2024-05-16,53,66,1,HIGHEST,100,MEASURED,2024-05-16T13:11:00.0,LOWEST,37,MEASURED,2024-05-17T01:40:00.0,MOSTRECENT,63,MEASURED,2024-05-17T07:00:00.0,ENDOFDAY,40,MEASURED,2024-05-17T03:27:00.0,STARTOFDAY,76,MEASURED,2024-05-16T07:37:00.0,DURINGSLEEP,40,MEASURED,2024-05-16T15:01:00.0,41,171,56700002,2,120,,,,
96200873,2024-05-17,3935d1e806c84eeabb6759c359ba662b,86400000,2950,870,2080,2950,2950,2950,870,57,14787,13500,14857,14857,2024-05-17T07:00:00.0,2024-05-18T07:00:00.0,2024-05-17T00:00:00.0,2024-05-18T00:00:00.0,3465,6886,6,44,true,150,10,42,180,49,48,1716015600000,true,true,false,false,false,false,false,0,96200873,2024-05-17,TOTAL,28,20,93,1021,150,223,1394,21063,24060,37200,13380,9000,83640,9480,11760,2820,AWAKE,37,25,93,699,146,223,1068,-654,24060,17880,13380,8760,64080,9480,11760,2820,ASLEEP,8,9,23,322,4,326,21717,,19320,240,19560,,,,96200873,2024-05-17,83,78,1,HIGHEST,100,MEASURED,2024-05-17T12:01:00.0,LOWEST,34,MEASURED,2024-05-18T03:30:00.0,MOSTRECENT,68,MEASURED,2024-05-18T07:00:00.0,ENDOFDAY,68,MEASURED,2024-05-18T07:00:00.0,STARTOFDAY,63,MEASURED,2024-05-17T07:01:00.0,DURINGSLEEP,61,MEASURED,2024-05-17T12:27:00.0,43,180,59580002,,,,,,
96200873,2024-05-18,0efa347368f343a1994ac64ceb2119c1,86400000,3313,1233,2080,3313,3313,3313,1233,115,18986,13630,20713,20713,2024-05-18T07:00:00.0,2024-05-19T07:00:00.0,2024-05-18T00:00:00.0,2024-05-19T00:00:00.0,8140,3274,3,84,true,150,10,42,177,49,47,1716102000000,true,true,false,false,false,false,false,0,96200873,2024-05-18,TOTAL,21,17,91,999,163,212,1374,34468,15540,44400,12720,9780,82440,7200,6960,1380,AWAKE,28,21,91,649,153,212,1014,12392,14520,24420,12720,9180,60840,6300,6840,1380,ASLEEP,10,10,58,350,10,360,22076,1020,19980,600,21600,900,120,,96200873,2024-05-18,82,70,1,HIGHEST,100,MEASURED,2024-05-18T12:12:00.0,LOWEST,40,MEASURED,2024-05-18T20:44:00.0,MOSTRECENT,80,MEASURED,2024-05-19T07:00:00.0,ENDOFDAY,80,MEASURED,2024-05-19T07:00:00.0,STARTOFDAY,68,MEASURED,2024-05-18T07:01:00.0,DURINGSLEEP,58,MEASURED,2024-05-18T13:01:00.0,43,176,60060002,,,,,,
96200873,2024-05-19,a86612e9d4204a3b8259b9a393bbf572,86400000,2528,448,2080,2528,2528,2528,448,35,8044,14710,8234,8234,2024-05-19T07:00:00.0,2024-05-20T07:00:00.0,2024-05-19T00:00:00.0,2024-05-20T00:00:00.0,3940,4270,1,25,true,150,10,42,154,49,49,1716188400000,true,true,false,false,false,false,false,0,96200873,2024-05-19,TOTAL,23,17,88,1085,96,188,1369,35013,18900,46200,11280,5760,82140,8460,8340,2100,AWAKE,41,32,88,463,65,187,715,-4609,18480,9300,11220,3900,42900,8040,8340,2100,ASLEEP,9,9,42,622,31,654,39622,420,36900,1860,39240,420,,,96200873,2024-05-19,65,69,1,HIGHEST,100,MEASURED,2024-05-19T11:06:00.0,LOWEST,37,MEASURED,2024-05-20T00:38:00.0,MOSTRECENT,76,MEASURED,2024-05-20T06:59:00.0,ENDOFDAY,47,MEASURED,2024-05-20T03:54:00.0,STARTOFDAY,80,MEASURED,2024-05-19T07:01:00.0,DURINGSLEEP,36,MEASURED,2024-05-19T14:48:00.0,42,152,77760002,1,60,,,,
96200873,2024-05-20,49549250c417488592fb5a397905c3f6,86400000,2690,610,2080,2690,2690,2690,610,68,10025,14050,11344,11344,2024-05-20T07:00:00.0,2024-05-21T07:00:00.0,2024-05-20T00:00:00.0,2024-05-21T00:00:00.0,3659,3564,6,48,true,150,10,37,164,48,43,1716274800000,true,true,false,false,false,false,false,0,96200873,2024-05-20,TOTAL,16,13,78,916,160,119,1195,44584,12600,42360,7140,9600,71700,9180,3240,180,AWAKE,25,19,78,440,136,119,695,10342,12060,14340,7140,8160,41700,8700,3180,180,ASLEEP,7,8,57,476,24,500,34242,540,28020,1440,30000,480,60,,96200873,2024-05-20,76,60,1,HIGHEST,100,MEASURED,2024-05-20T09:46:00.0,LOWEST,55,MEASURED,2024-05-20T18:54:00.0,MOSTRECENT,92,MEASURED,2024-05-21T07:00:00.0,ENDOFDAY,75,MEASURED,2024-05-21T04:07:00.0,STARTOFDAY,76,MEASURED,2024-05-20T07:01:00.0,DURINGSLEEP,53,MEASURED,2024-05-20T12:26:00.0,38,158,27660003,,,,,,
96200873,2024-05-21,217395a8914a4fc8b914a39218f7f4c5,86400000,2627,547,2080,2627,2627,2627,547,57,7891,13250,9296,9296,2024-05-21T07:00:00.0,2024-05-22T07:00:00.0,2024-05-21T00:00:00.0,2024-05-22T00:00:00.0,2910,1270,2,43,true,150,10,37,165,47,44,1716361200000,true,true,false,false,false,false,false,0,96200873,2024-05-21,TOTAL,13,12,81,907,78,76,1061,50060,9420,45000,4560,4680,63660,6660,2520,240,AWAKE,25,19,81,329,58,75,462,7733,9120,10620,4500,3480,27720,6480,2400,240,ASLEEP,7,7,67,578,20,599,42327,300,34380,1200,35940,180,120,,96200873,2024-05-21,66,68,1,HIGHEST,100,MEASURED,2024-05-21T08:21:00.0,LOWEST,43,RESET,2024-05-21T21:58:00.0,MOSTRECENT,90,MEASURED,2024-05-22T07:00:00.0,ENDOFDAY,63,MEASURED,2024-05-22T03:40:00.0,STARTOFDAY,92,MEASURED,2024-05-21T07:01:00.0,,,,,38,165,68280003,1,60,,,,
96200873,2024-05-22,52ef3b8aed784fa198c37594ed8ea537,86400000,2946,866,2080,2946,2946,2946,866,69,13528,12180,14328,14328,2024-05-22T07:00:00.0,2024-05-23T07:00:00.0,2024-05-22T00:00:00.0,2024-05-23T00:00:00.0,5556,2735,12,50,true,150,10,39,179,46,45,1716447600000,true,true,false,false,false,false,false,0,96200873,2024-05-22,TOTAL,17,13,93,955,153,137,1245,45582,12840,44460,8220,9180,74700,7380,4740,720,AWAKE,30,22,93,427,127,135,689,5255,12120,13500,8100,7620,41340,6720,4680,720,ASLEEP,6,6,51,528,26,556,40327,720,30960,1560,33360,660,60,,96200873,2024-05-22,73,66,1,HIGHEST,100,MEASURED,2024-05-22T08:32:00.0,LOWEST,50,MEASURED,2024-05-22T22:34:00.0,MOSTRECENT,97,MEASURED,2024-05-23T07:00:00.0,ENDOFDAY,64,MEASURED,2024-05-23T03:12:00.0,STARTOFDAY,90,MEASURED,2024-05-22T07:01:00.0,DURINGSLEEP,41,MEASURED,2024-05-22T12:27:00.0,39,178,27420002,2,120,,,,
96200873,2024-05-23,6909294b684a44c39a7460bf1edf4ff0,86400000,2947,867,2080,2947,2947,2947,867,57,14893,12320,15016,15016,2024-05-23T07:00:00.0,2024-05-24T07:00:00.0,2024-05-23T00:00:00.0,2024-05-24T00:00:00.0,4140,7897,4,41,true,150,10,41,179,46,47,1716534000000,true,true,false,false,false,false,false,0,96200873,2024-05-23,TOTAL,27,19,90,882,273,200,1355,21930,20700,32220,12000,16380,81300,8160,9540,3000,AWAKE,41,33,90,514,235,199,948,-5711,20340,10500,11940,14100,56880,7860,9480,3000,ASLEEP,6,7,59,368,38,407,27641,360,21720,2280,24420,300,60,,96200873,2024-05-23,26,75,1,HIGHEST,100,MEASURED,2024-05-23T07:21:00.0,LOWEST,32,MEASURED,2024-05-24T01:54:00.0,MOSTRECENT,48,MEASURED,2024-05-24T07:00:00.0,ENDOFDAY,32,MEASURED,2024-05-24T04:44:00.0,STARTOFDAY,97,MEASURED,2024-05-23T07:01:00.0,DURINGSLEEP,36,MEASURED,2024-05-23T11:30:00.0,42,177,32220002,1,60,,,,
96200873,2024-05-24,ea8c53718b8d4eae97e961161bd8f084,86400000,2779,699,2080,2779,2779,2779,699,71,9722,12840,11100,11100,2024-05-24T07:00:00.0,2024-05-25T07:00:00.0,2024-05-24T00:00:00.0,2024-05-25T00:00:00.0,3885,1485,2,52,true,150,10,41,174,47,51,1716620400000,true,true,false,false,false,false,false,0,96200873,2024-05-24,TOTAL,25,19,88,1018,232,89,1339,25713,18960,42120,5340,13920,80340,7560,8340,3060,AWAKE,37,25,88,565,170,89,824,336,18360,15540,5340,10200,49440,6960,8340,3060,ASLEEP,11,11,44,453,62,515,25377,600,26580,3720,30900,600,,,96200873,2024-05-24,92,57,1,HIGHEST,83,MEASURED,2024-05-25T06:53:00.0,LOWEST,35,MEASURED,2024-05-24T19:00:00.0,MOSTRECENT,83,MEASURED,2024-05-25T07:00:00.0,ENDOFDAY,59,MEASURED,2024-05-25T04:22:00.0,STARTOFDAY,48,MEASURED,2024-05-24T07:01:00.0,DURINGSLEEP,46,MEASURED,2024-05-24T12:56:00.0,42,174,35580002,,,,,,
96200873,2024-05-25,0d32e590d72b49e8aa0c4f260c56805d,86400000,3394,1314,2080,3394,3394,3394,1314,129,18075,12530,20526,20526,2024-05-25T07:00:00.0,2024-05-26T07:00:00.0,2024-05-25T00:00:00.0,2024-05-26T00:00:00.0,6315,3344,4,92,true,150,10,44,184,47,48,1716706800000,true,true,false,false,false,false,false,0,96200873,2024-05-25,TOTAL,29,20,90,937,135,182,1254,18435,24780,31440,10920,8100,75240,10800,11760,2220,AWAKE,45,39,90,516,89,181,786,-9802,24000,6960,10860,5340,47160,10140,11700,2160,ASLEEP,8,9,79,421,46,468,28237,780,24480,2760,28080,660,60,60,96200873,2024-05-25,47,72,1,HIGHEST,100,MEASURED,2024-05-25T09:14:00.0,LOWEST,33,MEASURED,2024-05-26T01:10:00.0,MOSTRECENT,58,MEASURED,2024-05-26T07:00:00.0,ENDOFDAY,34,MEASURED,2024-05-26T03:45:00.0,STARTOFDAY,83,MEASURED,2024-05-25T07:01:00.0,DURINGSLEEP,41,MEASURED,2024-05-25T11:33:00.0,44,180,30540002,1,60,,,,
96200873,2024-05-26,44ea4670e57e4c1b9cdb401266935b20,86400000,2434,354,2080,2434,2434,2434,354,37,5940,13090,6427,6427,2024-05-26T07:00:00.0,2024-05-27T07:00:00.0,2024-05-26T00:00:00.0,2024-05-27T00:00:00.0,1945,1995,3,26,true,150,10,42,158,47,48,1716793200000,true,true,false,false,false,false,false,0,96200873,2024-05-26,TOTAL,20,16,86,1072,123,92,1287,41713,17400,46920,5520,7380,77220,8760,7860,780,AWAKE,28,20,86,657,108,92,857,13469,17160,22260,5520,6480,51420,8520,7860,780,ASLEEP,8,8,48,415,15,430,28244,240,24660,900,25800,240,,,96200873,2024-05-26,100,66,1,HIGHEST,100,MEASURED,2024-05-26T11:50:00.0,LOWEST,56,MEASURED,2024-05-26T21:30:00.0,MOSTRECENT,92,MEASURED,2024-05-27T07:00:00.0,ENDOFDAY,65,MEASURED,2024-05-27T03:02:00.0,STARTOFDAY,58,MEASURED,2024-05-26T07:01:00.0,DURINGSLEEP,53,MEASURED,2024-05-26T10:11:00.0,43,158,26460002,,,,,,
96200873,2024-05-27,d9f775dd58fa47a79bedf5467f9977fc,86400000,3135,1055,2080,3135,3135,3135,1055,69,19174,12380,18952,18952,2024-05-27T07:00:00.0,2024-05-28T07:00:00.0,2024-05-27T00:00:00.0,2024-05-28T00:00:00.0,5609,8924,4,50,true,150,10,39,168,47,44,1716879600000,true,true,false,false,false,false,false,0,96200873,2024-05-27,TOTAL,35,23,95,1025,81,282,1388,8565,31980,29520,16920,4860,83280,9060,15660,7260,AWAKE,49,42,95,708,74,280,1062,-16569,31740,10740,16800,4440,63720,8940,15540,7260,ASLEEP,5,6,57,317,7,326,25134,240,18780,420,19560,120,120,,96200873,2024-05-27,33,84,1,HIGHEST,100,MEASURED,2024-05-27T08:20:00.0,LOWEST,19,MEASURED,2024-05-28T01:41:00.0,MOSTRECENT,41,MEASURED,2024-05-28T07:00:00.0,ENDOFDAY,41,MEASURED,2024-05-28T07:00:00.0,STARTOFDAY,92,MEASURED,2024-05-27T07:01:00.0,DURINGSLEEP,35,MEASURED,2024-05-27T12:26:00.0,39,167,61680002,2,120,,,,
