userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,isVigorousDay,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/4/statsValue,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/4/statTimestamp,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/5/statsValue,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/5/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/activityDuration,bodyBattery/bodyBatteryStatList/6/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/6/statsValue,bodyBattery/bodyBatteryStatList/6/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/6/statTimestamp
96200873,2024-05-28,a597fdda617647f4a31699528746cca0,86400000,2823,743,2080,2823,2823,2823,743,73,11354,13060,12300,12300,2024-05-28T07:00:00.0,2024-05-29T07:00:00.0,2024-05-28T00:00:00.0,2024-05-29T00:00:00.0,4095,3350,1,52,true,150,10,40,169,47,48,1716966000000,true,true,false,false,false,false,false,0,96200873,2024-05-28,TOTAL,23,17,91,977,156,175,1308,31034,16200,42420,10500,9360,78480,5100,8160,2940,AWAKE,42,32,91,411,117,171,699,-4261,15780,8880,10260,7020,41940,4920,7920,2940,ASLEEP,10,10,73,566,39,609,35295,420,33540,2340,36540,180,240,,96200873,2024-05-28,107,68,1,HIGHEST,87,MEASURED,2024-05-28T12:52:00.0,LOWEST,33,MODELED,2024-05-29T00:49:00.0,MOSTRECENT,80,MEASURED,2024-05-29T07:00:00.0,ENDOFDAY,41,MEASURED,2024-05-29T03:01:00.0,STARTOFDAY,41,MEASURED,2024-05-28T07:01:00.0,DURINGSLEEP,68,MEASURED,2024-05-28T13:09:00.0,41,169,64140002,4,240,,,,
96200873,2024-05-29,acb046b92cb04d9cbf0e8a3b1e952521,86400000,2781,701,2080,2781,2781,2781,701,68,11831,12890,12966,12966,2024-05-29T07:00:00.0,2024-05-30T07:00:00.0,2024-05-29T00:00:00.0,2024-05-30T00:00:00.0,4960,3422,3,49,true,150,10,39,164,47,46,1717052400000,true,true,false,false,false,false,false,0,96200873,2024-05-29,TOTAL,18,14,88,1066,94,154,1314,47920,13440,50520,9240,5640,78840,5760,5940,1740,AWAKE,30,21,88,485,82,153,720,7962,13200,15900,9180,4920,43200,5640,5820,1740,ASLEEP,8,8,68,581,12,594,39958,240,34620,720,35640,120,120,,96200873,2024-05-29,71,64,1,HIGHEST,100,MEASURED,2024-05-29T09:25:00.0,LOWEST,41,MEASURED,2024-05-29T22:27:00.0,MOSTRECENT,87,MEASURED,2024-05-30T07:00:00.0,ENDOFDAY,77,MEASURED,2024-05-30T05:13:00.0,STARTOFDAY,80,MEASURED,2024-05-29T07:01:00.0,DURINGSLEEP,58,MEASURED,2024-05-29T15:06:00.0,41,164,65100002,1,60,,,,
96200873,2024-05-30,9c752f1e60cc4d1ea9fb8a303559e40d,86400000,2786,706,2080,2786,2786,2786,706,67,13139,12680,14107,14107,2024-05-30T07:00:00.0,2024-05-31T07:00:00.0,2024-05-30T00:00:00.0,2024-05-31T00:00:00.0,5455,3080,2,49,true,150,10,40,175,47,44,1717138800000,true,true,false,false,false,false,false,0,96200873,2024-05-30,TOTAL,17,14,84,978,137,184,1299,44746,12120,46560,11040,8220,77940,6360,5040,720,AWAKE,25,20,84,592,133,182,907,13716,12060,23460,10920,7980,54420,6360,4980,720,ASLEEP,5,5,58,386,4,392,31030,60,23100,240,23520,,60,,96200873,2024-05-30,65,71,1,HIGHEST,100,MEASURED,2024-05-30T08:17:00.0,LOWEST,46,MEASURED,2024-05-31T00:57:00.0,MOSTRECENT,81,MEASURED,2024-05-31T07:00:00.0,ENDOFDAY,81,MEASURED,2024-05-31T07:00:00.0,STARTOFDAY,87,MEASURED,2024-05-30T07:01:00.0,DURINGSLEEP,31,MEASURED,2024-05-30T13:32:00.0,40,173,74160002,2,120,,,,
96200873,2024-05-31,6f4cea393ec342f8b27ddadf52cc9592,86400000,2790,710,2080,2790,2790,2790,710,69,13415,12730,14281,14281,2024-05-31T07:00:00.0,2024-06-01T07:00:00.0,2024-05-31T00:00:00.0,2024-06-01T00:00:00.0,3855,6283,2,50,true,150,10,40,160,46,44,1717225200000,true,true,false,false,false,false,false,0,96200873,2024-05-31,TOTAL,26,19,93,880,184,181,1245,22012,21780,31020,10860,11040,74700,11820,7380,2580,AWAKE,46,42,93,414,125,181,720,-9546,20160,4680,10860,7500,43200,10260,7380,2520,ASLEEP,8,8,81,466,59,525,31558,1620,26340,3540,31500,1560,,60,96200873,2024-05-31,42,73,1,HIGHEST,100,MEASURED,2024-05-31T09:30:00.0,LOWEST,32,MEASURED,2024-06-01T03:40:00.0,MOSTRECENT,50,MEASURED,2024-06-01T07:00:00.0,ENDOFDAY,32,MEASURED,2024-06-01T03:43:00.0,STARTOFDAY,81,MEASURED,2024-05-31T07:01:00.0,DURINGSLEEP,48,MEASURED,2024-05-31T12:27:00.0,40,159,56400002,,,,,,
96200873,2024-06-01,db83fbdf9e5f4477b9169b89b5c0657f,86400000,3218,1138,2080,3218,3218,3218,1138,111,16078,12870,17780,17780,2024-06-01T07:00:00.0,2024-06-02T07:00:00.0,2024-06-01T00:00:00.0,2024-06-02T00:00:00.0,5805,3442,4,79,true,150,10,44,177,46,49,1717311600000,true,true,false,false,false,false,false,0,96200873,2024-06-01,TOTAL,26,20,98,947,233,134,1314,21246,18600,38220,8040,13980,78840,6780,9180,2640,AWAKE,37,25,98,546,145,131,822,-753,17160,15600,7860,8700,49320,5580,8940,2640,ASLEEP,12,12,69,401,88,492,21999,1440,22620,5280,29520,1200,240,,96200873,2024-06-01,81,72,1,HIGHEST,90,MEASURED,2024-06-01T12:24:00.0,LOWEST,33,MEASURED,2024-06-01T18:26:00.0,MOSTRECENT,59,MEASURED,2024-06-02T07:00:00.0,ENDOFDAY,52,MEASURED,2024-06-02T04:17:00.0,STARTOFDAY,50,MEASURED,2024-06-01T07:01:00.0,DURINGSLEEP,58,MEASURED,2024-06-01T12:28:00.0,44,177,72720002,3,180,,,,
96200873,2024-06-02,ffc6d903973e437eb78c65f6e3aa336f,86400000,2425,345,2080,2425,2425,2425,345,35,6201,13520,6754,6754,2024-06-02T07:00:00.0,2024-06-03T07:00:00.0,2024-06-02T00:00:00.0,2024-06-03T00:00:00.0,2175,2184,2,25,true,150,10,32,169,46,48,1717398000000,true,true,false,false,false,false,false,0,96200873,2024-06-02,TOTAL,19,16,93,943,179,115,1237,36444,12480,44100,6900,10740,74220,6600,4920,960,AWAKE,28,21,93,503,156,115,774,8847,12120,18060,6900,9360,46440,6240,4920,960,ASLEEP,9,10,36,440,23,463,27597,360,26040,1380,27780,360,,,96200873,2024-06-02,84,59,1,HIGHEST,97,MEASURED,2024-06-02T12:21:00.0,LOWEST,54,MEASURED,2024-06-03T02:03:00.0,MOSTRECENT,84,MEASURED,2024-06-03T07:00:00.0,ENDOFDAY,71,MEASURED,2024-06-03T04:44:00.0,STARTOFDAY,59,MEASURED,2024-06-02T07:01:00.0,DURINGSLEEP,44,MEASURED,2024-06-02T12:26:00.0,32,168,40320002,,,,,,
96200873,2024-06-03,0fd0262e5273477aa97fd0641da40349,86400000,2911,831,2080,2911,2911,2911,831,70,14345,12790,14824,14824,2024-06-03T07:00:00.0,2024-06-04T07:00:00.0,2024-06-03T00:00:00.0,2024-06-04T00:00:00.0,3990,5907,2,51,true,150,10,40,161,46,44,1717484400000,true,true,false,false,false,false,false,0,96200873,2024-06-03,TOTAL,26,19,92,1020,126,213,1359,24947,24480,36720,12780,7560,81540,12540,8580,3360,AWAKE,36,25,92,701,119,209,1029,371,24360,17700,12540,7140,61740,12480,8520,3360,ASLEEP,6,6,67,319,7,330,24576,120,19020,420,19800,60,60,,96200873,2024-06-03,60,75,1,HIGHEST,100,MEASURED,2024-06-03T09:17:00.0,LOWEST,36,MEASURED,2024-06-04T02:54:00.0,MOSTRECENT,69,MEASURED,2024-06-04T07:00:00.0,ENDOFDAY,69,MEASURED,2024-06-04T07:00:00.0,STARTOFDAY,84,MEASURED,2024-06-03T07:01:00.0,DURINGSLEEP,42,MEASURED,2024-06-03T12:30:00.0,41,161,47820002,4,240,,,,
96200873,2024-06-04,82ed812d4eff4178bd713bbad21a8703,86400000,2789,709,2080,2789,2789,2789,709,71,11076,12950,12172,12172,2024-06-04T07:00:00.0,2024-06-05T07:00:00.0,2024-06-04T00:00:00.0,2024-06-05T00:00:00.0,3450,3245,1,52,true,150,10,44,167,46,50,1717570800000,true,true,false,false,false,false,false,0,96200873,2024-06-04,TOTAL,25,19,95,1028,245,165,1438,27520,19980,41700,9900,14700,86280,9540,7680,2760,AWAKE,39,30,95,546,230,165,941,-3715,19800,12960,9900,13800,56460,9360,7680,2760,ASLEEP,9,9,46,482,15,497,31235,180,28740,900,29820,180,,,96200873,2024-06-04,77,73,1,HIGHEST,100,MEASURED,2024-06-04T11:42:00.0,LOWEST,44,MEASURED,2024-06-04T23:38:00.0,MOSTRECENT,73,MEASURED,2024-06-05T07:00:00.0,ENDOFDAY,50,MEASURED,2024-06-05T04:11:00.0,STARTOFDAY,69,MEASURED,2024-06-04T07:01:00.0,DURINGSLEEP,57,MEASURED,2024-06-04T12:27:00.0,45,165,41940002,,,,,,
96200873,2024-06-05,ce98df0985db490fb4237f7f83725b82,86400000,2976,896,2080,2976,2976,2976,896,67,16318,12770,16618,16618,2024-06-05T07:00:00.0,2024-06-06T07:00:00.0,2024-06-05T00:00:00.0,2024-06-06T00:00:00.0,4150,6371,2,50,true,150,10,41,179,47,48,1717657200000,true,true,false,false,false,false,false,0,96200873,2024-06-05,TOTAL,34,23,95,1007,142,288,1437,8436,29700,30720,17280,8520,86220,10680,13740,5280,AWAKE,56,54,95,529,101,287,917,-20605,29400,2340,17220,6060,55020,10380,13740,5280,ASLEEP,10,10,45,478,41,520,29041,300,28380,2460,31200,300,,,96200873,2024-06-05,49,80,1,HIGHEST,100,MEASURED,2024-06-05T10:55:00.0,LOWEST,22,MEASURED,2024-06-06T01:33:00.0,MOSTRECENT,42,MEASURED,2024-06-06T07:00:00.0,ENDOFDAY,23,MEASURED,2024-06-06T03:47:00.0,STARTOFDAY,73,MEASURED,2024-06-05T07:01:00.0,DURINGSLEEP,51,MEASURED,2024-06-05T12:26:00.0,42,178,56100002,1,60,,,,
96200873,2024-06-06,2341e495635a44ccad264f73950a2e1a,86400000,2978,898,2080,2978,2978,2978,898,69,12494,13130,13438,13438,2024-06-06T07:00:00.0,2024-06-07T07:00:00.0,2024-06-06T00:00:00.0,2024-06-07T00:00:00.0,4950,5215,3,51,true,150,10,40,173,47,49,1717743600000,true,true,false,false,false,false,false,0,96200873,2024-06-06,TOTAL,32,22,96,876,285,277,1438,11815,23760,28800,16620,17100,86280,8040,9660,6060,AWAKE,49,43,96,492,140,277,909,-11668,22140,7380,16620,8400,54540,6600,9480,6060,ASLEEP,10,10,57,384,145,529,23483,1620,21420,8700,31740,1440,180,,96200873,2024-06-06,69,73,1,HIGHEST,91,MEASURED,2024-06-06T12:23:00.0,LOWEST,22,MEASURED,2024-06-06T22:16:00.0,MOSTRECENT,38,MEASURED,2024-06-07T07:00:00.0,ENDOFDAY,32,MEASURED,2024-06-07T03:45:00.0,STARTOFDAY,42,MEASURED,2024-06-06T07:01:00.0,DURINGSLEEP,67,MEASURED,2024-06-06T12:33:00.0,40,172,71640002,,,,,,
96200873,2024-06-07,d4c96aa3270c494ca8416e5d57aff836,86400000,2779,699,2080,2779,2779,2779,699,68,10680,13070,12034,12034,2024-06-07T07:00:00.0,2024-06-08T07:00:00.0,2024-06-07T00:00:00.0,2024-06-08T00:00:00.0,3490,3177,1,50,true,150,10,39,170,48,45,1717830000000,true,true,false,false,false,false,false,0,96200873,2024-06-07,TOTAL,24,18,89,963,227,249,1439,26943,20220,37560,14940,13620,86340,10380,8700,1140,AWAKE,30,22,89,698,210,249,1157,8183,19980,21900,14940,12600,69420,10200,8640,1140,ASLEEP,7,8,72,265,17,282,18760,240,15660,1020,16920,180,60,,96200873,2024-06-07,91,66,1,HIGHEST,88,MEASURED,2024-06-07T12:02:00.0,LOWEST,38,MEASURED,2024-06-07T07:01:00.0,MOSTRECENT,63,MEASURED,2024-06-08T07:00:00.0,ENDOFDAY,63,MEASURED,2024-06-08T07:00:00.0,STARTOFDAY,38,MEASURED,2024-06-07T07:01:00.0,DURINGSLEEP,53,MEASURED,2024-06-07T11:42:00.0,39,168,2,,,,,,
96200873,2024-06-08,d01036914feb42fe8034ea9c8712e549,86400000,3199,1119,2080,3199,3199,3199,1119,104,15378,12600,17374,17374,2024-06-08T07:00:00.0,2024-06-09T07:00:00.0,2024-06-08T00:00:00.0,2024-06-09T00:00:00.0,4950,4324,1,80,true,150,10,41,180,47,46,1717916400000,true,true,false,false,false,false,false,0,96200873,2024-06-08,TOTAL,27,20,88,718,137,583,1438,14378,17880,25200,34980,8220,86280,8880,6900,2100,AWAKE,41,31,88,304,28,582,914,-2553,12660,5580,34920,1680,54840,5400,5160,2100,ASLEEP,17,15,68,414,109,524,16931,5220,19620,6540,31440,3480,1740,,96200873,2024-06-08,61,50,1,HIGHEST,75,MEASURED,2024-06-09T06:45:00.0,LOWEST,36,MEASURED,2024-06-08T16:10:00.0,MOSTRECENT,75,MEASURED,2024-06-09T07:00:00.0,ENDOFDAY,46,MEASURED,2024-06-09T03:31:00.0,STARTOFDAY,63,MEASURED,2024-06-08T07:01:00.0,DURINGSLEEP,11,MEASURED,2024-06-08T13:24:00.0,41,179,2,1,60,,,,
96200873,2024-06-09,04de6941658445928e03a8f7aea12540,86400000,2413,333,2080,2413,2413,2413,333,36,5813,12880,6341,6341,2024-06-09T07:00:00.0,2024-06-10T07:00:00.0,2024-06-09T00:00:00.0,2024-06-10T00:00:00.0,1860,1710,2,26,true,150,10,40,157,47,47,1718002800000,true,true,false,false,false,false,false,0,96200873,2024-06-09,TOTAL,18,15,81,804,118,517,1439,35617,11820,36420,31020,7080,86340,6000,5340,480,AWAKE,43,38,81,244,87,515,846,-4337,11520,3120,30900,5220,50760,5820,5220,480,ASLEEP,7,8,65,560,31,593,39954,300,33300,1860,35580,180,120,,96200873,2024-06-09,60,27,1,HIGHEST,100,MEASURED,2024-06-09T09:44:00.0,LOWEST,33,MEASURED,2024-06-10T01:06:00.0,MOSTRECENT,63,MEASURED,2024-06-10T07:00:00.0,ENDOFDAY,36,MEASURED,2024-06-10T03:37:00.0,STARTOFDAY,75,MEASURED,2024-06-09T07:01:00.0,DURINGSLEEP,54,MEASURED,2024-06-09T13:29:00.0,41,156,71040002,2,120,,,,
96200873,2024-06-10,32ad6a14f137499ab59211556498cea6,86400000,2854,774,2080,2854,2854,2854,774,66,13454,12180,14176,14176,2024-06-10T07:00:00.0,2024-06-11T07:00:00.0,2024-06-10T00:00:00.0,2024-06-11T00:00:00.0,3472,5032,1,50,true,150,10,42,171,47,47,1718089200000,true,true,false,false,false,false,false,0,96200873,2024-06-10,TOTAL,24,18,90,780,414,244,1438,22384,16500,30300,14640,24840,86280,8220,6360,1920,AWAKE,39,30,90,416,345,243,1004,-2955,16260,8700,14580,20700,60240,7980,6360,1920,ASLEEP,8,8,40,364,69,434,25339,240,21600,4140,26040,240,,,96200873,2024-06-10,60,60,1,HIGHEST,100,MEASURED,2024-06-10T11:15:00.0,LOWEST,33,MEASURED,2024-06-11T02:25:00.0,MOSTRECENT,52,MEASURED,2024-06-11T07:00:00.0,ENDOFDAY,49,MEASURED,2024-06-11T05:16:00.0,STARTOFDAY,63,MEASURED,2024-06-10T07:01:00.0,DURINGSLEEP,63,MEASURED,2024-06-10T12:29:00.0,42,171,70620002,1,60,,,,
96200873,2024-06-11,1c15a2a0a8a544059a565a263c16942a,86400000,2846,766,2080,2846,2846,2846,766,67,11651,12310,12807,12807,2024-06-11T07:00:00.0,2024-06-12T07:00:00.0,2024-06-11T00:00:00.0,2024-06-12T00:00:00.0,3730,3915,1,51,true,150,10,40,178,47,50,1718175600000,true,true,false,false,false,false,false,0,96200873,2024-06-11,TOTAL,28,21,93,1027,149,260,1436,19455,25500,36120,15600,8940,86160,10920,12240,2340,AWAKE,41,34,93,626,140,259,1025,-8072,25440,12120,15540,8400,61500,10860,12240,2340,ASLEEP,8,8,29,401,9,411,27527,60,24000,540,24660,60,,,96200873,2024-06-11,70,75,1,HIGHEST,100,MEASURED,2024-06-11T12:42:00.0,LOWEST,29,MEASURED,2024-06-12T02:31:00.0,MOSTRECENT,47,MEASURED,2024-06-12T07:00:00.0,ENDOFDAY,47,MEASURED,2024-06-12T07:00:00.0,STARTOFDAY,52,MEASURED,2024-06-11T07:01:00.0,DURINGSLEEP,56,MEASURED,2024-06-11T13:51:00.0,41,177,75060002,1,60,,,,
96200873,2024-06-12,842d7eee1b1d40d4ba9f579103963319,86400000,2795,715,2080,2795,2795,2795,715,70,12297,12250,13202,13202,2024-06-12T07:00:00.0,2024-06-13T07:00:00.0,2024-06-12T00:00:00.0,2024-06-13T00:00:00.0,4200,5149,2,52,true,150,10,44,153,48,50,1718262000000,true,true,false,false,false,false,false,0,96200873,2024-06-12,TOTAL,36,24,93,985,218,235,1438,3465,31500,27600,14100,13080,86280,10740,15000,5760,AWAKE,52,49,93,585,121,235,941,-18648,29160,5940,14100,7260,56460,8580,14880,5700,ASLEEP,12,12,84,400,97,497,22113,2340,21660,5820,29820,2160,120,60,96200873,2024-06-12,60,81,1,HIGHEST,95,MEASURED,2024-06-12T12:25:00.0,LOWEST,24,MEASURED,2024-06-13T04:03:00.0,MOSTRECENT,26,MEASURED,2024-06-13T07:00:00.0,ENDOFDAY,24,MEASURED,2024-06-13T04:11:00.0,STARTOFDAY,47,MEASURED,2024-06-12T07:01:00.0,DURINGSLEEP,65,MEASURED,2024-06-12T12:27:00.0,44,152,70620002,,,,,,
96200873,2024-06-13,a064db3f9b0843368b3fd8b905d4e9fb,86400000,2770,690,2080,2770,2770,2770,690,66,9578,12260,11522,11522,2024-06-13T07:00:00.0,2024-06-14T07:00:00.0,2024-06-13T00:00:00.0,2024-06-14T00:00:00.0,3315,2165,2,52,true,150,10,40,177,48,50,1718348400000,true,true,false,false,false,false,false,0,96200873,2024-06-13,TOTAL,26,20,91,1026,242,170,1438,20141,21840,39720,10200,14520,86280,10920,7800,3120,AWAKE,42,35,91,480,139,170,789,-6665,20340,8460,10200,8340,47340,9600,7620,3120,ASLEEP,13,13,66,546,103,649,26806,1500,31260,6180,38940,1320,180,,96200873,2024-06-13,78,49,1,HIGHEST,79,MEASURED,2024-06-13T15:04:00.0,LOWEST,26,MEASURED,2024-06-13T07:01:00.0,MOSTRECENT,55,MEASURED,2024-06-14T07:00:00.0,ENDOFDAY,43,MEASURED,2024-06-14T04:15:00.0,STARTOFDAY,26,MEASURED,2024-06-13T07:01:00.0,DURINGSLEEP,55,MEASURED,2024-06-13T15:04:00.0,41,177,51540002,,,,,,
96200873,2024-06-14,021b9f89ab104f48b8f5c8c5ceddd00d,86400000,2862,782,2080,2862,2862,2862,782,67,10677,12000,11980,11980,2024-06-14T07:00:00.0,2024-06-15T07:00:00.0,2024-06-14T00:00:00.0,2024-06-15T00:00:00.0,3870,2475,4,50,true,150,10,44,182,48,48,1718434800000,true,true,false,false,false,false,false,0,96200873,2024-06-14,TOTAL,30,22,93,890,269,274,1433,11116,23520,29880,16440,16140,85980,12300,8340,2880,AWAKE,42,35,88,456,202,272,930,-6504,21180,6180,16320,12120,55800,11520,8220,1440,ASLEEP,17,15,93,434,67,503,17620,2340,23700,4020,30180,780,120,1440,96200873,2024-06-14,61,66,1,HIGHEST,79,MEASURED,2024-06-14T12:15:00.0,LOWEST,30,MEASURED,2024-06-14T23:37:00.0,MOSTRECENT,50,MEASURED,2024-06-15T07:00:00.0,ENDOFDAY,34,MEASURED,2024-06-15T04:04:00.0,STARTOFDAY,55,MEASURED,2024-06-14T07:01:00.0,DURINGSLEEP,36,MEASURED,2024-06-14T12:26:00.0,44,179,2,2,120,,,,
96200873,2024-06-15,0e418062f7b64613aafbbf594c830ce3,86400000,3056,976,2080,3056,3056,3056,976,104,15720,11740,17223,17223,2024-06-15T07:00:00.0,2024-06-16T07:00:00.0,2024-06-15T00:00:00.0,2024-06-16T00:00:00.0,5145,2935,1,77,true,150,10,43,171,49,50,1718521200000,true,true,false,false,false,false,false,0,96200873,2024-06-15,TOTAL,27,20,87,984,278,176,1438,22488,18840,40200,10560,16680,86280,5580,8820,4440,AWAKE,41,31,87,520,210,175,905,-4062,18180,13020,10500,12600,54300,5040,8700,4440,ASLEEP,11,11,64,464,68,533,26550,660,27180,4080,31980,540,120,,96200873,2024-06-15,83,73,1,HIGHEST,92,MEASURED,2024-06-15T12:22:00.0,LOWEST,34,MEASURED,2024-06-16T01:28:00.0,MOSTRECENT,60,MEASURED,2024-06-16T07:00:00.0,ENDOFDAY,45,MEASURED,2024-06-16T03:40:00.0,STARTOFDAY,50,MEASURED,2024-06-15T07:01:00.0,DURINGSLEEP,58,MEASURED,2024-06-15T12:32:00.0,43,169,69480002,1,60,,,,
96200873,2024-06-16,77db05c74e0144d2b423d97fbfdaaa0e,86400000,2462,382,2080,2462,2462,2462,382,35,6259,12140,6673,6673,2024-06-16T07:00:00.0,2024-06-17T07:00:00.0,2024-06-16T00:00:00.0,2024-06-17T00:00:00.0,2220,2185,2,27,true,150,10,43,160,49,47,1718607600000,true,true,false,false,false,false,false,0,96200873,2024-06-16,TOTAL,24,18,92,921,94,424,1439,28009,18360,36900,25440,5640,86340,6360,9960,2040,AWAKE,49,45,92,372,76,423,871,-10131,18060,4260,25380,4560,52260,6180,9840,2040,ASLEEP,8,8,55,549,18,568,38140,300,32640,1080,34080,180,120,,96200873,2024-06-16,75,43,1,HIGHEST,100,MEASURED,2024-06-16T11:07:00.0,LOWEST,33,MEASURED,2024-06-17T00:13:00.0,MOSTRECENT,61,MEASURED,2024-06-17T07:00:00.0,ENDOFDAY,33,MEASURED,2024-06-17T03:26:00.0,STARTOFDAY,60,MEASURED,2024-06-16T07:01:00.0,DURINGSLEEP,60,MEASURED,2024-06-16T12:53:00.0,44,159,55920002,1,60,,,,
96200873,2024-06-17,ab7b99e2fb08439382ad5191a2951dc6,86400000,2726,646,2080,2726,2726,2726,646,68,10459,11560,12051,12051,2024-06-17T07:00:00.0,2024-06-18T07:00:00.0,2024-06-17T00:00:00.0,2024-06-18T00:00:00.0,3435,2650,4,49,true,150,10,41,167,49,47,1718694000000,true,true,false,false,false,false,false,0,96200873,2024-06-17,TOTAL,21,17,87,1008,230,202,1440,34092,18180,42300,12120,13800,86400,11220,5880,1080,AWAKE,35,26,87,506,219,199,924,-790,17880,12480,11940,13140,55440,10980,5820,1080,ASLEEP,8,8,72,502,11,516,34882,300,29820,660,30960,240,60,,96200873,2024-06-17,82,67,1,HIGHEST,100,MEASURED,2024-06-17T11:04:00.0,LOWEST,44,MEASURED,2024-06-18T01:10:00.0,MOSTRECENT,76,MEASURED,2024-06-18T07:00:00.0,ENDOFDAY,55,MEASURED,2024-06-18T03:57:00.0,STARTOFDAY,61,MEASURED,2024-06-17T07:01:00.0,DURINGSLEEP,65,MEASURED,2024-06-17T12:32:00.0,42,162,41880002,3,180,,,,
