userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/highDuration
96200873,2022-06-17,997d89446c3a4b52b1992a8c56218b89,86400000,2711,591,2120,2711,2711,2711,591,44,10213,11410,10765,10765,2022-06-17T07:00:00.0,2022-06-18T07:00:00.0,2022-06-17T00:00:00.0,2022-06-18T00:00:00.0,3905,5045,2,32,150,10,47,168,55,56,1655535600000,true,true,false,false,false,false,false,0,96200873,2022-06-17,TOTAL,45,37,93,398,100,941,1439,-6952,16860,7020,56460,6000,86340,6660,7140,3060,AWAKE,45,37,93,398,100,941,1439,-6952,16860,7020,56460,6000,86340,6660,7140,3060,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-17,10,54,1,HIGHEST,81,RESET,2022-06-17T13:23:00.0,LOWEST,36,MODELED,2022-06-17T23:09:00.0,MOSTRECENT,37,MEASURED,2022-06-17T23:35:00.0,,,,,49,161,57540002,
96200873,2022-06-18,656bee651abf4b01a944efd3d831a7b2,86400000,2458,338,2120,2458,2458,2458,338,31,4232,11170,5486,5486,2022-06-18T07:00:00.0,2022-06-19T07:00:00.0,2022-06-18T00:00:00.0,2022-06-19T00:00:00.0,1650,505,2,24,150,10,61,178,56,62,1655622000000,true,true,false,false,false,false,false,0,96200873,2022-06-18,TOTAL,43,41,88,42,42,1353,1437,-934,2340,180,81180,2520,86220,1800,480,60,AWAKE,43,41,88,42,42,1353,1437,-934,2340,180,81180,2520,86220,1800,480,60,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-18,0,14,1,HIGHEST,76,RESET,2022-06-18T15:24:00.0,LOWEST,62,MEASURED,2022-06-18T16:53:00.0,MOSTRECENT,62,MEASURED,2022-06-18T17:00:00.0,,,,,67,176,57960002,
96200873,2022-06-19,e1b1b7aa5b404ce6b067b8d4bf63157c,86400000,2120,0,2120,2120,2120,2120,0,,0,9790,0,0,2022-06-19T07:00:00.0,2022-06-20T07:00:00.0,2022-06-19T00:00:00.0,2022-06-20T00:00:00.0,0,0,0,0,150,10,,,,,,true,false,false,false,false,false,false,0,96200873,2022-06-19,TOTAL,-2,-2,,,,1440,1440,,,,86400,,86400,,,,AWAKE,-2,-2,,,,1440,1440,,,,86400,,86400,,,,ASLEEP,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500002,
96200873,2022-06-20,2c54a50df318438a923fbd1c0ea39242,86400000,3753,1633,2120,3753,3753,3753,1633,41,16344,9790,15923,15923,2022-06-20T07:00:00.0,2022-06-21T07:00:00.0,2022-06-20T00:00:00.0,2022-06-21T00:00:00.0,5680,11785,70,51,150,10,49,162,56,56,1655794800000,true,true,false,false,false,false,false,0,96200873,2022-06-20,TOTAL,48,38,96,433,114,888,1435,-7659,16860,9120,53280,6840,86100,2820,7200,6840,AWAKE,48,38,96,433,114,888,1435,-7659,16860,9120,53280,6840,86100,2820,7200,6840,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-20,24,85,1,HIGHEST,76,RESET,2022-06-20T15:23:00.0,LOWEST,15,MEASURED,2022-06-21T06:53:00.0,MOSTRECENT,15,MEASURED,2022-06-21T07:00:00.0,ENDOFDAY,15,MEASURED,2022-06-21T07:00:00.0,49,160,46920003,
96200873,2022-06-21,f7e25924a2c84fffaf0919e49d9bf1db,86400000,3740,1620,2120,3740,3740,3740,1620,35,16438,10450,15167,15167,2022-06-21T07:00:00.0,2022-06-22T07:00:00.0,2022-06-21T00:00:00.0,2022-06-22T00:00:00.0,7000,14935,56,29,150,10,52,173,61,74,1655881200000,true,true,false,false,false,false,false,0,96200873,2022-06-21,TOTAL,47,41,91,252,58,1129,1439,-5593,11940,3180,67740,3480,86340,5220,4620,2100,AWAKE,47,41,91,252,58,1129,1439,-5593,11940,3180,67740,3480,86340,5220,4620,2100,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-21,9,51,1,HIGHEST,45,RESET,2022-06-21T21:16:00.0,LOWEST,5,MEASURED,2022-06-22T06:53:00.0,MOSTRECENT,5,MEASURED,2022-06-22T07:00:00.0,ENDOFDAY,5,MEASURED,2022-06-22T07:00:00.0,53,173,82200002,
96200873,2022-06-22,96d84014e6f2474699cc29198c71b16a,86400000,3854,1734,2120,3854,3854,3854,1734,,14194,11650,11659,11659,2022-06-22T07:00:00.0,2022-06-23T07:00:00.0,2022-06-22T00:00:00.0,2022-06-23T00:00:00.0,4710,17275,41,17,150,10,68,134,63,76,1655967600000,true,false,false,false,false,false,false,0,96200873,2022-06-22,TOTAL,58,57,95,131,66,1243,1440,-5573,7020,840,74580,3960,86400,2040,3120,1860,AWAKE,58,57,95,131,66,1243,1440,-5573,7020,840,74580,3960,86400,2040,3120,1860,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-22,3,31,1,HIGHEST,37,RESET,2022-06-22T23:40:00.0,LOWEST,5,MEASURED,2022-06-22T07:01:00.0,MOSTRECENT,7,MEASURED,2022-06-23T07:00:00.0,ENDOFDAY,7,MEASURED,2022-06-23T07:00:00.0,68,131,74340002,
96200873,2022-06-23,60ae49a0a1ab4d9c9fedd8024248e374,86400000,2996,876,2120,2996,2996,2996,876,,3842,12160,3147,3147,2022-06-23T07:00:00.0,2022-06-24T07:00:00.0,2022-06-23T00:00:00.0,2022-06-24T00:00:00.0,720,5460,125,30,150,10,94,136,,,,true,false,false,false,false,false,false,0,96200873,2022-06-23,TOTAL,85,85,96,22,16,1402,1440,-1758,1320,,84120,960,86400,,360,960,AWAKE,85,85,96,22,16,1402,1440,-1758,1320,,84120,960,86400,,360,960,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-23,0,2,1,HIGHEST,7,MEASURED,2022-06-23T07:01:00.0,LOWEST,5,MEASURED,2022-06-23T07:19:00.0,MOSTRECENT,5,MEASURED,2022-06-23T10:27:00.0,,,,,96,135,16800002,
96200873,2022-06-24,68ec4ed3cc87497e93065b156418460c,86400000,3076,956,2120,3076,3076,3076,956,92,10479,11330,11695,11695,2022-06-24T07:00:00.0,2022-06-25T07:00:00.0,2022-06-24T00:00:00.0,2022-06-25T00:00:00.0,4019,300,2,72,150,10,85,181,,,,true,true,false,false,false,false,false,0,96200873,2022-06-24,TOTAL,27,27,27,1,406,1028,1435,-3,60,,61680,24360,86100,60,,,AWAKE,27,27,27,1,406,1028,1435,-3,60,,61680,24360,86100,60,,,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-24,0,17,1,HIGHEST,39,RESET,2022-06-24T22:58:00.0,LOWEST,22,MEASURED,2022-06-25T00:08:00.0,MOSTRECENT,22,MEASURED,2022-06-25T00:19:00.0,,,,,88,181,76260003,
96200873,2022-06-25,e63a1442e1ff4d83aa366ae0edb9c38b,86400000,2963,843,2120,2963,2963,2963,843,81,9595,11160,10643,10643,2022-06-25T07:00:00.0,2022-06-26T07:00:00.0,2022-06-25T00:00:00.0,2022-06-26T00:00:00.0,3690,392,1,64,150,10,82,177,,,,true,true,false,false,false,false,false,0,96200873,2022-06-25,TOTAL,39,38,60,5,224,1116,1345,-89,180,120,66960,13440,80700,60,120,,AWAKE,39,38,60,5,224,1116,1345,-89,180,120,66960,13440,80700,60,120,,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-25,0,14,1,HIGHEST,39,RESET,2022-06-25T23:08:00.0,LOWEST,25,MEASURED,2022-06-26T00:18:00.0,MOSTRECENT,25,MEASURED,2022-06-26T00:30:00.0,,,,,82,176,78480002,
96200873,2022-06-26,cce2c27337ac45fb8cb4b4889065ff06,86400000,3198,1078,2120,3198,3198,3198,1078,,9587,10850,7881,7881,2022-06-26T07:00:00.0,2022-06-27T07:00:00.0,2022-06-26T00:00:00.0,2022-06-27T00:00:00.0,1625,11320,0,0,150,10,50,134,67,63,1656313200000,true,false,false,false,false,false,false,0,96200873,2022-06-26,TOTAL,37,25,98,403,47,989,1439,484,10680,13500,59340,2820,86340,1560,5340,3780,AWAKE,37,25,98,403,47,989,1439,484,10680,13500,59340,2820,86340,1560,5340,3780,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-26,21,66,1,HIGHEST,82,MEASURED,2022-06-26T20:34:00.0,LOWEST,16,MEASURED,2022-06-27T06:54:00.0,MOSTRECENT,16,MEASURED,2022-06-27T07:00:00.0,ENDOFDAY,16,MEASURED,2022-06-27T07:00:00.0,53,126,82440002,
96200873,2022-06-27,792da1dba3c645bba5ae8ca542ba53d2,86400000,4451,2331,2120,4451,4451,4451,2331,,11998,10600,9867,9867,2022-06-27T07:00:00.0,2022-06-28T07:00:00.0,2022-06-27T00:00:00.0,2022-06-28T00:00:00.0,5165,16935,45,0,150,10,75,130,73,77,1656399600000,true,false,false,false,false,false,false,0,96200873,2022-06-27,TOTAL,42,38,96,89,127,1224,1440,-1631,2760,2580,73440,7620,86400,900,900,960,AWAKE,42,38,96,89,127,1224,1440,-1631,2760,2580,73440,7620,86400,900,900,960,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-27,2,31,1,HIGHEST,36,RESET,2022-06-27T23:46:00.0,LOWEST,5,MEASURED,2022-06-27T11:41:00.0,MOSTRECENT,16,MEASURED,2022-06-28T07:00:00.0,ENDOFDAY,16,MEASURED,2022-06-28T07:00:00.0,75,128,82140002,
96200873,2022-06-28,fb15a8d8a8524c0299bdf082cb14f345,86400000,3938,1818,2120,3938,3938,3938,1818,,11183,10740,9181,9181,2022-06-28T07:00:00.0,2022-06-29T07:00:00.0,2022-06-28T00:00:00.0,2022-06-29T00:00:00.0,5100,14920,71,0,150,10,73,127,74,78,1656486000000,true,false,false,false,false,false,false,0,96200873,2022-06-28,TOTAL,38,34,90,102,100,1238,1440,-1288,3180,2940,74280,6000,86400,1740,840,600,AWAKE,38,34,90,102,100,1238,1440,-1288,3180,2940,74280,6000,86400,1740,840,600,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-28,2,32,1,HIGHEST,36,RESET,2022-06-28T23:45:00.0,LOWEST,6,MEASURED,2022-06-28T11:38:00.0,MOSTRECENT,16,MEASURED,2022-06-29T07:00:00.0,ENDOFDAY,16,MEASURED,2022-06-29T07:00:00.0,76,127,74640002,
96200873,2022-06-29,a0ca22bb46b745aaa1def973a272ce06,86400000,3665,1545,2120,3665,3665,3665,1545,71,17742,10830,17841,17841,2022-06-29T07:00:00.0,2022-06-30T07:00:00.0,2022-06-29T00:00:00.0,2022-06-30T00:00:00.0,5760,11475,144,0,150,10,50,167,68,54,1656572400000,true,true,false,false,false,false,false,0,96200873,2022-06-29,TOTAL,25,20,82,224,42,1173,1439,4575,4140,9300,70380,2520,86340,1800,2100,240,AWAKE,25,20,82,224,42,1173,1439,4575,4140,9300,70380,2520,86340,1800,2100,240,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-29,23,25,1,HIGHEST,39,MEASURED,2022-06-30T06:36:00.0,LOWEST,7,MEASURED,2022-06-29T11:07:00.0,MOSTRECENT,39,MEASURED,2022-06-30T07:00:00.0,ENDOFDAY,39,MEASURED,2022-06-30T07:00:00.0,50,167,81480002,
96200873,2022-06-30,a47774a009d04597a9eb9eff8cfced51,86400000,2138,18,2120,2138,2138,2138,18,,380,12220,311,311,2022-06-30T07:00:00.0,2022-07-01T07:00:00.0,2022-06-30T00:00:00.0,2022-07-01T00:00:00.0,240,1020,0,0,150,10,56,91,67,62,1656658800000,true,false,false,false,false,false,false,0,96200873,2022-06-30,TOTAL,23,20,67,221,1216,3,1440,4729,2880,10380,180,72960,86400,1740,1140,,AWAKE,23,20,67,221,1216,3,1440,4729,2880,10380,180,72960,86400,1740,1140,,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-06-30,20,3,1,HIGHEST,56,MEASURED,2022-06-30T11:10:00.0,LOWEST,39,MEASURED,2022-06-30T07:01:00.0,MOSTRECENT,56,MEASURED,2022-06-30T11:15:00.0,,,,,57,90,16320002,
96200873,2022-07-01,88a55943ef1a48b0a79778c854433b20,86400000,3836,1716,2120,3836,3836,3836,1716,183,20865,12220,21909,21909,2022-07-01T07:00:00.0,2022-07-02T07:00:00.0,2022-07-01T00:00:00.0,2022-07-02T00:00:00.0,8385,195,9,132,150,10,81,183,,,,true,true,false,false,false,false,false,0,96200873,2022-07-01,TOTAL,60,60,60,1,1094,338,1433,-47,60,,20280,65640,85980,,60,,AWAKE,60,60,60,1,1094,338,1433,-47,60,,20280,65640,85980,,60,,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-01,0,26,1,HIGHEST,32,MEASURED,2022-07-02T00:59:00.0,LOWEST,6,MEASURED,2022-07-02T03:14:00.0,MOSTRECENT,6,MEASURED,2022-07-02T03:40:00.0,,,,,81,179,73200002,
96200873,2022-07-02,4fb295a4caf14cd098fb99dbc6699b8d,86400000,2844,724,2120,2844,2844,2844,724,78,8791,13950,10079,10079,2022-07-02T07:00:00.0,2022-07-03T07:00:00.0,2022-07-02T00:00:00.0,2022-07-03T00:00:00.0,3405,180,14,42,150,10,69,170,68,72,1656831600000,true,true,false,false,false,false,false,0,96200873,2022-07-02,TOTAL,26,23,50,11,2,1425,1438,121,180,480,85500,120,86280,180,,,AWAKE,26,23,50,11,2,1425,1438,121,180,480,85500,120,86280,180,,,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-02,0,12,1,HIGHEST,34,RESET,2022-07-03T00:20:00.0,LOWEST,22,MEASURED,2022-07-03T01:35:00.0,MOSTRECENT,22,MEASURED,2022-07-03T01:39:00.0,,,,,70,169,81360002,
96200873,2022-07-03,0ebd197675f143eaba1d29ef13765af3,86400000,2315,195,2120,2315,2315,2315,195,,4504,13440,3689,3689,2022-07-03T07:00:00.0,2022-07-04T07:00:00.0,2022-07-03T00:00:00.0,2022-07-04T00:00:00.0,660,4700,36,0,150,10,47,109,66,55,1656918000000,true,false,false,false,false,false,false,0,96200873,2022-07-03,TOTAL,17,15,74,331,29,1080,1440,14652,4620,15240,64800,1740,86400,3540,1080,,AWAKE,17,15,74,331,29,1080,1440,14652,4620,15240,64800,1740,86400,3540,1080,,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-03,47,9,1,HIGHEST,75,MEASURED,2022-07-04T06:57:00.0,LOWEST,34,MEASURED,2022-07-04T02:12:00.0,MOSTRECENT,75,MEASURED,2022-07-04T07:00:00.0,ENDOFDAY,75,MEASURED,2022-07-04T07:00:00.0,48,107,74460002,
96200873,2022-07-04,59c52561ce5e4082bbb29eedd7787af1,86400000,2192,72,2120,2192,2192,2192,72,,3150,11660,2580,2580,2022-07-04T07:00:00.0,2022-07-05T07:00:00.0,2022-07-04T00:00:00.0,2022-07-05T00:00:00.0,675,5987,0,0,150,10,41,100,61,46,1657004400000,true,false,false,false,false,false,false,0,96200873,2022-07-04,TOTAL,21,16,88,1147,229,64,1440,44563,21420,47400,3840,13740,86400,10140,9000,2280,AWAKE,49,46,88,341,71,52,464,-9489,17220,3240,3120,4260,27840,6900,8160,2160,ASLEEP,9,9,78,806,158,12,976,54052,4200,44160,720,9480,58560,3240,840,96200873,2022-07-04,35,53,1,HIGHEST,100,MEASURED,2022-07-04T15:16:00.0,LOWEST,57,MEASURED,2022-07-05T06:47:00.0,MOSTRECENT,57,MEASURED,2022-07-05T07:00:00.0,ENDOFDAY,57,MEASURED,2022-07-05T07:00:00.0,41,98,81180002,120
96200873,2022-07-05,bce4e781d5394c6288f8e4224549e175,86400000,2871,751,2120,2871,2871,2871,751,74,9460,9960,10884,10884,2022-07-05T07:00:00.0,2022-07-06T07:00:00.0,2022-07-05T00:00:00.0,2022-07-06T00:00:00.0,3900,1344,2,54,150,10,43,172,56,47,1657090800000,true,true,false,false,false,false,false,0,96200873,2022-07-05,TOTAL,14,12,82,447,614,375,1436,24702,5340,21480,22500,36840,86160,4260,840,240,AWAKE,25,20,82,205,610,375,1190,4733,5100,7200,22500,36600,71400,4020,840,240,ASLEEP,4,5,34,242,4,,246,19969,240,14280,,240,14760,240,,96200873,2022-07-05,49,21,1,HIGHEST,100,MEASURED,2022-07-05T14:07:00.0,LOWEST,21,MEASURED,2022-07-06T01:56:00.0,MOSTRECENT,21,MEASURED,2022-07-06T02:02:00.0,,,,,43,172,82560002,
96200873,2022-07-06,d1f8ac264bcc4ba385a747ee123a6c70,86400000,3003,883,2120,3003,3003,3003,883,73,12022,9860,12860,12860,2022-07-06T07:00:00.0,2022-07-07T07:00:00.0,2022-07-06T00:00:00.0,2022-07-07T00:00:00.0,3544,4289,2,57,150,10,72,174,58,64,1657177200000,true,true,false,false,false,false,false,0,96200873,2022-07-06,TOTAL,53,52,88,258,61,1118,1437,-9513,15420,60,67080,3660,86220,7080,7020,1320,AWAKE,53,52,88,258,61,1118,1437,-9513,15420,60,67080,3660,86220,7080,7020,1320,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-06,0,22,1,HIGHEST,37,RESET,2022-07-06T23:35:00.0,LOWEST,15,MEASURED,2022-07-07T05:07:00.0,MOSTRECENT,15,MEASURED,2022-07-07T07:00:00.0,ENDOFDAY,15,MEASURED,2022-07-07T07:00:00.0,73,172,80940002,
96200873,2022-07-07,9b3ae85438914966a61a2814cadbffd4,86400000,2329,209,2120,2329,2329,2329,209,,3892,10080,3188,3188,2022-07-07T07:00:00.0,2022-07-08T07:00:00.0,2022-07-07T00:00:00.0,2022-07-08T00:00:00.0,2595,2563,0,0,150,10,44,109,56,51,1657263600000,true,false,false,false,false,false,false,0,96200873,2022-07-07,TOTAL,22,17,88,897,89,453,1439,30540,12840,40980,27180,5340,86340,4200,5760,2880,AWAKE,27,20,88,650,87,451,1188,14580,12720,26280,27060,5220,71280,4140,5700,2880,ASLEEP,9,9,57,247,2,2,251,15960,120,14700,120,120,15060,60,60,96200873,2022-07-07,97,38,1,HIGHEST,97,MEASURED,2022-07-07T22:57:00.0,LOWEST,13,MEASURED,2022-07-07T08:09:00.0,MOSTRECENT,74,MEASURED,2022-07-08T00:47:00.0,,,,,45,108,27660002,
96200873,2022-07-08,45acd025210940c999dc4f3ad3761695,86400000,2907,787,2120,2907,2907,2907,787,52,9996,9470,10315,10315,2022-07-08T07:00:00.0,2022-07-09T07:00:00.0,2022-07-08T00:00:00.0,2022-07-09T00:00:00.0,2815,4296,9,82,150,10,62,171,57,63,1657350000000,true,true,false,false,false,false,false,0,96200873,2022-07-08,TOTAL,47,45,89,142,75,1220,1437,-3847,7680,840,73200,4500,86220,4620,2160,900,AWAKE,47,45,89,142,75,1220,1437,-3847,7680,840,73200,4500,86220,4620,2160,900,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-08,0,13,1,HIGHEST,32,RESET,2022-07-09T01:02:00.0,LOWEST,19,MEASURED,2022-07-09T06:21:00.0,MOSTRECENT,19,MEASURED,2022-07-09T07:00:00.0,ENDOFDAY,19,MEASURED,2022-07-09T07:00:00.0,63,168,82620002,
96200873,2022-07-09,3dbde17318c24affaaa76e5764dc752e,86400000,2779,659,2120,2779,2779,2779,659,44,10850,9530,10967,10967,2022-07-09T07:00:00.0,2022-07-10T07:00:00.0,2022-07-09T00:00:00.0,2022-07-10T00:00:00.0,2533,7087,13,32,150,10,43,155,54,52,1657436400000,true,true,false,false,false,false,false,0,96200873,2022-07-09,TOTAL,24,18,96,1150,142,146,1438,32885,20700,48300,8760,8520,86280,9360,8340,3000,AWAKE,39,31,96,563,119,144,826,-5119,20340,13440,8640,7140,49560,9060,8280,3000,ASLEEP,9,9,54,587,23,2,612,38004,360,34860,120,1380,36720,300,60,96200873,2022-07-09,99,54,1,HIGHEST,100,MEASURED,2022-07-09T21:56:00.0,LOWEST,17,MEASURED,2022-07-09T10:24:00.0,MOSTRECENT,64,MEASURED,2022-07-10T06:57:00.0,ENDOFDAY,64,MEASURED,2022-07-10T06:57:00.0,44,155,80760002,
96200873,2022-07-10,7bdb5fd1c3094e2f9d28d3812f0a82fd,86400000,3249,1129,2120,3249,3249,3249,1129,,7128,9800,5856,5856,2022-07-10T07:00:00.0,2022-07-11T07:00:00.0,2022-07-10T00:00:00.0,2022-07-11T00:00:00.0,3075,8130,143,45,150,10,75,127,55,62,1657522800000,true,false,false,false,false,false,false,0,96200873,2022-07-10,TOTAL,71,70,96,90,48,1302,1440,-5487,5400,,78120,2880,86400,420,3180,1800,AWAKE,71,70,96,90,48,1302,1440,-5487,5400,,78120,2880,86400,420,3180,1800,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-10,0,26,1,HIGHEST,36,RESET,2022-07-10T23:49:00.0,LOWEST,10,MEASURED,2022-07-11T06:44:00.0,MOSTRECENT,10,MEASURED,2022-07-11T07:00:00.0,ENDOFDAY,10,MEASURED,2022-07-11T07:00:00.0,76,126,74940002,
96200873,2022-07-11,f05b64e54e5644d490a8d7b56ca5b6bd,86400000,3318,1198,2120,3318,3318,3318,1198,49,15127,9540,14426,14426,2022-07-11T07:00:00.0,2022-07-12T07:00:00.0,2022-07-11T00:00:00.0,2022-07-12T00:00:00.0,4577,12507,18,39,150,10,44,165,57,57,1657609200000,true,true,false,false,false,false,false,0,96200873,2022-07-11,TOTAL,25,19,96,867,112,454,1433,23182,15540,36480,27240,6720,85980,4860,7620,3060,AWAKE,61,60,96,236,54,452,742,-11142,13740,420,27120,3240,44520,3300,7440,3000,ASLEEP,12,12,79,631,58,2,691,34324,1800,36060,120,3480,41460,1560,180,96200873,2022-07-11,87,72,1,HIGHEST,91,MEASURED,2022-07-11T22:57:00.0,LOWEST,5,MEASURED,2022-07-11T08:01:00.0,MOSTRECENT,25,MEASURED,2022-07-12T07:00:00.0,ENDOFDAY,25,MEASURED,2022-07-12T07:00:00.0,45,164,79020002,60
96200873,2022-07-12,cb0bbd558dc046c689e2d752368c7cf2,86400000,2964,844,2120,2964,2964,2964,844,,14164,10100,11627,11627,2022-07-12T07:00:00.0,2022-07-13T07:00:00.0,2022-07-12T00:00:00.0,2022-07-13T00:00:00.0,4028,17720,0,0,150,10,58,110,59,61,1657695600000,true,false,false,false,false,false,false,0,96200873,2022-07-12,TOTAL,39,32,78,128,754,558,1440,-1232,5280,2400,33480,45240,86400,2820,2280,180,AWAKE,39,32,78,128,754,558,1440,-1232,5280,2400,33480,45240,86400,2820,2280,180,ASLEEP,-2,-2,,,,,,,,,,,,,,96200873,2022-07-12,4,31,1,HIGHEST,33,MEASURED,2022-07-13T01:17:00.0,LOWEST,11,MEASURED,2022-07-12T11:47:00.0,MOSTRECENT,19,MEASURED,2022-07-13T07:00:00.0,ENDOFDAY,19,MEASURED,2022-07-13T07:00:00.0,60,110,79140002,
96200873,2022-07-13,d0189649a22942ab94f8141bf3990d4f,86400000,3264,1144,2120,3264,3264,3264,1144,48,18576,10920,17445,17445,2022-07-13T07:00:00.0,2022-07-14T07:00:00.0,2022-07-13T00:00:00.0,2022-07-14T00:00:00.0,4456,14738,6,34,150,10,41,160,56,49,1657782000000,true,true,false,false,false,false,false,0,96200873,2022-07-13,TOTAL,20,15,84,883,71,485,1439,35575,12600,40380,29100,4260,86340,4740,5700,2160,AWAKE,50,46,84,249,56,484,789,-7230,12360,2580,29040,3360,47340,4620,5580,2160,ASLEEP,8,8,56,634,15,1,650,42805,240,37800,60,900,39000,120,120,96200873,2022-07-13,94,78,1,HIGHEST,100,MEASURED,2022-07-13T21:30:00.0,LOWEST,8,MEASURED,2022-07-13T10:20:00.0,MOSTRECENT,35,MEASURED,2022-07-14T07:00:00.0,ENDOFDAY,35,MEASURED,2022-07-14T07:00:00.0,42,158,84540002,
