userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/activityDuration
96200873,2022-09-25,3440314414d44fe2abc0b4e55b460ed3,86400000,2418,298,2120,2418,2418,2418,298,,9010,14470,7379,7379,2022-09-25T07:00:00.0,2022-09-26T07:00:00.0,2022-09-25T00:00:00.0,2022-09-26T00:00:00.0,1755,7160,0,0,150,10,42,111,44,46,1664175600000,true,false,false,false,false,false,false,0,96200873,2022-09-25,TOTAL,35,24,93,1059,193,142,1394,6130,35760,27780,8520,11580,83640,18540,9180,8040,AWAKE,52,51,93,555,129,141,825,-19446,32220,1080,8460,7740,49500,17760,8700,5760,ASLEEP,16,13,93,504,64,569,25576,3540,26700,3840,34140,780,480,2280,96200873,2022-09-25,44,76,1,HIGHEST,100,MEASURED,2022-09-25T13:13:00.0,LOWEST,30,MEASURED,2022-09-26T04:12:00.0,MOSTRECENT,30,MEASURED,2022-09-26T07:00:00.0,ENDOFDAY,30,MEASURED,2022-09-26T04:16:00.0,42,108,70260002,1,60
96200873,2022-09-26,8ca89a6136e24b5eabbf2c02edaccf60,86400000,3029,909,2120,3029,3029,3029,909,68,17861,13380,18361,18361,2022-09-26T07:00:00.0,2022-09-27T07:00:00.0,2022-09-26T00:00:00.0,2022-09-27T00:00:00.0,4920,7794,2,49,150,10,40,169,45,46,1664262000000,true,true,false,false,false,false,false,0,96200873,2022-09-26,TOTAL,30,21,97,1058,175,207,1440,18867,27540,35940,12420,10500,86400,10200,10560,6780,AWAKE,49,43,97,587,146,207,940,-13809,26760,8460,12420,8760,56400,9600,10380,6780,ASLEEP,8,8,70,471,29,500,32676,780,27480,1740,30000,600,180,,96200873,2022-09-26,105,76,1,HIGHEST,94,MEASURED,2022-09-26T13:01:00.0,LOWEST,30,MEASURED,2022-09-26T07:01:00.0,MOSTRECENT,59,MEASURED,2022-09-27T07:00:00.0,ENDOFDAY,36,MEASURED,2022-09-27T04:41:00.0,40,163,83220002,,
96200873,2022-09-27,199038ee679a4997ba9572c094173f44,86400000,3111,991,2120,3111,3111,3111,991,74,19050,13830,19251,19251,2022-09-27T07:00:00.0,2022-09-28T07:00:00.0,2022-09-27T00:00:00.0,2022-09-28T00:00:00.0,5782,7648,6,50,150,10,38,157,45,46,1664348400000,true,true,false,false,false,false,false,0,96200873,2022-09-27,TOTAL,24,18,93,1049,182,203,1434,29312,22140,40800,12180,10920,86040,12540,7740,1860,AWAKE,36,27,93,578,149,201,928,-1795,21960,12720,12060,8940,55680,12360,7740,1860,ASLEEP,8,9,39,471,33,506,31107,180,28080,1980,30360,180,,,96200873,2022-09-27,87,71,1,HIGHEST,97,MEASURED,2022-09-27T12:51:00.0,LOWEST,45,MEASURED,2022-09-28T03:52:00.0,MOSTRECENT,75,MEASURED,2022-09-28T07:00:00.0,ENDOFDAY,48,MEASURED,2022-09-28T04:37:00.0,39,155,81540002,2,120
96200873,2022-09-28,c21cd254d1864894bd8146aa7d288c83,86400000,3101,981,2120,3101,3101,3101,981,66,16732,14880,17198,17198,2022-09-28T07:00:00.0,2022-09-29T07:00:00.0,2022-09-28T00:00:00.0,2022-09-29T00:00:00.0,4060,8240,1,47,150,10,38,177,44,42,1664434800000,true,true,false,false,false,false,false,0,96200873,2022-09-28,TOTAL,21,16,93,1036,204,200,1440,40257,17220,44940,12000,12240,86400,8400,5100,3720,AWAKE,37,28,93,512,204,198,914,-1835,17220,13500,11880,12240,54840,8400,5100,3720,ASLEEP,5,5,24,524,,526,42092,,31440,,31560,,,,96200873,2022-09-28,82,70,1,HIGHEST,100,MEASURED,2022-09-28T09:28:00.0,LOWEST,49,MEASURED,2022-09-28T22:43:00.0,MOSTRECENT,87,MEASURED,2022-09-29T07:00:00.0,ENDOFDAY,58,MEASURED,2022-09-29T04:16:00.0,39,176,69060002,2,120
96200873,2022-09-29,4698f1584b5c4459ac4d3f409b41fff9,86400000,3004,884,2120,3004,3004,3004,884,73,18082,15250,17836,17836,2022-09-29T07:00:00.0,2022-09-30T07:00:00.0,2022-09-29T00:00:00.0,2022-09-30T00:00:00.0,5350,8035,6,55,150,10,38,170,44,44,1664521200000,true,true,false,false,false,false,false,0,96200873,2022-09-29,TOTAL,26,19,87,975,271,192,1438,26674,21180,37320,11520,16260,86280,7500,9000,4680,AWAKE,42,34,87,501,227,192,920,-6199,19380,10680,11520,13620,55200,7320,8760,3300,ASLEEP,10,8,84,474,44,518,32873,1800,26640,2640,31080,180,240,1380,96200873,2022-09-29,53,77,1,HIGHEST,100,MEASURED,2022-09-29T08:30:00.0,LOWEST,46,MEASURED,2022-09-30T04:13:00.0,MOSTRECENT,63,MEASURED,2022-09-30T07:00:00.0,ENDOFDAY,46,MEASURED,2022-09-30T04:23:00.0,39,169,66720002,,
96200873,2022-09-30,8eec828f8bb84b6b9c3a32004b4525ae,86400000,2995,875,2120,2995,2995,2995,875,65,16193,15820,16797,16797,2022-09-30T07:00:00.0,2022-10-01T07:00:00.0,2022-09-30T00:00:00.0,2022-10-01T00:00:00.0,4740,6815,2,47,150,10,40,175,45,44,1664607600000,true,true,false,false,false,false,false,0,96200873,2022-09-30,TOTAL,30,21,91,1069,196,172,1437,17983,30960,33180,10320,11760,86220,15600,8940,6420,AWAKE,47,43,91,620,188,172,980,-15653,30840,6360,10320,11280,58800,15540,8880,6420,ASLEEP,6,7,65,449,8,457,33636,120,26820,480,27420,60,60,,96200873,2022-09-30,67,75,1,HIGHEST,100,MEASURED,2022-09-30T11:25:00.0,LOWEST,35,MEASURED,2022-10-01T05:09:00.0,MOSTRECENT,55,MEASURED,2022-10-01T07:00:00.0,ENDOFDAY,35,MEASURED,2022-10-01T05:22:00.0,41,174,83100002,,
96200873,2022-10-01,ce23cae6dcf94bbba2e95db5ff6c442a,86400000,2621,501,2120,2621,2621,2621,501,25,13086,15900,12704,12704,2022-10-01T07:00:00.0,2022-10-02T07:00:00.0,2022-10-01T00:00:00.0,2022-10-02T00:00:00.0,3736,6819,5,28,150,10,37,152,45,44,1664694000000,true,true,false,false,false,false,false,0,96200873,2022-10-01,TOTAL,16,13,90,963,119,354,1436,45900,12120,45660,21240,7140,86160,7860,3180,1080,AWAKE,24,18,90,550,99,354,1003,15201,11940,21060,21240,5940,60180,7740,3120,1080,ASLEEP,6,7,53,413,20,433,30699,180,24600,1200,25980,120,60,,96200873,2022-10-01,91,56,1,HIGHEST,100,MEASURED,2022-10-01T12:17:00.0,LOWEST,55,MEASURED,2022-10-01T07:01:00.0,MOSTRECENT,90,MEASURED,2022-10-02T07:00:00.0,ENDOFDAY,90,MEASURED,2022-10-02T07:00:00.0,38,149,73440002,,
96200873,2022-10-02,6264df81a0ef4bb580aa7d73598581d0,86400000,2353,233,2120,2353,2353,2353,233,,7929,15620,6494,6494,2022-10-02T07:00:00.0,2022-10-03T07:00:00.0,2022-10-02T00:00:00.0,2022-10-03T00:00:00.0,2880,4720,0,0,150,10,37,100,44,41,1664780400000,true,false,false,false,false,false,false,0,96200873,2022-10-02,TOTAL,27,20,90,1167,194,78,1439,27243,30660,39360,4680,11640,86340,16380,11520,2760,AWAKE,45,41,90,618,162,78,858,-13455,30420,6660,4680,9720,51480,16380,11340,2700,ASLEEP,7,7,76,549,32,581,40698,240,32700,1920,34860,,180,60,96200873,2022-10-02,46,67,1,HIGHEST,100,MEASURED,2022-10-02T08:34:00.0,LOWEST,42,MEASURED,2022-10-03T02:55:00.0,MOSTRECENT,69,MEASURED,2022-10-03T07:00:00.0,ENDOFDAY,43,MEASURED,2022-10-03T04:30:00.0,38,100,44700003,,
96200873,2022-10-03,e9a4c48b77f54e40b76f87b371081c06,86400000,2853,733,2120,2853,2853,2853,733,78,16489,14090,16258,16258,2022-10-03T07:00:00.0,2022-10-04T07:00:00.0,2022-10-03T00:00:00.0,2022-10-04T00:00:00.0,5460,6309,6,53,150,10,40,153,44,46,1664866800000,true,true,false,false,false,false,false,0,96200873,2022-10-03,TOTAL,23,18,90,943,263,207,1413,26066,16800,39780,12420,15780,84780,8400,6360,2040,AWAKE,36,28,90,491,216,207,914,-1820,16140,13320,12420,12960,54840,7740,6360,2040,ASLEEP,10,10,45,452,47,499,27886,660,26460,2820,29940,660,,,96200873,2022-10-03,58,64,1,HIGHEST,100,MEASURED,2022-10-03T11:18:00.0,LOWEST,47,MEASURED,2022-10-04T00:38:00.0,MOSTRECENT,68,MEASURED,2022-10-04T07:00:00.0,ENDOFDAY,54,MEASURED,2022-10-04T04:17:00.0,40,152,55080002,,
96200873,2022-10-04,cb34740c34a74d11a47a49d995bfe49d,86400000,2726,606,2120,2726,2726,2726,606,28,13547,14330,11967,11967,2022-10-04T07:00:00.0,2022-10-05T07:00:00.0,2022-10-04T00:00:00.0,2022-10-05T00:00:00.0,3300,7635,4,20,150,10,40,141,44,44,1664953200000,true,true,false,false,false,false,false,0,96200873,2022-10-04,TOTAL,19,15,92,1057,220,161,1438,41844,15060,48360,9660,13200,86280,8340,5460,1260,AWAKE,31,23,92,504,183,159,846,4876,13740,16500,9540,10980,50760,7080,5400,1260,ASLEEP,8,9,54,553,37,592,36968,1320,31860,2220,35520,1260,60,,96200873,2022-10-04,72,63,1,HIGHEST,100,MEASURED,2022-10-04T11:05:00.0,LOWEST,58,MEASURED,2022-10-05T03:54:00.0,MOSTRECENT,77,MEASURED,2022-10-05T07:00:00.0,ENDOFDAY,62,MEASURED,2022-10-05T04:37:00.0,41,139,82680002,2,120
96200873,2022-10-05,5addb927733b4f208a023f37bd060029,86400000,2616,496,2120,2616,2616,2616,496,22,12486,14260,11414,11414,2022-10-05T07:00:00.0,2022-10-06T07:00:00.0,2022-10-05T00:00:00.0,2022-10-06T00:00:00.0,4020,6980,1,17,150,10,39,147,44,43,1665039600000,true,true,false,false,false,false,false,0,96200873,2022-10-05,TOTAL,23,17,92,1056,245,139,1440,36525,19800,43560,8340,14700,86400,9180,8040,2580,AWAKE,38,28,92,554,232,138,924,-2458,19680,13560,8280,13920,55440,9060,8040,2580,ASLEEP,6,6,48,502,13,516,38983,120,30000,780,30960,120,,,96200873,2022-10-05,71,67,1,HIGHEST,100,MEASURED,2022-10-05T09:21:00.0,LOWEST,52,MEASURED,2022-10-05T23:59:00.0,MOSTRECENT,81,MEASURED,2022-10-06T07:00:00.0,ENDOFDAY,61,MEASURED,2022-10-06T04:26:00.0,40,146,66660002,1,60
96200873,2022-10-06,e979fbe920c2489fa3fd92f5a8c20f51,86400000,2576,456,2120,2576,2576,2576,456,32,10304,13910,9426,9426,2022-10-06T07:00:00.0,2022-10-07T07:00:00.0,2022-10-06T00:00:00.0,2022-10-07T00:00:00.0,2160,6150,3,24,150,10,39,145,44,43,1665126000000,true,true,false,false,false,false,false,0,96200873,2022-10-06,TOTAL,21,16,94,1037,267,131,1435,38628,17940,44280,7860,16020,86100,9360,6120,2460,AWAKE,36,27,94,473,243,128,844,-1457,16800,11580,7680,14580,50640,9060,5940,1800,ASLEEP,8,8,87,564,24,591,40085,1140,32700,1440,35460,300,180,660,96200873,2022-10-06,51,66,1,HIGHEST,100,MEASURED,2022-10-06T09:09:00.0,LOWEST,51,MEASURED,2022-10-07T04:27:00.0,MOSTRECENT,66,MEASURED,2022-10-07T07:00:00.0,ENDOFDAY,52,MEASURED,2022-10-07T04:44:00.0,39,145,66900002,3,180
96200873,2022-10-07,75e99685ebb94516934dab77addcdf08,86400000,2517,397,2120,2517,2517,2517,397,23,9894,13190,9264,9264,2022-10-07T07:00:00.0,2022-10-08T07:00:00.0,2022-10-07T00:00:00.0,2022-10-08T00:00:00.0,2612,6563,1,17,150,10,38,168,43,43,1665212400000,true,true,false,false,false,false,false,0,96200873,2022-10-07,TOTAL,21,16,89,1096,191,152,1439,39802,19620,46140,9120,11460,86340,10980,5040,3600,AWAKE,30,23,87,577,181,152,910,5287,16980,17640,9120,10860,54600,10680,4980,1320,ASLEEP,11,9,89,519,10,529,34515,2640,28500,600,31740,300,60,2280,96200873,2022-10-07,97,64,1,HIGHEST,100,MEASURED,2022-10-07T12:01:00.0,LOWEST,58,MEASURED,2022-10-07T07:34:00.0,MOSTRECENT,99,MEASURED,2022-10-08T07:00:00.0,ENDOFDAY,73,MEASURED,2022-10-08T04:13:00.0,38,168,52380002,,
96200873,2022-10-08,d4269d0019b5425f8c1abdae51706f7f,86400000,2662,542,2120,2662,2662,2662,542,23,9549,12530,8924,8924,2022-10-08T07:00:00.0,2022-10-09T07:00:00.0,2022-10-08T00:00:00.0,2022-10-09T00:00:00.0,2940,5465,0,17,150,10,38,147,43,42,1665298800000,true,true,false,false,false,false,false,0,96200873,2022-10-08,TOTAL,31,21,97,1100,187,153,1440,20720,29460,36540,9180,11220,86400,9360,12420,7680,AWAKE,60,58,97,498,138,147,783,-22194,28080,1800,8820,8280,46980,8460,12120,7500,ASLEEP,8,8,80,602,49,657,42914,1380,34740,2940,39420,900,300,180,96200873,2022-10-08,31,78,1,HIGHEST,100,MEASURED,2022-10-08T07:04:00.0,LOWEST,24,MEASURED,2022-10-09T02:15:00.0,MOSTRECENT,52,MEASURED,2022-10-09T07:00:00.0,ENDOFDAY,26,MEASURED,2022-10-09T03:08:00.0,39,144,56760002,6,360
96200873,2022-10-09,7056a83501cb4ec38121cc0fcf4861fe,86400000,4826,2706,2120,4826,4826,4826,2706,311,37864,11940,44659,44659,2022-10-09T07:00:00.0,2022-10-10T07:00:00.0,2022-10-09T00:00:00.0,2022-10-10T00:00:00.0,13320,4680,28,260,150,10,40,178,43,43,1665385200000,true,true,false,false,false,false,false,0,96200873,2022-10-09,TOTAL,30,21,98,614,247,578,1439,11716,17340,19500,34680,14820,86340,7740,6060,3540,AWAKE,53,50,98,315,246,577,1138,-10782,17340,1560,34620,14760,68280,7740,6060,3540,ASLEEP,6,7,24,299,1,301,22498,,17940,60,18060,,,,96200873,2022-10-09,49,85,1,HIGHEST,100,MEASURED,2022-10-09T11:54:00.0,LOWEST,22,MEASURED,2022-10-09T18:57:00.0,MOSTRECENT,24,MEASURED,2022-10-10T07:00:00.0,ENDOFDAY,24,MEASURED,2022-10-10T07:00:00.0,40,176,58800002,1,60
96200873,2022-10-10,8fa372bb74ce4d85aeb763202d72a80b,86400000,2354,234,2120,2354,2354,2354,234,,6002,13940,4916,4916,2022-10-10T07:00:00.0,2022-10-11T07:00:00.0,2022-10-10T00:00:00.0,2022-10-11T00:00:00.0,885,6400,0,0,150,10,42,111,44,50,1665471600000,true,false,false,false,false,false,false,0,96200873,2022-10-10,TOTAL,30,23,92,1052,251,137,1440,9725,28920,34200,8220,15060,86400,17400,8340,3180,AWAKE,44,40,92,530,153,137,820,-11182,25620,6180,8220,9180,49200,14460,7980,3180,ASLEEP,16,15,60,522,98,620,20907,3300,28020,5880,37200,2940,360,,96200873,2022-10-10,61,35,1,HIGHEST,59,MEASURED,2022-10-10T14:28:00.0,LOWEST,24,MEASURED,2022-10-10T07:01:00.0,MOSTRECENT,50,MEASURED,2022-10-11T07:00:00.0,ENDOFDAY,33,MEASURED,2022-10-11T04:11:00.0,43,111,70260002,,
96200873,2022-10-11,a7af904d8f7f46dbbbdd554ac53eff61,86400000,2320,200,2120,2320,2320,2320,200,,6458,13150,5306,5306,2022-10-11T07:00:00.0,2022-10-12T07:00:00.0,2022-10-11T00:00:00.0,2022-10-12T00:00:00.0,2280,5470,0,0,150,10,39,106,44,45,1665558000000,true,false,false,false,false,false,false,0,96200873,2022-10-11,TOTAL,17,14,90,1160,152,128,1440,54049,13320,56280,7680,9120,86400,6600,5340,1380,AWAKE,23,17,90,677,109,128,914,21482,13140,27480,7680,6540,54840,6420,5340,1380,ASLEEP,8,9,37,483,43,526,32567,180,28800,2580,31560,180,,,96200873,2022-10-11,106,60,1,HIGHEST,100,MEASURED,2022-10-11T12:26:00.0,LOWEST,50,MEASURED,2022-10-11T07:01:00.0,MOSTRECENT,96,MEASURED,2022-10-12T07:00:00.0,ENDOFDAY,85,MEASURED,2022-10-12T04:29:00.0,39,102,37980002,,
96200873,2022-10-12,ad6be596e9f04aedbfb3f6d8cbe6c385,86400000,2317,197,2120,2317,2317,2317,197,,11251,11820,9215,9215,2022-10-12T07:00:00.0,2022-10-13T07:00:00.0,2022-10-12T00:00:00.0,2022-10-13T00:00:00.0,2790,8260,0,0,150,10,40,104,44,45,1665644400000,true,false,false,false,false,false,false,0,96200873,2022-10-12,TOTAL,19,15,89,1115,168,157,1440,47308,14220,52680,9420,10080,86400,6420,6000,1800,AWAKE,25,19,89,737,156,156,1049,17535,13980,30240,9360,9360,62940,6180,6000,1800,ASLEEP,5,6,45,378,12,391,29773,240,22440,720,23460,240,,,96200873,2022-10-12,53,58,1,HIGHEST,100,MEASURED,2022-10-12T07:31:00.0,LOWEST,65,MEASURED,2022-10-13T01:42:00.0,MOSTRECENT,91,MEASURED,2022-10-13T07:00:00.0,ENDOFDAY,91,MEASURED,2022-10-13T07:00:00.0,41,101,72900002,1,60
96200873,2022-10-13,3cb442c5dce24e8a8685103fff72f556,86400000,2239,119,2120,2239,2239,2239,119,,5361,11710,4391,4391,2022-10-13T07:00:00.0,2022-10-14T07:00:00.0,2022-10-13T00:00:00.0,2022-10-14T00:00:00.0,1360,4475,0,0,150,10,38,103,45,45,1665730800000,true,false,false,false,false,false,false,0,96200873,2022-10-13,TOTAL,18,15,93,1098,216,125,1439,47171,14880,51000,7500,12960,86340,7380,6120,1380,AWAKE,26,20,93,649,163,124,936,14781,14760,24180,7440,9780,56160,7260,6120,1380,ASLEEP,7,8,33,449,53,503,32390,120,26820,3180,30180,120,,,96200873,2022-10-13,50,50,1,HIGHEST,100,MEASURED,2022-10-13T08:30:00.0,LOWEST,74,MEASURED,2022-10-13T17:30:00.0,MOSTRECENT,91,MEASURED,2022-10-14T06:59:00.0,ENDOFDAY,83,MEASURED,2022-10-14T04:39:00.0,39,102,72240003,1,60
96200873,2022-10-14,5c5517fe68fd45598c3516835ef2931b,86400000,2417,297,2120,2417,2417,2417,297,,11306,10440,9260,9260,2022-10-14T07:00:00.0,2022-10-15T07:00:00.0,2022-10-14T00:00:00.0,2022-10-15T00:00:00.0,3690,7385,0,0,150,10,39,114,45,43,1665817200000,true,false,false,false,false,false,false,0,96200873,2022-10-14,TOTAL,20,16,93,1133,145,159,1437,44431,15840,52140,9540,8700,86220,6300,6780,2760,AWAKE,32,23,93,626,139,150,915,5633,15480,22080,9000,8340,54900,6000,6720,2760,ASLEEP,6,6,60,507,6,522,38798,360,30060,360,31320,300,60,,96200873,2022-10-14,58,56,1,HIGHEST,100,MEASURED,2022-10-14T08:21:00.0,LOWEST,62,MEASURED,2022-10-15T01:37:00.0,MOSTRECENT,93,MEASURED,2022-10-15T07:00:00.0,ENDOFDAY,72,MEASURED,2022-10-15T04:36:00.0,39,113,67920002,9,540
96200873,2022-10-15,eeab7c2d8a2344048d3d62d56f5a87fe,86400000,2639,519,2120,2639,2639,2639,519,,14269,10530,11686,11686,2022-10-15T07:00:00.0,2022-10-16T07:00:00.0,2022-10-15T00:00:00.0,2022-10-16T00:00:00.0,5070,6049,0,0,150,10,40,133,45,44,1665903600000,true,false,false,false,false,false,false,0,96200873,2022-10-15,TOTAL,21,16,96,1092,218,130,1440,42911,18540,46980,7800,13080,86400,9240,5460,3840,AWAKE,36,26,96,556,210,125,891,-1105,17820,15540,7500,12600,53460,9000,5220,3600,ASLEEP,5,5,96,536,8,549,44016,720,31440,480,32940,240,240,240,96200873,2022-10-15,55,70,1,HIGHEST,100,MEASURED,2022-10-15T07:37:00.0,LOWEST,49,MEASURED,2022-10-16T02:35:00.0,MOSTRECENT,78,MEASURED,2022-10-16T07:00:00.0,ENDOFDAY,56,MEASURED,2022-10-16T05:00:00.0,40,130,82920002,5,300
96200873,2022-10-16,95a8261d3a7e4072bca1f576be3109f6,86400000,2436,316,2120,2436,2436,2436,316,,9542,11280,7815,7815,2022-10-16T07:00:00.0,2022-10-17T07:00:00.0,2022-10-16T00:00:00.0,2022-10-17T00:00:00.0,3240,4920,0,0,150,10,37,123,45,44,1665990000000,true,false,false,false,false,false,false,0,96200873,2022-10-16,TOTAL,28,20,97,1093,233,114,1440,25341,27360,38220,6840,13980,86400,13200,8280,5880,AWAKE,45,39,97,601,191,113,905,-11166,26940,9120,6780,11460,54300,12780,8280,5880,ASLEEP,6,7,49,492,42,535,36507,420,29100,2520,32100,420,,,96200873,2022-10-16,50,72,1,HIGHEST,100,MEASURED,2022-10-16T09:08:00.0,LOWEST,44,MEASURED,2022-10-17T04:26:00.0,MOSTRECENT,56,MEASURED,2022-10-17T07:00:00.0,ENDOFDAY,45,MEASURED,2022-10-17T05:08:00.0,38,119,54180002,1,60
96200873,2022-10-17,4a1352c5248d4d189205e03060b459f3,86400000,2460,340,2120,2460,2460,2460,340,,10698,11110,8762,8762,2022-10-17T07:00:00.0,2022-10-18T07:00:00.0,2022-10-17T00:00:00.0,2022-10-18T00:00:00.0,4080,6025,0,0,150,10,41,171,44,45,1666076400000,true,false,false,false,false,false,false,0,96200873,2022-10-17,TOTAL,21,16,93,1059,215,165,1439,40951,18480,45060,9900,12900,86340,8700,7620,2160,AWAKE,36,25,93,557,188,165,910,-362,18480,14940,9900,11280,54600,8700,7620,2160,ASLEEP,4,5,23,502,27,529,41313,,30120,1620,31740,,,,96200873,2022-10-17,90,65,1,HIGHEST,100,MEASURED,2022-10-17T10:53:00.0,LOWEST,55,MEASURED,2022-10-18T04:00:00.0,MOSTRECENT,81,MEASURED,2022-10-18T07:00:00.0,ENDOFDAY,56,MEASURED,2022-10-18T04:12:00.0,41,165,67920002,,
96200873,2022-10-18,3d558140ad8b4877902842acf9e5460d,86400000,3145,1025,2120,3145,3145,3145,1025,46,23581,11030,21421,21421,2022-10-18T07:00:00.0,2022-10-19T07:00:00.0,2022-10-18T00:00:00.0,2022-10-19T00:00:00.0,8327,8727,2,35,150,10,42,168,45,47,1666162800000,true,true,false,false,false,false,false,0,96200873,2022-10-18,TOTAL,26,18,96,903,260,275,1438,27487,19500,34680,16500,15600,86280,6900,7560,5040,AWAKE,49,44,96,426,245,268,939,-11021,19320,6240,16080,14700,56340,6720,7560,5040,ASLEEP,5,5,48,477,15,499,38508,180,28440,900,29940,180,,,96200873,2022-10-18,49,75,1,HIGHEST,100,MEASURED,2022-10-18T09:02:00.0,LOWEST,32,MEASURED,2022-10-19T04:21:00.0,MOSTRECENT,55,MEASURED,2022-10-19T07:00:00.0,ENDOFDAY,32,MEASURED,2022-10-19T04:50:00.0,43,167,80220002,7,420
96200873,2022-10-19,0e1e27d7624f4b689214d8f38d7f17f6,86400000,2739,619,2120,2739,2739,2739,619,,17465,12290,14367,14367,2022-10-19T07:00:00.0,2022-10-20T07:00:00.0,2022-10-19T00:00:00.0,2022-10-20T00:00:00.0,7785,7365,0,0,150,10,43,110,45,46,1666249200000,true,false,false,false,false,false,false,0,96200873,2022-10-19,TOTAL,23,17,92,1001,280,159,1440,33689,17880,42180,9540,16800,86400,8040,6120,3720,AWAKE,37,27,92,525,269,159,953,-1346,17640,13860,9540,16140,57180,7800,6120,3720,ASLEEP,7,7,42,476,11,487,35035,240,28320,660,29220,240,,,96200873,2022-10-19,95,64,1,HIGHEST,100,MEASURED,2022-10-19T12:10:00.0,LOWEST,49,MEASURED,2022-10-20T01:59:00.0,MOSTRECENT,86,MEASURED,2022-10-20T07:00:00.0,ENDOFDAY,62,MEASURED,2022-10-20T04:55:00.0,44,106,68160002,,
