userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,allDayStress/aggregatorList/2/mediumDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/4/statsValue,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/4/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/highDuration,isVigorousDay,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/5/statsValue,bodyBattery/bodyBatteryStatList/5/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/5/statTimestamp
96200873,2023-10-20,9a75858e15bc43fc85b5156615a4f229,86400000,2652,566,2086,2652,2652,2652,566,35,11556,9710,11063,11063,2023-10-20T07:00:00.0,2023-10-21T07:00:00.0,2023-10-20T00:00:00.0,2023-10-21T00:00:00.0,2400,5949,6,26,150,10,44,162,47,49,1697871600000,true,true,false,false,false,false,false,0,96200873,2023-10-20,TOTAL,29,21,92,1137,105,197,1439,20871,32400,35820,11820,6300,86340,14940,14100,3360,AWAKE,49,44,92,604,82,192,878,-15888,31440,4800,11520,4920,52680,13980,14100,3360,ASLEEP,8,8,48,533,23,5,561,36759,960,31020,300,1380,33660,960,,96200873,2023-10-20,83,75,1,HIGHEST,100,MEASURED,2023-10-20T11:15:00.0,LOWEST,36,MEASURED,2023-10-21T02:50:00.0,MOSTRECENT,76,MEASURED,2023-10-21T07:00:00.0,ENDOFDAY,40,MEASURED,2023-10-21T03:10:00.0,STARTOFDAY,68,MEASURED,2023-10-20T07:01:00.0,44,157,69060002,,,,,,
96200873,2023-10-21,ab98a349ec964230a9e30c6fde72ae0f,86400000,2741,655,2086,2741,2741,2741,655,35,10909,9900,10588,10588,2023-10-21T07:00:00.0,2023-10-22T07:00:00.0,2023-10-21T00:00:00.0,2023-10-22T00:00:00.0,2460,5920,3,26,150,10,34,172,47,47,1697958000000,true,true,false,false,false,false,false,0,96200873,2023-10-21,TOTAL,25,18,95,1028,197,214,1439,29443,22080,39600,12840,11820,86340,8760,8940,4380,AWAKE,46,40,95,505,181,211,897,-10360,21900,8400,12660,10860,53820,8700,8820,4380,ASLEEP,6,6,70,523,16,3,542,39803,180,31200,180,960,32520,60,120,96200873,2023-10-21,78,72,1,HIGHEST,100,MEASURED,2023-10-21T09:35:00.0,LOWEST,38,MEASURED,2023-10-21T20:16:00.0,MOSTRECENT,82,MEASURED,2023-10-22T07:00:00.0,ENDOFDAY,42,MEASURED,2023-10-22T03:26:00.0,STARTOFDAY,76,MEASURED,2023-10-21T07:01:00.0,35,169,83700002,,,,,,
96200873,2023-10-22,6c69645827664c2b819b3ea91d7ee4ba,86400000,2590,504,2086,2590,2590,2590,504,36,9602,10110,9435,9435,2023-10-22T07:00:00.0,2023-10-23T07:00:00.0,2023-10-22T00:00:00.0,2023-10-23T00:00:00.0,2120,5565,3,26,150,10,43,158,47,47,1698044400000,true,true,false,false,false,false,false,0,96200873,2023-10-22,TOTAL,28,20,90,1121,184,133,1438,25251,29460,37800,7980,11040,86280,14640,9780,5040,AWAKE,46,42,90,593,176,132,901,-13909,28980,6600,7920,10560,54060,14340,9600,5040,ASLEEP,7,7,65,528,8,1,537,39160,480,31200,60,480,32220,300,180,96200873,2023-10-22,59,70,1,HIGHEST,100,MEASURED,2023-10-22T09:08:00.0,LOWEST,35,MEASURED,2023-10-23T02:55:00.0,MOSTRECENT,71,MEASURED,2023-10-23T07:00:00.0,ENDOFDAY,37,MEASURED,2023-10-23T03:35:00.0,STARTOFDAY,82,MEASURED,2023-10-22T07:01:00.0,43,157,83580002,,,,,,
96200873,2023-10-23,d42c34ff7258468f865ab4ab7f75c6c3,86400000,2545,459,2086,2545,2545,2545,459,36,8714,10060,8624,8624,2023-10-23T07:00:00.0,2023-10-24T07:00:00.0,2023-10-23T00:00:00.0,2023-10-24T00:00:00.0,2025,3875,4,26,150,10,35,169,47,47,1698130800000,true,true,false,false,false,false,false,0,96200873,2023-10-23,TOTAL,31,21,93,1142,138,158,1438,17929,32640,35880,9480,8280,86280,14460,13320,4860,AWAKE,50,46,93,610,114,156,880,-17972,31800,4800,9360,6840,52800,13800,13140,4860,ASLEEP,8,9,70,532,24,2,558,35901,840,31080,120,1440,33480,660,180,96200873,2023-10-23,82,76,1,HIGHEST,100,MEASURED,2023-10-23T11:35:00.0,LOWEST,35,MEASURED,2023-10-23T22:34:00.0,MOSTRECENT,77,MEASURED,2023-10-24T07:00:00.0,ENDOFDAY,38,MEASURED,2023-10-24T03:12:00.0,STARTOFDAY,71,MEASURED,2023-10-23T07:01:00.0,36,167,69060002,,,,,,
96200873,2023-10-24,e59a9d458e0843baa8c67115bb8c7747,86400000,2629,543,2086,2629,2629,2629,543,44,9786,9790,10171,10171,2023-10-24T07:00:00.0,2023-10-25T07:00:00.0,2023-10-24T00:00:00.0,2023-10-25T00:00:00.0,2400,3690,2,34,150,10,44,159,48,48,1698217200000,true,true,false,false,false,false,false,0,96200873,2023-10-24,TOTAL,36,25,92,1107,194,134,1435,2587,38640,27780,8040,11640,86100,16560,17760,4320,AWAKE,47,41,92,806,170,131,1107,-17643,38220,10140,7860,10200,66420,16200,17700,4320,ASLEEP,8,9,65,301,24,3,328,20230,420,17640,180,1440,19680,360,60,96200873,2023-10-24,48,76,1,HIGHEST,100,MEASURED,2023-10-24T10:54:00.0,LOWEST,27,MEASURED,2023-10-25T02:48:00.0,MOSTRECENT,49,MEASURED,2023-10-25T07:00:00.0,ENDOFDAY,49,MEASURED,2023-10-25T07:00:00.0,STARTOFDAY,77,MEASURED,2023-10-24T07:01:00.0,44,159,83580002,,,,,,
96200873,2023-10-25,3a8a77fac7e2460ca4b62869e8c5643e,86400000,2623,537,2086,2623,2623,2623,537,33,9246,9790,9280,9280,2023-10-25T07:00:00.0,2023-10-26T07:00:00.0,2023-10-25T00:00:00.0,2023-10-26T00:00:00.0,2170,4335,1,25,150,10,45,174,48,53,1698303600000,true,true,false,false,false,false,false,0,96200873,2023-10-25,TOTAL,37,25,93,1064,201,170,1435,866,37500,26340,10200,12060,86100,14280,17700,5520,AWAKE,52,48,93,686,131,168,985,-21122,36000,5160,10080,7860,59100,13020,17460,5520,ASLEEP,11,11,70,378,70,2,450,21988,1500,21180,120,4200,27000,1260,240,96200873,2023-10-25,67,62,1,HIGHEST,84,MEASURED,2023-10-25T12:19:00.0,LOWEST,22,MEASURED,2023-10-26T02:51:00.0,MOSTRECENT,54,MEASURED,2023-10-26T07:00:00.0,ENDOFDAY,35,MEASURED,2023-10-26T04:59:00.0,STARTOFDAY,49,MEASURED,2023-10-25T07:01:00.0,45,173,69060002,,,,,,
96200873,2023-10-26,682fc30be454442a81eab67cbb2376b8,86400000,2788,702,2086,2788,2788,2788,702,43,12245,9690,12326,12326,2023-10-26T07:00:00.0,2023-10-27T07:00:00.0,2023-10-26T00:00:00.0,2023-10-27T00:00:00.0,2832,5938,2,32,150,10,41,176,48,47,1698390000000,true,true,false,false,false,false,false,0,96200873,2023-10-26,TOTAL,27,20,96,1040,232,166,1438,20818,25860,36540,9960,13920,86280,12960,11040,1860,AWAKE,45,41,96,524,210,164,898,-11281,25080,6360,9840,12600,53880,12240,10980,1860,ASLEEP,10,10,66,516,22,2,540,32099,780,30180,120,1320,32400,720,60,96200873,2023-10-26,83,68,1,HIGHEST,95,MEASURED,2023-10-26T12:03:00.0,LOWEST,37,MEASURED,2023-10-27T03:09:00.0,MOSTRECENT,69,MEASURED,2023-10-27T07:00:00.0,ENDOFDAY,38,MEASURED,2023-10-27T03:26:00.0,STARTOFDAY,54,MEASURED,2023-10-26T07:01:00.0,42,171,83940002,,,,,,
96200873,2023-10-27,eb3fe4aed8a6447f9be07aa468816a2b,86400000,2580,494,2086,2580,2580,2580,494,34,9804,9950,9544,9544,2023-10-27T07:00:00.0,2023-10-28T07:00:00.0,2023-10-27T00:00:00.0,2023-10-28T00:00:00.0,2115,5459,1,26,150,10,39,168,48,47,1698476400000,true,true,false,false,false,false,false,0,96200873,2023-10-27,TOTAL,29,21,91,1165,89,179,1433,21792,34200,35700,10740,5340,85980,17400,13320,3480,AWAKE,38,27,91,847,83,173,1103,-2219,33840,16980,10380,4980,66180,17100,13320,3420,ASLEEP,6,6,78,318,6,6,330,24011,360,18720,360,360,19800,300,,96200873,2023-10-27,76,71,1,HIGHEST,100,MEASURED,2023-10-27T10:41:00.0,LOWEST,33,MEASURED,2023-10-28T02:08:00.0,MOSTRECENT,74,MEASURED,2023-10-28T07:00:00.0,ENDOFDAY,74,MEASURED,2023-10-28T07:00:00.0,STARTOFDAY,69,MEASURED,2023-10-27T07:01:00.0,39,167,61020002,60,,,,,
96200873,2023-10-28,9f3c5c8acfc34ac2bd9af3e889acf4c5,86400000,2487,401,2086,2487,2487,2487,401,43,7258,9940,7484,7484,2023-10-28T07:00:00.0,2023-10-29T07:00:00.0,2023-10-28T00:00:00.0,2023-10-29T00:00:00.0,650,3525,1,21,150,10,39,107,48,48,1698562800000,true,true,false,false,false,false,false,0,96200873,2023-10-28,TOTAL,29,20,90,1058,193,142,1393,23359,27720,35760,8520,11580,83580,11520,11460,4740,AWAKE,39,27,90,742,188,142,1072,-2413,27720,16800,8520,11280,64320,11520,11460,4740,ASLEEP,4,5,23,316,5,,321,25772,,18960,,300,19260,,,96200873,2023-10-28,67,71,1,HIGHEST,100,MEASURED,2023-10-28T09:51:00.0,LOWEST,34,MEASURED,2023-10-29T03:14:00.0,MOSTRECENT,70,MEASURED,2023-10-29T07:00:00.0,ENDOFDAY,70,MEASURED,2023-10-29T07:00:00.0,STARTOFDAY,74,MEASURED,2023-10-28T07:01:00.0,42,105,34620002,,,,,,
96200873,2023-10-29,a15c48e099ae40468e76a752bfac181b,86400000,2430,344,2086,2430,2430,2430,344,21,6534,9410,6129,6129,2023-10-29T07:00:00.0,2023-10-30T07:00:00.0,2023-10-29T00:00:00.0,2023-10-30T00:00:00.0,785,3945,2,9,150,10,48,111,49,50,1698649200000,true,true,false,false,false,false,false,0,96200873,2023-10-29,TOTAL,49,44,88,705,139,161,1005,-18458,33720,8580,9660,8340,60300,12900,13800,7020,AWAKE,57,55,88,574,59,161,794,-23733,33000,1440,9660,3540,47640,12240,13740,7020,ASLEEP,16,15,57,131,80,,211,5275,720,7140,,4800,12660,660,60,96200873,2023-10-29,14,57,1,HIGHEST,79,RESET,2023-10-29T15:00:00.0,LOWEST,23,MEASURED,2023-10-30T03:10:00.0,MOSTRECENT,36,MEASURED,2023-10-30T07:00:00.0,ENDOFDAY,23,MEASURED,2023-10-30T03:30:00.0,STARTOFDAY,79,RESET,2023-10-29T15:00:00.0,49,106,70260002,,,,,,
96200873,2023-10-30,c3796e58821543db864960d10e059b7a,86400000,2777,691,2086,2777,2777,2777,691,44,10236,8840,10706,10706,2023-10-30T07:00:00.0,2023-10-31T07:00:00.0,2023-10-30T00:00:00.0,2023-10-31T00:00:00.0,2280,5043,3,34,150,10,46,164,49,51,1698735600000,true,true,false,false,false,false,false,0,96200873,2023-10-30,TOTAL,34,24,93,1128,120,191,1439,6991,33240,34440,11460,7200,86340,13440,14220,5580,AWAKE,45,39,93,761,97,189,1047,-14368,32400,13260,11340,5820,62820,12960,13920,5520,ASLEEP,11,11,79,367,23,2,392,21359,840,21180,120,1380,23520,480,300,96200873,2023-10-30,80,63,1,HIGHEST,76,MEASURED,2023-10-30T12:25:00.0,LOWEST,23,MEASURED,2023-10-31T00:48:00.0,MOSTRECENT,53,MEASURED,2023-10-31T07:00:00.0,ENDOFDAY,38,MEASURED,2023-10-31T06:00:00.0,STARTOFDAY,36,MEASURED,2023-10-30T07:01:00.0,47,161,69600002,60,,,,,
96200873,2023-10-31,b2d18918ee7842798e6362b9353ddc58,86400000,2513,427,2086,2513,2513,2513,427,45,9424,8980,8474,8474,2023-10-31T07:00:00.0,2023-11-01T07:00:00.0,2023-10-31T00:00:00.0,2023-11-01T00:00:00.0,595,6000,1,11,150,10,42,110,50,51,1698822000000,true,true,false,false,false,false,false,0,96200873,2023-10-31,TOTAL,42,34,93,895,117,189,1201,-10504,38100,15600,11340,7020,72060,17040,15360,5700,AWAKE,53,52,93,651,53,189,893,-23589,37560,1500,11340,3180,53580,16500,15360,5700,ASLEEP,12,12,48,244,64,,308,13085,540,14100,,3840,18480,540,,96200873,2023-10-31,36,61,1,HIGHEST,83,MEASURED,2023-10-31T10:15:00.0,LOWEST,23,MEASURED,2023-11-01T04:19:00.0,MOSTRECENT,28,MEASURED,2023-11-01T07:00:00.0,ENDOFDAY,24,MEASURED,2023-11-01T04:46:00.0,STARTOFDAY,53,MEASURED,2023-10-31T07:01:00.0,43,109,83880002,,,,,,
96200873,2023-11-01,7d33566e452841319fb0d27fa4597257,86400000,2402,316,2086,2402,2402,2402,316,44,7066,9070,6604,6604,2023-11-01T07:00:00.0,2023-11-02T07:00:00.0,2023-11-01T00:00:00.0,2023-11-02T00:00:00.0,420,4755,1,11,150,10,31,113,49,46,1698908400000,true,true,false,false,false,false,false,0,96200873,2023-11-01,TOTAL,31,22,90,1095,156,137,1388,13394,29520,36180,8220,9360,83280,12480,13020,4020,AWAKE,47,43,90,604,109,137,850,-14512,28440,7800,8220,6540,51000,11400,13020,4020,ASLEEP,11,11,42,491,47,,538,27906,1080,28380,,2820,32280,1080,,96200873,2023-11-01,96,51,1,HIGHEST,77,RESET,2023-11-01T15:17:00.0,LOWEST,28,MEASURED,2023-11-01T07:01:00.0,MOSTRECENT,73,MEASURED,2023-11-02T07:00:00.0,ENDOFDAY,43,MEASURED,2023-11-02T03:29:00.0,STARTOFDAY,28,MEASURED,2023-11-01T07:01:00.0,31,113,69840002,,,,,,
96200873,2023-11-02,8812b016dbfe426ea66ef0e110c28988,86400000,2650,564,2086,2650,2650,2650,564,44,11314,8870,11369,11369,2023-11-02T07:00:00.0,2023-11-03T07:00:00.0,2023-11-02T00:00:00.0,2023-11-03T00:00:00.0,2955,5880,3,33,150,10,41,155,48,45,1698994800000,true,true,false,false,false,false,false,0,96200873,2023-11-02,TOTAL,32,22,91,1055,152,230,1437,13268,29760,33540,13800,9120,86220,10260,14160,5340,AWAKE,53,49,91,570,99,229,898,-19011,29160,5040,13740,5940,53880,9720,14100,5340,ASLEEP,8,9,53,485,53,1,539,32279,600,28500,60,3180,32340,540,60,96200873,2023-11-02,60,77,1,HIGHEST,100,MEASURED,2023-11-02T11:03:00.0,LOWEST,28,MEASURED,2023-11-03T02:51:00.0,MOSTRECENT,56,MEASURED,2023-11-03T07:00:00.0,ENDOFDAY,29,MEASURED,2023-11-03T03:29:00.0,STARTOFDAY,73,MEASURED,2023-11-02T07:01:00.0,42,154,69540002,,,,,,
96200873,2023-11-03,565790b3631c49d7a0c6132015b363ac,86400000,2523,437,2086,2523,2523,2523,437,34,8931,9120,8909,8909,2023-11-03T07:00:00.0,2023-11-04T07:00:00.0,2023-11-03T00:00:00.0,2023-11-04T00:00:00.0,2005,4365,3,25,150,10,43,150,48,47,1699081200000,true,true,false,false,false,false,false,0,96200873,2023-11-03,TOTAL,29,20,91,1111,146,181,1438,22584,30600,36060,10860,8760,86280,14280,12720,3600,AWAKE,49,46,91,588,134,180,902,-16541,30480,4800,10800,8040,54120,14160,12720,3600,ASLEEP,6,7,34,523,12,1,536,39125,120,31260,60,720,32160,120,,96200873,2023-11-03,91,73,1,HIGHEST,100,MEASURED,2023-11-03T11:20:00.0,LOWEST,36,MEASURED,2023-11-04T03:11:00.0,MOSTRECENT,74,MEASURED,2023-11-04T07:00:00.0,ENDOFDAY,39,MEASURED,2023-11-04T03:30:00.0,STARTOFDAY,56,MEASURED,2023-11-03T07:01:00.0,44,147,69000002,,,,,,
96200873,2023-11-04,4f9a5884ebbc4347922c73f84d33cc76,86400000,2753,667,2086,2753,2753,2753,667,46,9832,9110,10201,10201,2023-11-04T07:00:00.0,2023-11-05T07:00:00.0,2023-11-04T00:00:00.0,2023-11-05T00:00:00.0,2540,4159,2,36,150,10,42,178,48,47,1699167600000,true,true,false,false,false,false,false,0,96200873,2023-11-04,TOTAL,40,26,96,1068,231,140,1439,-2466,39060,25020,8400,13860,86340,12000,19080,7980,AWAKE,58,57,96,679,188,137,1004,-29274,38880,1860,8220,11280,60240,11820,19080,7980,ASLEEP,8,8,33,389,43,3,435,26808,180,23160,180,2580,26100,180,,96200873,2023-11-04,39,85,1,HIGHEST,100,MEASURED,2023-11-04T10:35:00.0,LOWEST,19,MEASURED,2023-11-05T02:46:00.0,MOSTRECENT,28,MEASURED,2023-11-05T07:00:00.0,ENDOFDAY,19,MEASURED,2023-11-05T05:11:00.0,STARTOFDAY,74,MEASURED,2023-11-04T07:01:00.0,43,177,84060002,,,,,,
96200873,2023-11-05,38588957e2ce406eb9af1580eb2727e7,86400000,2509,423,2086,2509,2509,2509,423,33,7410,9190,7767,7767,2023-11-05T08:00:00.0,2023-11-06T08:00:00.0,2023-11-05T00:00:00.0,2023-11-06T00:00:00.0,2310,2565,2,26,150,10,44,174,48,51,1699257600000,true,true,false,false,false,false,false,0,96200873,2023-11-05,TOTAL,31,22,97,1087,252,101,1440,13248,31140,34080,6060,15120,86400,15300,10740,5100,AWAKE,50,47,97,574,220,98,892,-17478,30420,4020,5880,13200,53520,14820,10560,5040,ASLEEP,10,10,81,513,32,3,548,30726,720,30060,180,1920,32880,480,180,96200873,2023-11-05,84,60,1,HIGHEST,85,MEASURED,2023-11-05T13:24:00.0,LOWEST,31,MEASURED,2023-11-06T02:43:00.0,MOSTRECENT,66,MEASURED,2023-11-06T08:00:00.0,ENDOFDAY,34,MEASURED,2023-11-06T04:24:00.0,STARTOFDAY,42,MEASURED,2023-11-05T08:01:00.0,45,174,40200002,60,,,,,
96200873,2023-11-06,5657c0aaf6354cc3af2c89319eacaa7d,86400000,2886,800,2086,2886,2886,2886,800,45,12214,9020,12200,12200,2023-11-06T08:00:00.0,2023-11-07T08:00:00.0,2023-11-06T00:00:00.0,2023-11-07T00:00:00.0,2280,6015,1,35,150,10,40,171,48,46,1699344000000,true,true,false,false,false,false,false,0,96200873,2023-11-06,TOTAL,36,24,93,1172,60,206,1438,6961,38880,31440,12360,3600,86280,14040,17160,7680,AWAKE,58,58,93,649,45,205,899,-28329,38400,540,12300,2700,53940,13620,17100,7680,ASLEEP,8,9,51,523,15,1,539,35290,480,30900,60,900,32340,420,60,96200873,2023-11-06,69,80,1,HIGHEST,100,MEASURED,2023-11-06T11:49:00.0,LOWEST,20,MEASURED,2023-11-07T04:04:00.0,MOSTRECENT,55,MEASURED,2023-11-07T08:00:00.0,ENDOFDAY,21,MEASURED,2023-11-07T04:27:00.0,STARTOFDAY,66,MEASURED,2023-11-06T08:01:00.0,41,171,69300002,,,,,,
96200873,2023-11-07,7b325d1a06da48d6b1b847636b506db2,86400000,2733,647,2086,2733,2733,2733,647,45,10186,9340,10623,10623,2023-11-07T08:00:00.0,2023-11-08T08:00:00.0,2023-11-07T00:00:00.0,2023-11-08T00:00:00.0,2460,4560,4,34,150,10,44,166,47,49,1699430400000,true,true,false,false,false,false,false,0,96200873,2023-11-07,TOTAL,36,24,94,1131,76,232,1439,5030,40560,27300,13920,4560,86340,19320,13740,7500,AWAKE,54,53,94,649,20,230,899,-24657,37860,1080,13800,1200,53940,16980,13440,7440,ASLEEP,10,10,76,482,56,2,540,29687,2700,26220,120,3360,32400,2340,300,96200873,2023-11-07,70,82,1,HIGHEST,99,MEASURED,2023-11-07T13:19:00.0,LOWEST,21,MEASURED,2023-11-08T03:43:00.0,MOSTRECENT,43,MEASURED,2023-11-08T08:00:00.0,ENDOFDAY,21,MEASURED,2023-11-08T04:32:00.0,STARTOFDAY,55,MEASURED,2023-11-07T08:01:00.0,45,166,69660002,60,,,,,
96200873,2023-11-08,7d7453226f16419a82ea7c8a29221a91,86400000,2631,545,2086,2631,2631,2631,545,45,10236,9510,10662,10662,2023-11-08T08:00:00.0,2023-11-09T08:00:00.0,2023-11-08T00:00:00.0,2023-11-09T00:00:00.0,2470,4230,3,34,150,10,40,157,48,51,1699516800000,true,true,false,false,false,false,false,0,96200873,2023-11-08,TOTAL,30,22,91,1103,215,120,1438,13930,33480,32700,7200,12900,86280,19920,8940,4620,AWAKE,42,37,91,686,180,117,983,-11333,32820,8340,7020,10800,58980,19620,8580,4620,ASLEEP,10,10,75,417,35,3,455,25263,660,24360,180,2100,27300,300,360,96200873,2023-11-08,80,57,1,HIGHEST,83,MEASURED,2023-11-08T13:25:00.0,LOWEST,28,MEASURED,2023-11-09T03:15:00.0,MOSTRECENT,66,MEASURED,2023-11-09T08:00:00.0,ENDOFDAY,44,MEASURED,2023-11-09T05:57:00.0,STARTOFDAY,43,MEASURED,2023-11-08T08:01:00.0,42,153,69600002,,,,,,
96200873,2023-11-09,fafd595f0084406c8158a03216134df7,86400000,2524,438,2086,2524,2524,2524,438,44,8089,9660,8371,8371,2023-11-09T08:00:00.0,2023-11-10T08:00:00.0,2023-11-09T00:00:00.0,2023-11-10T00:00:00.0,280,4065,1,23,150,10,41,104,48,47,1699603200000,true,true,false,false,false,false,false,0,96200873,2023-11-09,TOTAL,27,20,90,1021,221,150,1392,23148,25080,36180,9000,13260,83520,12360,9420,3300,AWAKE,44,38,90,546,155,147,848,-9926,24300,8460,8820,9300,50880,11760,9240,3300,ASLEEP,8,8,74,475,66,3,544,33074,780,27720,180,3960,32640,600,180,96200873,2023-11-09,83,67,1,HIGHEST,100,MEASURED,2023-11-09T13:16:00.0,LOWEST,43,MEASURED,2023-11-10T03:41:00.0,MOSTRECENT,82,MEASURED,2023-11-10T08:00:00.0,ENDOFDAY,47,MEASURED,2023-11-10T04:26:00.0,STARTOFDAY,66,MEASURED,2023-11-09T08:01:00.0,43,102,55320002,,,,,,
96200873,2023-11-10,5eecddccfb454a6e91f97f28b6e3c56b,86400000,2680,594,2086,2680,2680,2680,594,34,10055,9510,9904,9904,2023-11-10T08:00:00.0,2023-11-11T08:00:00.0,2023-11-10T00:00:00.0,2023-11-11T00:00:00.0,2200,5090,2,26,150,10,35,173,48,46,1699689600000,true,true,false,false,false,false,false,0,96200873,2023-11-10,TOTAL,31,23,91,1128,131,179,1438,12837,34500,33180,10740,7860,86280,19440,10680,4380,AWAKE,43,37,91,712,100,177,989,-12315,33420,9300,10620,6000,59340,18960,10620,3840,ASLEEP,11,10,81,416,31,2,449,25152,1080,23880,120,1860,26940,480,60,96200873,2023-11-10,56,75,1,HIGHEST,100,MEASURED,2023-11-10T11:22:00.0,LOWEST,34,MEASURED,2023-11-11T04:00:00.0,MOSTRECENT,63,MEASURED,2023-11-11T07:59:00.0,ENDOFDAY,47,MEASURED,2023-11-11T05:57:00.0,STARTOFDAY,82,MEASURED,2023-11-10T08:01:00.0,36,171,72540004,540,,,,,
