userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/4/statsValue,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/4/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,totalPushes,pushDistance,dailyTotalFromEpochData
96200873,2023-04-26,eb7e93d7189d47579fbe1f798a94b7b8,86400000,2796,682,2114,2796,2796,2796,682,45,13725,12490,13571,13571,2023-04-26T07:00:00.0,2023-04-27T07:00:00.0,2023-04-26T00:00:00.0,2023-04-27T00:00:00.0,2715,7350,2,33,150,10,42,155,44,45,1682578800000,true,true,false,false,false,false,false,0,96200873,2023-04-26,TOTAL,30,21,91,1084,130,225,1439,17634,31920,33120,13500,7800,86340,16560,12060,3300,AWAKE,40,32,91,764,124,225,1113,-7419,31800,14040,13500,7440,66780,16440,12060,3300,ASLEEP,5,6,33,320,6,326,25053,120,19080,360,19560,120,96200873,2023-04-26,45,77,1,HIGHEST,100,MEASURED,2023-04-26T09:08:00.0,LOWEST,35,MEASURED,2023-04-27T04:27:00.0,MOSTRECENT,50,MEASURED,2023-04-27T07:00:00.0,ENDOFDAY,50,MEASURED,2023-04-27T07:00:00.0,STARTOFDAY,82,MEASURED,2023-04-26T07:01:00.0,42,153,76440002,,,,,,,
96200873,2023-04-27,7d98a895605344d08de9c77d5eb769b2,86400000,2885,771,2114,2885,2885,2885,771,44,15865,12620,15222,15222,2023-04-27T07:00:00.0,2023-04-28T07:00:00.0,2023-04-27T00:00:00.0,2023-04-28T00:00:00.0,2828,8692,1,33,150,10,42,155,44,44,1682665200000,true,true,false,false,false,false,false,0,96200873,2023-04-27,TOTAL,40,28,98,1077,165,196,1438,-5727,37200,27420,11760,9900,86280,10620,19080,7500,AWAKE,52,48,98,774,144,194,1112,-23892,36660,9780,11640,8640,66720,10380,18780,7500,ASLEEP,10,10,72,303,21,326,18165,540,17640,1260,19560,240,96200873,2023-04-27,57,75,1,HIGHEST,87,MEASURED,2023-04-27T12:20:00.0,LOWEST,21,MEASURED,2023-04-28T03:16:00.0,MOSTRECENT,32,MEASURED,2023-04-28T07:00:00.0,ENDOFDAY,32,MEASURED,2023-04-28T07:00:00.0,STARTOFDAY,50,MEASURED,2023-04-27T07:01:00.0,42,153,76800002,2,120,300,,,,
96200873,2023-04-28,47981e74858f4076bd452103cd33d888,86400000,2787,673,2114,2787,2787,2787,673,44,11852,13270,12090,12090,2023-04-28T07:00:00.0,2023-04-29T07:00:00.0,2023-04-28T00:00:00.0,2023-04-29T00:00:00.0,2340,5610,2,33,150,10,39,176,44,45,1682751600000,true,true,false,false,false,false,false,0,96200873,2023-04-28,TOTAL,43,32,91,1097,125,216,1438,-11440,44880,20940,12960,7500,86280,13140,23040,8700,AWAKE,60,59,91,709,32,215,956,-32688,41220,1320,12900,1920,57360,9960,22680,8580,ASLEEP,13,12,84,388,93,482,21248,3660,19620,5580,28920,3180,96200873,2023-04-28,62,76,1,HIGHEST,87,MEASURED,2023-04-28T12:22:00.0,LOWEST,18,MEASURED,2023-04-29T04:12:00.0,MOSTRECENT,18,MEASURED,2023-04-29T07:00:00.0,ENDOFDAY,18,MEASURED,2023-04-29T04:24:00.0,STARTOFDAY,32,MEASURED,2023-04-28T07:01:00.0,41,173,56400002,1,60,360,120,,,
96200873,2023-04-29,342660d74f7d4f33a9e4a131da1e2301,86400000,2849,735,2114,2849,2849,2849,735,24,12867,13130,11613,11613,2023-04-29T07:00:00.0,2023-04-30T07:00:00.0,2023-04-29T00:00:00.0,2023-04-30T00:00:00.0,2975,8625,1,20,150,10,43,166,46,54,1682838000000,true,true,false,false,false,false,false,0,96200873,2023-04-29,TOTAL,39,29,93,1075,148,216,1439,-6056,36900,27600,12960,8880,86340,14460,14820,7620,AWAKE,55,53,93,633,79,216,928,-24249,35340,2640,12960,4740,55680,12900,14820,7620,ASLEEP,15,15,46,442,69,511,18193,1560,24960,4140,30660,1560,96200873,2023-04-29,54,40,1,HIGHEST,47,MEASURED,2023-04-29T13:00:00.0,LOWEST,11,MEASURED,2023-04-30T01:03:00.0,MOSTRECENT,32,MEASURED,2023-04-30T07:00:00.0,ENDOFDAY,13,MEASURED,2023-04-30T04:30:00.0,STARTOFDAY,18,MEASURED,2023-04-29T07:01:00.0,44,162,62160002,,,,,,,
96200873,2023-04-30,53946ce9db5e440bb0690b9af14b46e8,86400000,2300,186,2114,2300,2300,2300,186,,6483,13080,5310,5310,2023-04-30T07:00:00.0,2023-05-01T07:00:00.0,2023-04-30T00:00:00.0,2023-05-01T00:00:00.0,2820,4135,0,0,150,10,37,107,45,40,1682924400000,true,false,false,false,false,false,false,0,96200873,2023-04-30,TOTAL,36,24,93,1196,161,83,1440,4225,42840,28920,4980,9660,86400,18900,19320,4620,AWAKE,47,41,93,853,144,83,1080,-18958,42780,8400,4980,8640,64800,18840,19320,4620,ASLEEP,8,8,30,343,17,360,23183,60,20520,1020,21600,60,96200873,2023-04-30,80,67,1,HIGHEST,87,MEASURED,2023-04-30T12:32:00.0,LOWEST,29,MEASURED,2023-05-01T03:55:00.0,MOSTRECENT,45,MEASURED,2023-05-01T07:00:00.0,ENDOFDAY,45,MEASURED,2023-05-01T07:00:00.0,STARTOFDAY,32,MEASURED,2023-04-30T07:01:00.0,37,107,76620002,,,,,,,
96200873,2023-05-01,2d33f0efc4eb46a8aa352d6f2a2fc2b3,86400000,2787,673,2114,2787,2787,2787,673,42,12530,11760,12697,12697,2023-05-01T07:00:00.0,2023-05-02T07:00:00.0,2023-05-01T00:00:00.0,2023-05-02T00:00:00.0,3640,5794,0,32,150,10,43,171,46,47,1683010800000,true,true,false,false,false,false,false,0,96200873,2023-05-01,TOTAL,34,23,91,1108,152,178,1438,12056,34500,31980,10680,9120,86280,13440,13500,7560,AWAKE,54,52,91,630,127,176,933,-22797,33660,4140,10560,7620,55980,12780,13320,7560,ASLEEP,7,7,74,478,25,505,34853,840,27840,1500,30300,660,96200873,2023-05-01,90,81,1,HIGHEST,100,MEASURED,2023-05-01T12:02:00.0,LOWEST,29,MEASURED,2023-05-02T03:50:00.0,MOSTRECENT,54,MEASURED,2023-05-02T07:00:00.0,ENDOFDAY,29,MEASURED,2023-05-02T04:01:00.0,STARTOFDAY,45,MEASURED,2023-05-01T07:01:00.0,43,170,53820003,2,120,180,,,,
96200873,2023-05-02,e4936c72756943ae9ca20bef51c8954c,86400000,2938,824,2114,2938,2938,2938,824,45,13459,11840,13337,13337,2023-05-02T07:00:00.0,2023-05-03T07:00:00.0,2023-05-02T00:00:00.0,2023-05-03T00:00:00.0,4920,6010,1,33,150,10,43,171,46,50,1683097200000,true,true,false,false,false,false,false,0,96200873,2023-05-02,TOTAL,43,31,95,1113,153,172,1438,-8761,41220,25560,10320,9180,86280,11820,17520,11880,AWAKE,63,61,95,677,93,171,941,-33336,39360,1260,10260,5580,56460,10320,17160,11880,ASLEEP,12,11,65,436,60,497,24575,1860,24300,3600,29820,1500,96200873,2023-05-02,60,81,1,HIGHEST,91,MEASURED,2023-05-02T11:54:00.0,LOWEST,15,MEASURED,2023-05-03T03:37:00.0,MOSTRECENT,33,MEASURED,2023-05-03T07:00:00.0,ENDOFDAY,15,MEASURED,2023-05-03T04:10:00.0,STARTOFDAY,54,MEASURED,2023-05-02T07:01:00.0,44,170,67860002,1,60,360,,,,
96200873,2023-05-03,de933e3883ac4e68857d0c25649f966f,86400000,2737,623,2114,2737,2737,2737,623,33,13021,12170,12387,12387,2023-05-03T07:00:00.0,2023-05-04T07:00:00.0,2023-05-03T00:00:00.0,2023-05-04T00:00:00.0,2265,7992,1,25,150,10,41,167,47,50,1683183600000,true,true,false,false,false,false,false,0,96200873,2023-05-03,TOTAL,33,23,92,1074,180,185,1439,8733,31980,32460,11100,10800,86340,12660,15240,4080,AWAKE,46,40,92,683,140,180,1003,-14347,31020,9960,10800,8400,60180,11880,15060,4080,ASLEEP,11,11,75,391,40,436,23080,960,22500,2400,26160,780,96200873,2023-05-03,82,65,1,HIGHEST,76,MEASURED,2023-05-03T12:21:00.0,LOWEST,33,MEASURED,2023-05-03T07:01:00.0,MOSTRECENT,50,MEASURED,2023-05-04T07:00:00.0,ENDOFDAY,35,MEASURED,2023-05-04T05:12:00.0,STARTOFDAY,33,MEASURED,2023-05-03T07:01:00.0,44,167,81360002,5,300,180,,,,
96200873,2023-05-04,7beda77e4fd34bd2821ff93c5a9e5637,86400000,2967,853,2114,2967,2967,2967,853,34,14615,12340,13367,13367,2023-05-04T07:00:00.0,2023-05-05T07:00:00.0,2023-05-04T00:00:00.0,2023-05-05T00:00:00.0,3480,8835,17,30,150,10,44,166,48,48,1683270000000,true,true,false,false,false,false,false,0,96200873,2023-05-04,TOTAL,33,23,93,956,263,220,1439,8729,29040,28320,13200,15780,86340,11880,12960,4200,AWAKE,47,41,93,577,162,220,959,-12487,27240,7380,13200,9720,57540,10200,12840,4200,ASLEEP,11,11,66,379,101,480,21216,1800,20940,6060,28800,1680,96200873,2023-05-04,62,82,1,HIGHEST,92,MEASURED,2023-05-04T12:51:00.0,LOWEST,29,MEASURED,2023-05-05T05:15:00.0,MOSTRECENT,30,MEASURED,2023-05-05T07:00:00.0,ENDOFDAY,30,MEASURED,2023-05-05T05:02:00.0,STARTOFDAY,50,MEASURED,2023-05-04T07:01:00.0,45,162,83760002,,,120,,,,
96200873,2023-05-05,ed5613fe0a8941ff912a8af2873c4905,86400000,2747,633,2114,2747,2747,2747,633,22,14774,12800,13298,13298,2023-05-05T07:00:00.0,2023-05-06T07:00:00.0,2023-05-05T00:00:00.0,2023-05-06T00:00:00.0,2895,8304,1,17,150,10,39,154,48,48,1683356400000,true,true,false,false,false,false,false,0,96200873,2023-05-05,TOTAL,26,20,94,973,225,238,1436,22290,24960,33420,14280,13500,86160,15300,7380,2280,AWAKE,38,29,94,564,189,236,989,-3494,23940,9900,14160,11340,59340,14520,7200,2220,ASLEEP,10,10,93,409,36,447,25784,1020,23520,2160,26820,780,96200873,2023-05-05,94,60,1,HIGHEST,80,MEASURED,2023-05-05T12:26:00.0,LOWEST,30,MEASURED,2023-05-05T07:01:00.0,MOSTRECENT,64,MEASURED,2023-05-06T07:00:00.0,ENDOFDAY,49,MEASURED,2023-05-06T05:04:00.0,STARTOFDAY,30,MEASURED,2023-05-05T07:01:00.0,40,153,83220002,2,120,180,60,,,
96200873,2023-05-06,fbdaed74b7964735a59593d2f2cf0326,86400000,3295,1181,2114,3295,3295,3295,1181,23,19576,13200,17277,17277,2023-05-06T07:00:00.0,2023-05-07T07:00:00.0,2023-05-06T00:00:00.0,2023-05-07T00:00:00.0,5280,10400,63,24,150,10,42,169,47,48,1683442800000,true,true,false,false,false,false,false,0,96200873,2023-05-06,TOTAL,40,24,96,984,117,338,1439,4910,28620,30420,20280,7020,86340,2940,7080,18600,AWAKE,77,76,96,460,42,335,837,-31824,27600,,20100,2520,50220,2220,6840,18540,ASLEEP,8,8,82,524,75,602,36734,1020,30420,4500,36120,720,96200873,2023-05-06,48,92,1,HIGHEST,100,MEASURED,2023-05-06T10:50:00.0,LOWEST,8,MEASURED,2023-05-07T03:55:00.0,MOSTRECENT,20,MEASURED,2023-05-07T07:00:00.0,ENDOFDAY,8,MEASURED,2023-05-07T04:10:00.0,STARTOFDAY,64,MEASURED,2023-05-06T07:01:00.0,43,167,85980002,3,180,240,60,,,
96200873,2023-05-07,203486139e1141a993651885fee5a817,86400000,3494,1380,2114,3494,3494,3494,1380,85,25386,14480,25648,25648,2023-05-07T07:00:00.0,2023-05-08T07:00:00.0,2023-05-07T00:00:00.0,2023-05-08T00:00:00.0,6750,9065,7,81,150,10,41,175,48,48,1683529200000,true,true,false,false,false,false,false,0,96200873,2023-05-07,TOTAL,27,18,90,1067,107,262,1436,29632,25500,38520,15720,6420,86160,9480,11940,4080,AWAKE,54,52,90,462,96,260,818,-16790,25260,2460,15600,5760,49080,9360,11820,4080,ASLEEP,6,6,69,605,11,618,46422,240,36060,660,37080,120,96200873,2023-05-07,110,75,1,HIGHEST,100,MEASURED,2023-05-07T14:29:00.0,LOWEST,20,MEASURED,2023-05-07T07:01:00.0,MOSTRECENT,55,MEASURED,2023-05-08T07:00:00.0,ENDOFDAY,29,MEASURED,2023-05-08T04:59:00.0,STARTOFDAY,20,MEASURED,2023-05-07T07:01:00.0,42,175,65880002,2,120,120,,,,
96200873,2023-05-08,74e4df34aefc4609a8f9bc80c87fbd7b,86400000,2306,192,2114,2306,2306,2306,192,,4188,16480,3430,3430,2023-05-08T07:00:00.0,2023-05-09T07:00:00.0,2023-05-08T00:00:00.0,2023-05-09T00:00:00.0,750,3745,0,0,150,10,43,115,49,50,1683615600000,true,false,false,false,false,false,false,0,96200873,2023-05-08,TOTAL,36,24,92,1269,92,79,1440,4567,42360,33780,4740,5520,86400,16020,21780,4560,AWAKE,50,46,92,837,83,79,999,-23500,42300,7920,4740,4980,59940,15960,21780,4560,ASLEEP,9,9,28,432,9,441,28067,60,25860,540,26460,60,96200873,2023-05-08,68,79,1,HIGHEST,100,MEASURED,2023-05-08T13:05:00.0,LOWEST,26,MEASURED,2023-05-09T04:00:00.0,MOSTRECENT,44,MEASURED,2023-05-09T07:00:00.0,ENDOFDAY,37,MEASURED,2023-05-09T06:10:00.0,STARTOFDAY,55,MEASURED,2023-05-08T07:01:00.0,46,113,51480002,,,,,,,
96200873,2023-05-09,ddc4749766164648a97f2e0deb3caf68,86400000,2441,327,2114,2441,2441,2441,327,,6111,15250,5005,5005,2023-05-09T07:00:00.0,2023-05-10T07:00:00.0,2023-05-09T00:00:00.0,2023-05-10T00:00:00.0,1080,5655,0,0,150,10,44,176,49,52,1683702000000,true,false,false,false,false,false,false,0,96200873,2023-05-09,TOTAL,40,28,95,1199,125,116,1440,-4904,42780,29160,6960,7500,86400,13080,21000,8700,AWAKE,60,59,95,698,75,113,886,-31937,40380,1500,6780,4500,53160,11580,20400,8400,ASLEEP,13,12,86,501,50,554,27033,2400,27660,3000,33240,1500,96200873,2023-05-09,65,72,1,HIGHEST,89,MEASURED,2023-05-09T13:51:00.0,LOWEST,20,MEASURED,2023-05-10T04:36:00.0,MOSTRECENT,37,MEASURED,2023-05-10T07:00:00.0,ENDOFDAY,20,MEASURED,2023-05-10T05:00:00.0,STARTOFDAY,44,MEASURED,2023-05-09T07:01:00.0,45,141,69240002,3,180,600,300,,,
96200873,2023-05-10,61dcabdad9224d428ec9690333d0949a,86400000,2787,673,2114,2787,2787,2787,673,53,11736,13430,12594,12594,2023-05-10T07:00:00.0,2023-05-11T07:00:00.0,2023-05-10T00:00:00.0,2023-05-11T00:00:00.0,2940,4400,2,39,150,10,42,165,49,52,1683788400000,true,true,false,false,false,false,false,0,96200873,2023-05-10,TOTAL,38,25,91,1123,122,194,1439,25,37320,30060,11640,7320,86340,9120,22020,6180,AWAKE,59,58,91,643,57,194,894,-28553,36900,1680,11640,3420,53640,8700,22020,6180,ASLEEP,10,10,50,480,65,545,28578,420,28380,3900,32700,420,96200873,2023-05-10,74,68,1,HIGHEST,86,MEASURED,2023-05-10T13:27:00.0,LOWEST,18,MEASURED,2023-05-11T03:26:00.0,MOSTRECENT,43,MEASURED,2023-05-11T07:00:00.0,ENDOFDAY,20,MEASURED,2023-05-11T04:26:00.0,STARTOFDAY,37,MEASURED,2023-05-10T07:01:00.0,44,163,55380002,,,,,,,
96200873,2023-05-11,2ac63932516a49f982f3e6d13aba19ab,86400000,3517,1403,2114,3517,3517,3517,1403,52,19944,13100,20162,20162,2023-05-11T07:00:00.0,2023-05-12T07:00:00.0,2023-05-11T00:00:00.0,2023-05-12T00:00:00.0,6735,10425,24,44,150,10,44,175,50,50,1683874800000,true,true,false,false,false,false,false,0,96200873,2023-05-11,TOTAL,49,38,99,997,55,387,1439,-18444,40920,18900,23220,3300,86340,8160,16200,16560,AWAKE,75,74,99,563,10,386,959,-37179,33780,,23160,600,57540,1500,15720,16560,ASLEEP,17,15,66,434,45,480,18735,7140,18900,2700,28800,6660,96200873,2023-05-11,51,89,1,HIGHEST,91,MEASURED,2023-05-11T12:22:00.0,LOWEST,5,MEASURED,2023-05-12T02:05:00.0,MOSTRECENT,5,MEASURED,2023-05-12T07:00:00.0,ENDOFDAY,5,MEASURED,2023-05-12T04:27:00.0,STARTOFDAY,43,MEASURED,2023-05-11T07:01:00.0,45,174,67620002,1,60,480,,,,
96200873,2023-05-12,8d77a0b0a04c48099a9eddd082915ba4,86400000,3415,1301,2114,3415,3415,3415,1301,60,16225,13790,15860,15860,2023-05-12T07:00:00.0,2023-05-13T07:00:00.0,2023-05-12T00:00:00.0,2023-05-13T00:00:00.0,5985,11469,30,63,150,10,48,157,51,54,1683961200000,true,true,false,false,false,false,false,0,96200873,2023-05-12,TOTAL,33,24,95,924,145,370,1439,6394,26580,28860,22200,8700,86340,11040,10680,4860,AWAKE,53,51,95,481,130,370,981,-16841,26220,2640,22200,7800,58860,10680,10680,4860,ASLEEP,12,12,43,443,15,458,23235,360,26220,900,27480,360,96200873,2023-05-12,66,39,1,HIGHEST,40,MEASURED,2023-05-12T12:22:00.0,LOWEST,5,MEASURED,2023-05-12T07:01:00.0,MOSTRECENT,32,MEASURED,2023-05-13T07:00:00.0,ENDOFDAY,5,MEASURED,2023-05-13T04:48:00.0,STARTOFDAY,5,MEASURED,2023-05-12T07:01:00.0,48,156,71340002,,,,,,,
96200873,2023-05-13,e664de37bc3846f5bb5a2e71d398952f,86400000,2863,749,2114,2863,2863,2863,749,49,12786,14280,12037,12037,2023-05-13T07:00:00.0,2023-05-14T07:00:00.0,2023-05-13T00:00:00.0,2023-05-14T00:00:00.0,3428,8717,2,38,150,10,40,168,51,52,1684047600000,true,true,false,false,false,false,false,0,96200873,2023-05-13,TOTAL,29,21,88,865,234,337,1436,15574,22440,29460,20220,14040,86160,10140,9600,2700,AWAKE,48,43,88,432,166,336,934,-10913,21660,4260,20160,9960,56040,9480,9480,2700,ASLEEP,10,10,71,433,68,502,26487,780,25200,4080,30120,660,96200873,2023-05-13,73,66,1,HIGHEST,85,MEASURED,2023-05-13T12:47:00.0,LOWEST,23,MEASURED,2023-05-13T23:26:00.0,MOSTRECENT,39,MEASURED,2023-05-14T07:00:00.0,ENDOFDAY,28,MEASURED,2023-05-14T04:40:00.0,STARTOFDAY,32,MEASURED,2023-05-13T07:01:00.0,41,165,56100002,1,60,120,,,,
96200873,2023-05-14,5f4eed13c1764ab1951c22477985a3ff,86400000,2407,293,2114,2407,2407,2407,293,,5847,14130,4789,4789,2023-05-14T07:00:00.0,2023-05-15T07:00:00.0,2023-05-14T00:00:00.0,2023-05-15T00:00:00.0,360,7855,0,0,150,10,47,112,52,57,1684134000000,true,false,false,false,false,false,false,0,96200873,2023-05-14,TOTAL,37,25,92,1141,106,193,1440,1440,33840,34620,11580,6360,86400,7980,18660,7200,AWAKE,53,48,92,684,86,192,962,-21279,33180,7860,11520,5160,57720,7440,18540,7200,ASLEEP,13,13,60,457,20,478,22719,660,26760,1200,28680,540,96200873,2023-05-14,74,73,1,HIGHEST,82,MEASURED,2023-05-14T12:17:00.0,LOWEST,27,MEASURED,2023-05-14T20:59:00.0,MOSTRECENT,40,MEASURED,2023-05-15T07:00:00.0,ENDOFDAY,28,MEASURED,2023-05-15T04:29:00.0,STARTOFDAY,39,MEASURED,2023-05-14T07:01:00.0,47,112,41760002,1,60,120,,,,
96200873,2023-05-15,6521a2689fe24249b7407cface32c2bb,86400000,3235,1121,2114,3235,3235,3235,1121,64,10557,12480,10897,10897,2023-05-15T07:00:00.0,2023-05-16T07:00:00.0,2023-05-15T00:00:00.0,2023-05-16T00:00:00.0,4305,4760,18,49,150,10,52,168,54,58,1684220400000,true,true,false,false,false,false,false,0,96200873,2023-05-15,TOTAL,39,31,96,842,202,396,1440,-7081,25860,24660,23760,12120,86400,9120,9060,7680,AWAKE,54,50,96,500,75,395,970,-17095,24300,5700,23700,4500,58200,7680,8940,7680,ASLEEP,18,18,72,342,127,470,10014,1560,18960,7620,28200,1440,96200873,2023-05-15,34,65,1,HIGHEST,68,RESET,2023-05-15T16:46:00.0,LOWEST,23,MEASURED,2023-05-15T23:31:00.0,MOSTRECENT,34,MODELED,2023-05-16T07:00:00.0,ENDOFDAY,25,MEASURED,2023-05-16T04:38:00.0,STARTOFDAY,40,MEASURED,2023-05-15T07:01:00.0,53,165,52560002,1,60,120,,,,
96200873,2023-05-16,edaf6fba4c244793bfbab0df816fb2e5,86400000,3000,886,2114,3000,3000,3000,886,65,10202,12100,10534,10534,2023-05-16T07:00:00.0,2023-05-17T07:00:00.0,2023-05-16T00:00:00.0,2023-05-17T00:00:00.0,3345,3820,3,49,150,10,53,169,55,61,1684306800000,true,true,false,false,false,false,false,0,96200873,2023-05-16,TOTAL,36,26,93,989,301,148,1438,-2464,27540,31800,8880,18060,86280,10440,10860,6240,AWAKE,46,41,93,630,187,145,962,-14162,25620,12180,8700,11220,57720,8760,10620,6240,ASLEEP,17,17,66,359,114,476,11698,1920,19620,6840,28560,1680,96200873,2023-05-16,49,41,1,HIGHEST,51,MEASURED,2023-05-16T12:21:00.0,LOWEST,19,MEASURED,2023-05-16T18:58:00.0,MOSTRECENT,42,MEASURED,2023-05-17T07:00:00.0,ENDOFDAY,24,MEASURED,2023-05-17T04:30:00.0,STARTOFDAY,34,MODELED,2023-05-16T07:01:00.0,53,169,23640002,3,180,240,,,,
96200873,2023-05-17,bf382445ce5c4dbb8444150efa89c678,86400000,2729,615,2114,2729,2729,2729,615,,7051,11720,5775,5775,2023-05-17T07:00:00.0,2023-05-18T07:00:00.0,2023-05-17T00:00:00.0,2023-05-18T00:00:00.0,1110,11025,0,0,150,10,47,117,55,54,1684393200000,true,false,false,false,false,false,false,0,96200873,2023-05-17,TOTAL,38,27,93,1102,142,196,1440,-2975,39780,26340,11760,8520,86400,18000,14100,7680,AWAKE,55,54,93,664,100,192,956,-25997,39000,840,11520,6000,57360,17340,13980,7680,ASLEEP,12,12,59,438,42,484,23022,780,25500,2520,29040,660,96200873,2023-05-17,65,60,1,HIGHEST,70,MEASURED,2023-05-17T12:21:00.0,LOWEST,11,MEASURED,2023-05-18T04:19:00.0,MOSTRECENT,47,MEASURED,2023-05-18T07:00:00.0,ENDOFDAY,12,MEASURED,2023-05-18T04:25:00.0,STARTOFDAY,42,MEASURED,2023-05-17T07:01:00.0,49,116,67200002,4,240,120,,,,
96200873,2023-05-18,9bf5ff865d47453085d8ba33dfcd4ffc,86400000,2571,457,2114,2571,2571,2571,457,,6202,10790,5080,5080,2023-05-18T07:00:00.0,2023-05-19T07:00:00.0,2023-05-18T00:00:00.0,2023-05-19T00:00:00.0,1245,7325,12,0,150,10,47,128,56,54,1684479600000,true,false,false,false,false,false,false,0,96200873,2023-05-18,TOTAL,37,25,94,1098,121,220,1439,1372,37500,28380,13200,7260,86340,14700,14880,7920,AWAKE,56,55,94,649,84,219,952,-25804,36900,2040,13140,5040,57120,14160,14820,7920,ASLEEP,10,10,63,449,37,487,27176,600,26340,2220,29220,540,96200873,2023-05-18,66,79,1,HIGHEST,90,MEASURED,2023-05-18T11:54:00.0,LOWEST,14,MEASURED,2023-05-19T00:45:00.0,MOSTRECENT,34,MEASURED,2023-05-19T07:00:00.0,ENDOFDAY,15,MEASURED,2023-05-19T04:21:00.0,STARTOFDAY,47,MEASURED,2023-05-18T07:01:00.0,48,127,68040002,1,60,60,,,,
