userProfilePK,calendarDate,uuid,durationInMilliseconds,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,wellnessTotalKilocalories,wellnessActiveKilocalories,restingCaloriesFromActivity,totalSteps,dailyStepGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessStartTimeGmt,wellnessEndTimeGmt,wellnessStartTimeLocal,wellnessEndTimeLocal,highlyActiveSeconds,activeSeconds,moderateIntensityMinutes,vigorousIntensityMinutes,userIntensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,currentDayRestingHeartRate,restingHeartRateTimestamp,includesWellnessData,includesActivityData,includesCalorieConsumedData,includesSingleMeasurement,includesContinuousMeasurement,includesAllDayPulseOx,includesSleepPulseOx,source,allDayStress/userProfilePK,allDayStress/calendarDate,allDayStress/aggregatorList/0/type,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/0/averageStressLevelIntensity,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/stressOffWristCount,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/totalStressIntensity,allDayStress/aggregatorList/0/stressDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/0/activityDuration,allDayStress/aggregatorList/0/uncategorizedDuration,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/lowDuration,allDayStress/aggregatorList/0/mediumDuration,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/type,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/1/averageStressLevelIntensity,allDayStress/aggregatorList/1/maxStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/1/stressTooActiveCount,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/1/stressDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/activityDuration,allDayStress/aggregatorList/1/uncategorizedDuration,allDayStress/aggregatorList/1/totalDuration,allDayStress/aggregatorList/1/lowDuration,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/1/highDuration,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/maxStressLevel,allDayStress/aggregatorList/2/stressIntensityCount,allDayStress/aggregatorList/2/stressOffWristCount,allDayStress/aggregatorList/2/totalStressCount,allDayStress/aggregatorList/2/totalStressIntensity,allDayStress/aggregatorList/2/stressDuration,allDayStress/aggregatorList/2/restDuration,allDayStress/aggregatorList/2/uncategorizedDuration,allDayStress/aggregatorList/2/totalDuration,allDayStress/aggregatorList/2/lowDuration,bodyBattery/userProfilePK,bodyBattery/calendarDate,bodyBattery/chargedValue,bodyBattery/drainedValue,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/0/statsValue,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/0/statTimestamp,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/1/statsValue,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/1/statTimestamp,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/2/statsValue,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/2/statTimestamp,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/3/statsValue,bodyBattery/bodyBatteryStatList/3/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/3/statTimestamp,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatType,bodyBattery/bodyBatteryStatList/4/statsValue,bodyBattery/bodyBatteryStatList/4/bodyBatteryStatus,bodyBattery/bodyBatteryStatList/4/statTimestamp,minAvgHeartRate,maxAvgHeartRate,version,allDayStress/aggregatorList/2/stressTooActiveCount,allDayStress/aggregatorList/2/activityDuration,allDayStress/aggregatorList/2/mediumDuration,allDayStress/aggregatorList/2/highDuration,totalPushes,pushDistance,dailyTotalFromEpochData
96200873,2023-04-03,2426e8fd928747cc95612fd0d2e3eaf2,86400000,2810,696,2114,2810,2810,2810,696,46,13056,13810,12947,12947,2023-04-03T07:00:00.0,2023-04-04T07:00:00.0,2023-04-03T00:00:00.0,2023-04-04T00:00:00.0,4020,5390,5,35,150,10,40,173,44,46,1680591600000,true,true,false,false,false,false,false,0,96200873,2023-04-03,TOTAL,19,15,85,1060,213,166,1439,45659,16980,46620,9960,12780,86340,8760,7080,1140,AWAKE,30,22,85,610,196,165,971,7998,16500,20100,9900,11760,58260,8340,7020,1140,ASLEEP,4,5,57,450,17,468,37661,480,26520,1020,28080,420,96200873,2023-04-03,92,65,1,HIGHEST,100,MEASURED,2023-04-03T09:54:00.0,LOWEST,65,MEASURED,2023-04-03T20:50:00.0,MOSTRECENT,98,MEASURED,2023-04-04T07:00:00.0,ENDOFDAY,70,MEASURED,2023-04-04T04:07:00.0,STARTOFDAY,71,MEASURED,2023-04-03T07:01:00.0,41,168,53040002,1,60,60,,,,
96200873,2023-04-04,55e0d89021d746449f2b8314e844a306,86400000,2810,696,2114,2810,2810,2810,696,43,15044,13660,14652,14652,2023-04-04T07:00:00.0,2023-04-05T07:00:00.0,2023-04-04T00:00:00.0,2023-04-05T00:00:00.0,4300,7705,3,32,150,10,39,169,45,46,1680678000000,true,true,false,false,false,false,false,0,96200873,2023-04-04,TOTAL,25,18,93,1081,161,197,1439,31896,22920,41940,11820,9660,86340,8640,10860,3420,AWAKE,40,31,93,613,150,197,960,-4979,22920,13860,11820,9000,57600,8640,10860,3420,ASLEEP,5,6,24,468,11,479,36875,,28080,660,28740,,96200873,2023-04-04,60,78,1,HIGHEST,100,MEASURED,2023-04-04T07:15:00.0,LOWEST,46,MEASURED,2023-04-05T04:10:00.0,MOSTRECENT,80,MEASURED,2023-04-05T07:00:00.0,ENDOFDAY,50,MEASURED,2023-04-05T04:27:00.0,STARTOFDAY,98,MEASURED,2023-04-04T07:01:00.0,40,168,81960002,,,,,,,
96200873,2023-04-05,a0a0d824fcdc480c9ab1d813ea93beb3,86400000,2670,556,2114,2670,2670,2670,556,44,11406,13800,11731,11731,2023-04-05T07:00:00.0,2023-04-06T07:00:00.0,2023-04-05T00:00:00.0,2023-04-06T00:00:00.0,2700,5550,2,32,150,10,39,163,44,41,1680764400000,true,true,false,false,false,false,false,0,96200873,2023-04-05,TOTAL,16,13,89,1127,134,178,1439,56382,15120,52500,10680,8040,86340,8700,5160,1260,AWAKE,23,18,89,662,125,178,965,19896,14340,25380,10680,7500,57900,8400,4680,1260,ASLEEP,6,6,73,465,9,474,36486,780,27120,540,28440,300,96200873,2023-04-05,88,68,1,HIGHEST,100,MEASURED,2023-04-05T08:59:00.0,LOWEST,70,MEASURED,2023-04-05T15:58:00.0,MOSTRECENT,100,MEASURED,2023-04-06T07:00:00.0,ENDOFDAY,86,MEASURED,2023-04-06T04:32:00.0,STARTOFDAY,80,MEASURED,2023-04-05T07:01:00.0,40,160,53520002,,,480,,,,
96200873,2023-04-06,eb1f5883835d4b75ac6cbc2850749dcd,86400000,3292,1178,2114,3292,3292,3292,1178,46,17085,13560,17132,17132,2023-04-06T07:00:00.0,2023-04-07T07:00:00.0,2023-04-06T00:00:00.0,2023-04-07T00:00:00.0,5734,5220,2,74,150,10,40,193,44,44,1680850800000,true,true,false,false,false,false,false,0,96200873,2023-04-06,TOTAL,25,18,91,1042,174,220,1436,31622,24540,37980,13200,10440,86160,11760,9660,3120,AWAKE,42,35,91,560,163,218,941,-7572,24420,9180,13080,9780,56460,11760,9540,3120,ASLEEP,5,5,74,482,11,495,39194,120,28800,660,29700,,96200873,2023-04-06,54,84,1,HIGHEST,100,MEASURED,2023-04-06T07:01:00.0,LOWEST,33,MEASURED,2023-04-07T03:44:00.0,MOSTRECENT,70,MEASURED,2023-04-07T07:00:00.0,ENDOFDAY,33,MEASURED,2023-04-07T04:12:00.0,STARTOFDAY,100,MEASURED,2023-04-06T07:01:00.0,40,189,81720002,2,120,120,,,,
96200873,2023-04-07,23ac8f762ee3499eab0ac598b312f3c3,86400000,2865,751,2114,2865,2865,2865,751,72,12863,13920,13478,13478,2023-04-07T07:00:00.0,2023-04-08T07:00:00.0,2023-04-07T00:00:00.0,2023-04-08T00:00:00.0,3900,4710,2,53,150,10,39,167,45,46,1680937200000,true,true,false,false,false,false,false,0,96200873,2023-04-07,TOTAL,31,22,92,1029,244,163,1436,14423,30180,31560,9780,14640,86160,13560,11820,4800,AWAKE,48,43,92,606,167,163,936,-14738,29520,6840,9780,10020,56160,12960,11760,4800,ASLEEP,8,8,64,423,77,500,29161,660,24720,4620,30000,600,96200873,2023-04-07,65,74,1,HIGHEST,100,MEASURED,2023-04-07T10:27:00.0,LOWEST,38,MEASURED,2023-04-08T03:36:00.0,MOSTRECENT,61,MEASURED,2023-04-08T07:00:00.0,ENDOFDAY,39,MEASURED,2023-04-08T04:11:00.0,STARTOFDAY,70,MEASURED,2023-04-07T07:01:00.0,39,165,38220002,,,60,,,,
96200873,2023-04-08,a00ac90609b142d697ea5b38faaeb766,86400000,2869,755,2114,2869,2869,2869,755,65,12660,13820,13882,13882,2023-04-08T07:00:00.0,2023-04-09T07:00:00.0,2023-04-08T00:00:00.0,2023-04-09T00:00:00.0,4980,4440,3,44,150,10,37,158,44,42,1681023600000,true,true,false,false,false,false,false,0,96200873,2023-04-08,TOTAL,34,23,94,1112,122,205,1439,10700,36420,30300,12300,7320,86340,15660,12660,8100,AWAKE,56,55,94,604,100,203,907,-24942,35520,720,12180,6000,54420,14940,12540,8040,ASLEEP,8,8,84,508,22,532,35642,900,29580,1320,31920,720,96200873,2023-04-08,60,81,1,HIGHEST,100,MEASURED,2023-04-08T10:49:00.0,LOWEST,20,MEASURED,2023-04-09T04:10:00.0,MOSTRECENT,40,MEASURED,2023-04-09T07:00:00.0,ENDOFDAY,20,MEASURED,2023-04-09T04:12:00.0,STARTOFDAY,61,MEASURED,2023-04-08T07:01:00.0,38,157,39540002,2,120,120,60,,,
96200873,2023-04-09,38e1c10a85e64b069005c8fa76c2280e,86400000,2347,233,2114,2347,2347,2347,233,,7062,13590,5784,5784,2023-04-09T07:00:00.0,2023-04-10T07:00:00.0,2023-04-09T00:00:00.0,2023-04-10T00:00:00.0,1125,5840,0,0,150,10,39,105,45,47,1681110000000,true,false,false,false,false,false,false,0,96200873,2023-04-09,TOTAL,27,20,90,1093,169,178,1440,25022,27720,37860,10680,10140,86400,13740,10080,3900,AWAKE,44,37,90,604,142,178,924,-10553,26880,9360,10680,8520,55440,12900,10080,3900,ASLEEP,7,7,38,489,27,516,35575,840,28500,1620,30960,840,96200873,2023-04-09,103,68,1,HIGHEST,100,MODELED,2023-04-09T13:10:00.0,LOWEST,40,MEASURED,2023-04-09T07:01:00.0,MOSTRECENT,75,MEASURED,2023-04-10T07:00:00.0,ENDOFDAY,45,MEASURED,2023-04-10T03:56:00.0,STARTOFDAY,40,MEASURED,2023-04-09T07:01:00.0,42,101,37920002,,,,,,,
96200873,2023-04-10,c36c42cb0ee841bab270c6898b5bc330,86400000,2842,728,2114,2842,2842,2842,728,43,11266,12290,11589,11589,2023-04-10T07:00:00.0,2023-04-11T07:00:00.0,2023-04-10T00:00:00.0,2023-04-11T00:00:00.0,2340,6060,1,32,150,10,41,168,44,45,1681196400000,true,true,false,false,false,false,false,0,96200873,2023-04-10,TOTAL,43,29,94,1185,72,182,1439,-6583,43260,27840,10920,4320,86340,4200,28980,10080,AWAKE,68,67,94,690,11,181,882,-39384,41400,,10860,660,52920,2760,28680,9960,ASLEEP,9,9,85,495,61,557,32801,1860,27840,3660,33420,1440,96200873,2023-04-10,37,90,1,HIGHEST,100,MEASURED,2023-04-10T10:12:00.0,LOWEST,11,MEASURED,2023-04-11T04:02:00.0,MOSTRECENT,22,MEASURED,2023-04-11T07:00:00.0,ENDOFDAY,11,MEASURED,2023-04-11T04:16:00.0,STARTOFDAY,75,MEASURED,2023-04-10T07:01:00.0,42,168,40560002,1,60,300,120,,,
96200873,2023-04-11,a2ddbbd65a674b1cb4d8bdd3133c2610,86400000,2770,656,2114,2770,2770,2770,656,49,13708,12090,13307,13307,2023-04-11T07:00:00.0,2023-04-12T07:00:00.0,2023-04-11T00:00:00.0,2023-04-12T00:00:00.0,3120,6280,1,35,150,10,41,151,45,47,1681282800000,true,true,false,false,false,false,false,0,96200873,2023-04-11,TOTAL,33,23,95,1034,206,198,1438,9120,31260,30780,11880,12360,86280,13560,13500,4200,AWAKE,47,41,95,653,169,198,1020,-14283,30900,8280,11880,10140,61200,13200,13500,4200,ASLEEP,10,10,39,381,37,418,23403,360,22500,2220,25080,360,96200873,2023-04-11,86,52,1,HIGHEST,71,MEASURED,2023-04-11T12:24:00.0,LOWEST,22,MEASURED,2023-04-11T07:01:00.0,MOSTRECENT,56,MEASURED,2023-04-12T07:00:00.0,ENDOFDAY,41,MEASURED,2023-04-12T05:29:00.0,STARTOFDAY,22,MEASURED,2023-04-11T07:01:00.0,41,149,68760002,,,,,,,
96200873,2023-04-12,a191f3949ac64b5e81df4c2d17c705c9,86400000,2885,771,2114,2885,2885,2885,771,46,11790,12260,11912,11912,2023-04-12T07:00:00.0,2023-04-13T07:00:00.0,2023-04-12T00:00:00.0,2023-04-13T00:00:00.0,2430,6060,7,41,150,10,38,171,45,47,1681369200000,true,true,false,false,false,false,false,0,96200873,2023-04-12,TOTAL,25,19,98,1110,174,155,1439,29215,24900,41700,9300,10440,86340,12360,10380,2160,AWAKE,38,26,98,624,154,155,933,-1005,24540,12900,9300,9240,55980,12000,10380,2160,ASLEEP,9,10,48,486,20,506,30220,360,28800,1200,30360,360,96200873,2023-04-12,98,78,1,HIGHEST,96,MEASURED,2023-04-12T12:20:00.0,LOWEST,53,MEASURED,2023-04-12T20:55:00.0,MOSTRECENT,76,MEASURED,2023-04-13T07:00:00.0,ENDOFDAY,55,MEASURED,2023-04-13T04:00:00.0,STARTOFDAY,56,MEASURED,2023-04-12T07:01:00.0,40,171,52860002,,,,,,,
96200873,2023-04-13,73bc03ef75de4ab0a986b54690f21b2d,86400000,3311,1197,2114,3311,3311,3311,1197,51,19275,12220,18531,18531,2023-04-13T07:00:00.0,2023-04-14T07:00:00.0,2023-04-13T00:00:00.0,2023-04-14T00:00:00.0,4860,7700,6,88,150,10,42,189,46,47,1681455600000,true,true,false,false,false,false,false,0,96200873,2023-04-13,TOTAL,25,18,95,885,318,235,1438,27204,19980,33120,14100,19080,86280,9060,7260,3660,AWAKE,41,31,95,489,215,235,939,-3880,19560,9780,14100,12900,56340,8640,7260,3660,ASLEEP,5,6,42,396,103,499,31084,420,23340,6180,29940,420,96200873,2023-04-13,64,83,1,HIGHEST,100,MEASURED,2023-04-13T09:51:00.0,LOWEST,40,MEASURED,2023-04-14T04:06:00.0,MOSTRECENT,57,MEASURED,2023-04-14T07:00:00.0,ENDOFDAY,40,MEASURED,2023-04-14T04:08:00.0,STARTOFDAY,76,MEASURED,2023-04-13T07:01:00.0,43,186,81840002,,,,,,,
96200873,2023-04-14,aed93802ed72444eb6bd9c49650678d2,86400000,2593,479,2114,2593,2593,2593,479,27,10044,12930,9077,9077,2023-04-14T07:00:00.0,2023-04-15T07:00:00.0,2023-04-14T00:00:00.0,2023-04-15T00:00:00.0,1965,5970,2,20,150,10,37,156,46,44,1681542000000,true,true,false,false,false,false,false,0,96200873,2023-04-14,TOTAL,20,16,97,1133,150,156,1439,41641,17400,50580,9360,9000,86340,9300,6540,1560,AWAKE,27,20,97,694,133,154,981,15323,16860,24780,9240,7980,58860,8880,6420,1560,ASLEEP,10,10,73,439,17,458,26318,540,25800,1020,27480,420,96200873,2023-04-14,87,63,1,HIGHEST,100,MEASURED,2023-04-14T19:27:00.0,LOWEST,57,MEASURED,2023-04-14T07:01:00.0,MOSTRECENT,81,MEASURED,2023-04-15T07:00:00.0,ENDOFDAY,67,MEASURED,2023-04-15T04:49:00.0,STARTOFDAY,57,MEASURED,2023-04-14T07:01:00.0,39,153,67260002,2,120,120,,,,
96200873,2023-04-15,d280631b881c4a8194c0ab92a12f4f75,86400000,3168,1054,2114,3168,3168,3168,1054,89,18711,12650,19821,19821,2023-04-15T07:00:00.0,2023-04-16T07:00:00.0,2023-04-15T00:00:00.0,2023-04-16T00:00:00.0,4890,7140,11,61,150,10,39,161,46,44,1681628400000,true,true,false,false,false,false,false,0,96200873,2023-04-15,TOTAL,22,17,93,1033,104,301,1438,36545,21360,40620,18060,6240,86280,12900,6360,2100,AWAKE,36,25,93,556,95,299,950,-758,20760,12600,17940,5700,57000,12480,6240,2040,ASLEEP,6,6,82,477,9,488,37303,600,28020,540,29280,420,96200873,2023-04-15,76,74,1,HIGHEST,100,MEASURED,2023-04-15T09:38:00.0,LOWEST,38,MEASURED,2023-04-15T21:53:00.0,MOSTRECENT,83,MEASURED,2023-04-16T07:00:00.0,ENDOFDAY,55,MEASURED,2023-04-16T04:54:00.0,STARTOFDAY,81,MEASURED,2023-04-15T07:01:00.0,40,160,55080002,2,120,120,60,,,
96200873,2023-04-16,81b768017fd44fee8dcec1dbe996fdfd,86400000,2331,217,2114,2331,2331,2331,217,,6196,13260,5075,5075,2023-04-16T07:00:00.0,2023-04-17T07:00:00.0,2023-04-16T00:00:00.0,2023-04-17T00:00:00.0,150,5730,0,0,150,10,38,114,45,42,1681714800000,true,false,false,false,false,false,false,0,96200873,2023-04-16,TOTAL,28,19,92,1206,123,111,1440,29467,29340,43020,6660,7380,86400,9300,17040,3000,AWAKE,43,35,92,698,119,109,926,-9812,28860,13020,6540,7140,55560,9000,16860,3000,ASLEEP,6,6,67,508,4,514,39279,480,30000,240,30840,300,96200873,2023-04-16,68,79,1,HIGHEST,100,MEASURED,2023-04-16T08:37:00.0,LOWEST,39,MEASURED,2023-04-17T03:00:00.0,MOSTRECENT,72,MEASURED,2023-04-17T07:00:00.0,ENDOFDAY,48,MEASURED,2023-04-17T04:28:00.0,STARTOFDAY,83,MEASURED,2023-04-16T07:01:00.0,38,108,81060003,2,120,180,,,,
96200873,2023-04-17,e62cf99dae6f4fbfb1b5517b1bac0c52,86400000,2776,662,2114,2776,2776,2776,662,52,12660,12560,12216,12216,2023-04-17T07:00:00.0,2023-04-18T07:00:00.0,2023-04-17T00:00:00.0,2023-04-18T00:00:00.0,2510,6059,3,37,150,10,40,144,45,44,1681801200000,true,true,false,false,false,false,false,0,96200873,2023-04-17,TOTAL,24,17,99,1126,127,184,1437,35820,26100,41460,11040,7620,86220,12540,10440,3120,AWAKE,41,34,99,618,121,184,923,-8284,25860,11220,11040,7260,55380,12360,10380,3120,ASLEEP,3,4,60,508,6,514,44104,240,30240,360,30840,180,96200873,2023-04-17,86,74,1,HIGHEST,100,MEASURED,2023-04-17T09:37:00.0,LOWEST,43,MEASURED,2023-04-18T03:43:00.0,MOSTRECENT,84,MEASURED,2023-04-18T07:00:00.0,ENDOFDAY,43,MEASURED,2023-04-18T03:52:00.0,STARTOFDAY,72,MEASURED,2023-04-17T07:01:00.0,41,143,82140002,,,60,,,,
96200873,2023-04-18,803fa64b32a24db186d2e73a77b1d680,86400000,2916,802,2114,2916,2916,2916,802,57,12003,12570,12577,12577,2023-04-18T07:00:00.0,2023-04-19T07:00:00.0,2023-04-18T00:00:00.0,2023-04-19T00:00:00.0,3030,5205,6,41,150,10,41,173,45,45,1681887600000,true,true,false,false,false,false,false,0,96200873,2023-04-18,TOTAL,31,21,93,1132,133,173,1438,19738,35880,32040,10380,7980,86280,16440,14520,4920,AWAKE,53,51,93,626,126,173,925,-22090,35700,1860,10380,7560,55500,16320,14460,4920,ASLEEP,4,5,54,506,7,513,41828,180,30180,420,30780,120,96200873,2023-04-18,63,75,1,HIGHEST,100,MEASURED,2023-04-18T08:53:00.0,LOWEST,29,MEASURED,2023-04-19T02:41:00.0,MOSTRECENT,72,MEASURED,2023-04-19T07:00:00.0,ENDOFDAY,31,MEASURED,2023-04-19T03:54:00.0,STARTOFDAY,84,MEASURED,2023-04-18T07:01:00.0,42,171,53940002,,,60,,0,0,true
96200873,2023-04-19,a15d84fffeb84d7aa307956b7c45bf57,86400000,2764,650,2114,2764,2764,2764,650,48,12387,12520,12257,12257,2023-04-19T07:00:00.0,2023-04-20T07:00:00.0,2023-04-19T00:00:00.0,2023-04-20T00:00:00.0,2685,6540,1,34,150,10,40,167,44,44,1681974000000,true,true,false,false,false,false,false,0,96200873,2023-04-19,TOTAL,29,20,93,1072,176,191,1439,21154,27600,36720,11460,10560,86340,10740,14460,2400,AWAKE,47,43,93,576,156,191,923,-13873,27240,7320,11460,9360,55380,10440,14400,2400,ASLEEP,7,8,55,496,20,516,35027,360,29400,1200,30960,300,96200873,2023-04-19,75,73,1,HIGHEST,100,MEASURED,2023-04-19T10:15:00.0,LOWEST,43,MEASURED,2023-04-20T00:29:00.0,MOSTRECENT,74,MEASURED,2023-04-20T07:00:00.0,ENDOFDAY,43,MEASURED,2023-04-20T03:51:00.0,STARTOFDAY,72,MEASURED,2023-04-19T07:01:00.0,40,167,68520002,,,60,,,,
96200873,2023-04-20,a896d2640e524ad498955a1ac3ae4e7a,86400000,3286,1172,2114,3286,3286,3286,1172,45,17351,12500,17126,17126,2023-04-20T07:00:00.0,2023-04-21T07:00:00.0,2023-04-20T00:00:00.0,2023-04-21T00:00:00.0,4500,6365,8,83,150,10,39,195,44,43,1682060400000,true,true,false,false,false,false,false,0,96200873,2023-04-20,TOTAL,23,17,94,1051,178,207,1436,36390,20460,42600,12420,10680,86160,7680,9720,3060,AWAKE,38,25,94,567,160,206,933,-135,20160,13860,12360,9600,55980,7380,9720,3060,ASLEEP,6,7,40,484,18,503,36525,300,28740,1080,30180,300,96200873,2023-04-20,98,85,1,HIGHEST,100,MEASURED,2023-04-20T10:54:00.0,LOWEST,50,MEASURED,2023-04-21T03:14:00.0,MOSTRECENT,87,MEASURED,2023-04-21T07:00:00.0,ENDOFDAY,51,MEASURED,2023-04-21T04:02:00.0,STARTOFDAY,74,MEASURED,2023-04-20T07:01:00.0,39,193,81840002,1,60,,,,,
96200873,2023-04-21,1ad8681e69f74121aeb3393f4574ce12,86400000,2692,578,2114,2692,2692,2692,578,48,12845,12990,12680,12680,2023-04-21T07:00:00.0,2023-04-22T07:00:00.0,2023-04-21T00:00:00.0,2023-04-22T00:00:00.0,2940,6585,1,34,150,10,38,151,44,46,1682146800000,true,true,false,false,false,false,false,0,96200873,2023-04-21,TOTAL,20,16,97,1084,162,194,1440,41708,16320,48720,11640,9720,86400,8040,6240,2040,AWAKE,32,23,97,580,153,194,927,5064,16260,18540,11640,9180,55620,7980,6240,2040,ASLEEP,7,7,38,504,9,513,36644,60,30180,540,30780,60,96200873,2023-04-21,72,67,1,HIGHEST,100,MEASURED,2023-04-21T08:46:00.0,LOWEST,63,MEASURED,2023-04-21T22:32:00.0,MOSTRECENT,92,MEASURED,2023-04-22T07:00:00.0,ENDOFDAY,66,MEASURED,2023-04-22T03:53:00.0,STARTOFDAY,87,MEASURED,2023-04-21T07:01:00.0,38,151,68820002,,,,,,,
96200873,2023-04-22,d7301de176364bb3b8e7aaeb8aa11596,86400000,3313,1199,2114,3313,3313,3313,1199,96,23148,12980,22902,22902,2023-04-22T07:00:00.0,2023-04-23T07:00:00.0,2023-04-22T00:00:00.0,2023-04-23T00:00:00.0,5760,10285,4,71,150,10,37,153,44,41,1682233200000,true,true,false,false,false,false,false,0,96200873,2023-04-22,TOTAL,22,16,93,961,147,331,1439,35646,16140,41520,19860,8820,86340,6000,6840,3300,AWAKE,40,31,93,435,139,319,893,-3555,15480,10620,19140,8340,53580,5640,6540,3300,ASLEEP,7,7,75,526,8,546,39201,660,30900,480,32760,360,96200873,2023-04-22,63,75,1,HIGHEST,100,MEASURED,2023-04-22T07:51:00.0,LOWEST,36,MEASURED,2023-04-22T21:40:00.0,MOSTRECENT,80,MEASURED,2023-04-23T07:00:00.0,ENDOFDAY,51,MEASURED,2023-04-23T03:58:00.0,STARTOFDAY,92,MEASURED,2023-04-22T07:01:00.0,38,152,70320002,12,720,300,,,,
96200873,2023-04-23,2d5ae98c50884a0ebfec81d38da68bde,86400000,2218,104,2114,2218,2218,2218,104,,4523,14000,3704,3704,2023-04-23T07:00:00.0,2023-04-24T07:00:00.0,2023-04-23T00:00:00.0,2023-04-24T00:00:00.0,690,4020,0,0,150,10,37,121,44,43,1682319600000,true,false,false,false,false,false,false,0,96200873,2023-04-23,TOTAL,16,12,91,1185,169,86,1440,61155,13500,57600,5160,10140,86400,6960,4440,2100,AWAKE,24,19,91,678,164,86,928,18171,13260,27420,5160,9840,55680,6720,4440,2100,ASLEEP,4,4,48,507,5,512,42984,240,30180,300,30720,240,96200873,2023-04-23,72,52,1,HIGHEST,100,MEASURED,2023-04-23T08:47:00.0,LOWEST,79,MEASURED,2023-04-24T03:51:00.0,MOSTRECENT,100,MEASURED,2023-04-24T07:00:00.0,ENDOFDAY,79,MEASURED,2023-04-24T03:55:00.0,STARTOFDAY,80,MEASURED,2023-04-23T07:01:00.0,38,117,84780002,,,,,,,
96200873,2023-04-24,7eaf03a156cf4ec1894f908bd60de513,86400000,2618,504,2114,2618,2618,2618,504,45,11387,13060,11530,11530,2023-04-24T07:00:00.0,2023-04-25T07:00:00.0,2023-04-24T00:00:00.0,2023-04-25T00:00:00.0,2790,5655,5,30,150,10,37,146,44,43,1682406000000,true,true,false,false,false,false,false,0,96200873,2023-04-24,TOTAL,24,18,90,1072,187,178,1437,29989,21060,43260,10680,11220,86220,10980,8580,1500,AWAKE,37,28,90,567,174,176,917,-2441,20820,13200,10560,10440,55020,10740,8580,1500,ASLEEP,9,9,36,505,13,520,32430,240,30060,780,31200,240,96200873,2023-04-24,38,62,1,HIGHEST,100,MEASURED,2023-04-24T07:01:00.0,LOWEST,55,MEASURED,2023-04-25T03:30:00.0,MOSTRECENT,76,MEASURED,2023-04-25T07:00:00.0,ENDOFDAY,57,MEASURED,2023-04-25T03:47:00.0,STARTOFDAY,100,MEASURED,2023-04-24T07:01:00.0,38,145,68400002,2,120,,,,,
96200873,2023-04-25,3e05bbe1eb7f4446965ee7475a729665,86400000,2679,565,2114,2679,2679,2679,565,45,11499,12730,11788,11788,2023-04-25T07:00:00.0,2023-04-26T07:00:00.0,2023-04-25T00:00:00.0,2023-04-26T00:00:00.0,2955,5970,2,31,150,10,40,160,44,45,1682492400000,true,true,false,false,false,false,false,0,96200873,2023-04-25,TOTAL,26,19,94,1036,193,210,1439,25330,24120,38040,12600,11580,86340,11400,9600,3120,AWAKE,44,39,94,533,184,208,925,-9958,23760,8220,12480,11040,55500,11100,9540,3120,ASLEEP,7,8,64,503,9,514,35288,360,29820,540,30840,300,96200873,2023-04-25,75,69,1,HIGHEST,100,MEASURED,2023-04-25T11:00:00.0,LOWEST,44,MEASURED,2023-04-26T03:39:00.0,MOSTRECENT,82,MEASURED,2023-04-26T07:00:00.0,ENDOFDAY,44,MEASURED,2023-04-26T03:53:00.0,STARTOFDAY,76,MEASURED,2023-04-25T07:01:00.0,41,157,84480002,2,120,60,,,,
