startTimeLocal,avgFractionalCadence,manufacturer,pr,maxDoubleCadence,locationName,steps,avgHr,elevationGain,sportType,avgRunCadence,activityId,uuidLsb,maxElevation,maxFractionalCadence,avgSpeed,eventTypeId,movingDuration,startLongitude,rule,startTimeGmt,deviceId,name,maxRunCadence,maxSpeed,timeZoneId,autoCalcCalories,elevationLoss,duration,activityType,purposeful,avgStrideLength,uuidMsb,maxVerticalSpeed,endLatitude,maxHr,startLatitude,vO2MaxValue,distance,userProfileId,lapCount,minElevation,avgDoubleCadence,calories,favorite,endLongitude,elevationCorrected,atpActivity,parent,beginTimestamp,elapsedDuration,calendarDate,deepSleepSeconds,sleepStartTimestampGMT,retro,awakeSleepSeconds,sleepEndTimestampGMT,lightSleepSeconds,sleepWindowConfirmationType,unmeasurableSeconds,userProfilePK,maxHeartRate,uuid,bodyBattery/bodyBatteryStatList/1/statsValue,allDayStress/aggregatorList/1/lowDuration,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatus,dailyStepGoal,allDayStress/aggregatorList/2/averageStressLevel,allDayStress/aggregatorList/1/stressIntensityCount,wellnessStartTimeGmt,includesContinuousMeasurement,wellnessDistanceMeters,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatus,allDayStress/aggregatorList/0/stressIntensityCount,allDayStress/aggregatorList/0/highDuration,allDayStress/aggregatorList/1/averageStressLevel,allDayStress/aggregatorList/0/maxStressLevel,allDayStress/aggregatorList/0/uncategorizedDuration,includesActivityData,allDayStress/aggregatorList/0/totalDuration,allDayStress/aggregatorList/0/stressTooActiveCount,allDayStress/aggregatorList/1/highDuration,wellnessActiveKilocalories,minHeartRate,includesSleepPulseOx,includesAllDayPulseOx,moderateIntensityMinutes,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatType,allDayStress/aggregatorList/0/type,source,allDayStress/aggregatorList/1/stressDuration,bmrKilocalories,bodyBattery/bodyBatteryStatList/1/bodyBatteryStatType,includesCalorieConsumedData,restingHeartRateTimestamp,allDayStress/aggregatorList/1/activityDuration,bodyBattery/calendarDate,highlyActiveSeconds,wellnessStartTimeLocal,maxAvgHeartRate,bodyBattery/bodyBatteryStatList/0/statTimestamp,allDayStress/calendarDate,bodyBattery/bodyBatteryStatList/1/statTimestamp,allDayStress/aggregatorList/1/mediumDuration,allDayStress/aggregatorList/0/restDuration,allDayStress/aggregatorList/1/restDuration,allDayStress/aggregatorList/1/totalDuration,bodyBattery/bodyBatteryStatList/2/bodyBatteryStatType,allDayStress/aggregatorList/0/totalStressIntensity,totalSteps,allDayStress/aggregatorList/1/stressTooActiveCount,activeKilocalories,wellnessEndTimeLocal,bodyBattery/bodyBatteryVersion,bodyBattery/bodyBatteryStatList/2/statTimestamp,allDayStress/aggregatorList/0/mediumDuration,minAvgHeartRate,allDayStress/aggregatorList/1/totalStressIntensity,allDayStress/aggregatorList/2/averageStressLevelIntensity,allDayStress/aggregatorList/2/type,allDayStress/aggregatorList/0/stressDuration,version,allDayStress/userProfilePK,allDayStress/aggregatorList/1/stressOffWristCount,allDayStress/aggregatorList/0/activityDuration,vigorousIntensityMinutes,wellnessEndTimeGmt,bodyBattery/drainedValue,allDayStress/aggregatorList/0/averageStressLevel,allDayStress/aggregatorList/1/type,wellnessKilocalories,restingHeartRate,allDayStress/aggregatorList/0/averageStressLevelIntensity,bodyBattery/userProfilePK,userFloorsAscendedGoal,durationInMilliseconds,bodyBattery/bodyBatteryStatList/0/statsValue,remainingKilocalories,bodyBattery/bodyBatteryStatList/0/bodyBatteryStatus,currentDayRestingHeartRate,allDayStress/aggregatorList/1/maxStressLevel,bodyBattery/bodyBatteryStatList/2/statsValue,allDayStress/aggregatorList/0/totalStressCount,allDayStress/aggregatorList/0/lowDuration,wellnessTotalKilocalories,allDayStress/aggregatorList/1/uncategorizedDuration,includesSingleMeasurement,userIntensityMinutesGoal,totalDistanceMeters,bodyBattery/chargedValue,activeSeconds,allDayStress/aggregatorList/1/totalStressCount,allDayStress/aggregatorList/0/stressOffWristCount,includesWellnessData,allDayStress/aggregatorList/1/averageStressLevelIntensity,totalKilocalories,prevDayMaxStressLevel
1731391664000.0,0.7265625,GARMIN,false,165.0,Spokane,4094.0,144.0,621.77734375,RUNNING,78.0,17520359207.0,-7.574844705258095e+18,58065.05126953125,0.5,0.3176000118255615,9.0,1559443.992614746,-117.39495777525008,subscribers,1731420464000.0,3366988290.0,Spokane Running,82.0,0.3536000013351441,121.0,false,786.82861328125,1564489.013671875,running,false,121.02727008276422,2.331976211657605e+18,0.02605224609375,47.66376187093556,162.0,47.67027536407113,61.0,496914.013671875,96200873.0,4.0,57000.0,157.453125,1344.99642,false,-117.40118796005845,true,false,false,1731420464000.0,1564489.013671875,2024-11-12,0.0,2024-11-12T05:22:00.0,false,120.0,2024-11-12T13:28:00.0,14460.0,ENHANCED_CONFIRMED,0.0,96200873.0,156.0,ee35303bb8ce482c84ff01fb415a154c,63.0,120.0,MEASURED,11840.0,5.0,20.0,2024-11-12T08:00:00.0,false,5178.0,MEASURED,339.0,720.0,73.0,90.0,480.0,true,23220.0,40.0,660.0,321.0,40.0,false,false,1.0,HIGHEST,TOTAL,0.0,1200.0,569.0,LOWEST,false,1731422040000.0,2340.0,2024-11-12,1800.0,2024-11-12T00:00:00.0,154.0,2024-11-12T11:51:00.0,2024-11-12,2024-11-12T08:01:00.0,420.0,18960.0,,3540.0,MOSTRECENT,23864.0,4362.0,39.0,321.0,2024-11-12T06:34:00.0,1.0,2024-11-12T14:34:00.0,420.0,40.0,-1288.0,6.0,ASLEEP,1380.0,23640000.0,96200873.0,,2400.0,25.0,2024-11-12T14:34:00.0,21.0,9.0,AWAKE,890.0,45.0,8.0,96200873.0,10.0,23640000.0,100.0,890.0,MEASURED,45.0,90.0,79.0,387.0,240.0,890.0,,false,150.0,5178.0,37.0,540.0,59.0,8.0,true,73.0,890.0,92.0
1731307555000.0,0.703125,GARMIN,false,169.0,Spokane,8080.0,163.0,7881.158447265625,RUNNING,78.0,17519091924.0,-7.705999533770039e+18,58700.0,0.5,0.3153000116348267,9.0,3091946.990966797,-117.39484529010952,subscribers,1731336355000.0,3366988290.0,Spokane Running,84.0,0.3507999897003174,121.0,false,7896.88720703125,3098367.919921875,running,false,120.18028058665577,-5.822302656626867e+18,0.4063446044921875,47.66372540965676,187.0,47.67023471184075,61.0,976857.03125,96200873.0,7.0,55436.798095703125,157.40625,3029.3844599999998,false,-117.40132617764175,true,false,false,1731336355000.0,3098367.919921875,2024-11-11,2580.0,2024-11-11T04:50:00.0,false,0.0,2024-11-11T13:28:00.0,16920.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,182.0,a628f66b18b64599a592a4b64bd680bb,33.0,13620.0,MEASURED,11800.0,7.0,494.0,2024-11-11T08:00:00.0,false,13301.0,MEASURED,954.0,1680.0,41.0,92.0,11460.0,true,86160.0,291.0,1680.0,807.0,38.0,false,false,3.0,HIGHEST,TOTAL,0.0,23040.0,2080.0,LOWEST,false,1731398400000.0,17340.0,2024-11-11,4975.0,2024-11-11T00:00:00.0,180.0,2024-11-11T08:01:00.0,2024-11-11,2024-11-12T03:42:00.0,7740.0,33840.0,6600.0,56760.0,MOSTRECENT,25744.0,12184.0,289.0,807.0,2024-11-12T00:00:00.0,1.0,2024-11-12T08:00:00.0,7740.0,39.0,-7917.0,7.0,ASLEEP,23400.0,27420002.0,96200873.0,163.0,17460.0,52.0,2024-11-12T08:00:00.0,71.0,25.0,AWAKE,2887.0,45.0,19.0,96200873.0,10.0,86400000.0,100.0,2887.0,MEASURED,46.0,92.0,63.0,1436.0,13980.0,2887.0,9780.0,false,150.0,13301.0,34.0,3666.0,946.0,191.0,true,37.0,2887.0,96.0
1731221053000.0,0.2578125,GARMIN,false,167.0,Spokane,4034.0,160.0,510.72998046875,RUNNING,79.0,17505164254.0,-6.227103151088716e+18,58057.3486328125,0.5,0.3257999897003174,9.0,1535326.9958496094,-117.3948769737035,subscribers,1731249853000.0,3366988290.0,Spokane Running,83.0,0.35269999504089355,121.0,false,868.07861328125,1536880.9814453125,running,false,123.34448376978808,-5.255406884289821e+18,0.0340179443359375,47.66375130973756,183.0,47.67031869851053,61.0,500766.015625,96200873.0,4.0,57000.0,158.515625,1525.16728,false,-117.40108611993492,true,false,false,1731249853000.0,1536880.9814453125,2024-11-10,0.0,2024-11-10T03:20:00.0,false,1680.0,2024-11-10T13:28:00.0,17820.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,176.0,9da4a217ed2f4c619615d597fc5ac8e7,34.0,4740.0,MEASURED,11900.0,5.0,487.0,2024-11-10T08:00:00.0,false,10576.0,MEASURED,989.0,4200.0,33.0,96.0,11760.0,true,86280.0,253.0,4200.0,668.0,39.0,false,false,1.0,HIGHEST,TOTAL,0.0,13440.0,2080.0,LOWEST,false,1731312000000.0,15060.0,2024-11-10,2230.0,2024-11-10T00:00:00.0,175.0,2024-11-10T09:59:00.0,2024-11-10,2024-11-10T22:40:00.0,4500.0,45360.0,15780.0,55020.0,MOSTRECENT,46033.0,10842.0,251.0,668.0,2024-11-11T00:00:00.0,1.0,2024-11-11T08:00:00.0,4500.0,39.0,6215.0,6.0,ASLEEP,13980.0,54660002.0,96200873.0,179.0,15180.0,28.0,2024-11-11T08:00:00.0,72.0,19.0,AWAKE,2748.0,45.0,14.0,96200873.0,10.0,86400000.0,100.0,2748.0,MEASURED,44.0,96.0,100.0,1438.0,5280.0,2748.0,10740.0,false,150.0,10576.0,89.0,6355.0,917.0,196.0,true,22.0,2748.0,92.0
1731139444000.0,0.5,GARMIN,false,174.0,Spokane,12108.0,160.0,9025.244140625,RUNNING,79.0,17497876455.0,-4.947116514958316e+18,58045.166015625,0.0,0.31770000457763675,9.0,4598488.971710205,-117.39466088823974,subscribers,1731168244000.0,3366988290.0,Spokane Running,87.0,0.38440001010894775,121.0,false,9244.366455078125,4604346.19140625,running,false,119.8703949662607,6.700640554768026e+18,0.10884806315104167,47.66378927975893,182.0,47.670302437618375,61.0,1462696.97265625,96200873.0,10.0,52206.988525390625,159.0,4395.33098,false,-117.40137512795627,true,false,false,1731168244000.0,4604346.19140625,2024-11-09,0.0,2024-11-09T06:23:00.0,false,0.0,2024-11-09T14:24:00.0,13800.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,178.0,daeb4759b3b04d0aa7bda7db2411e7ba,39.0,7020.0,MEASURED,11300.0,7.0,635.0,2024-11-09T08:00:00.0,false,16376.0,MEASURED,1007.0,1080.0,26.0,92.0,8400.0,true,86340.0,292.0,1080.0,1039.0,36.0,false,false,1.0,HIGHEST,TOTAL,0.0,14040.0,2080.0,LOWEST,false,1731225600000.0,17520.0,2024-11-09,5665.0,2024-11-09T00:00:00.0,176.0,2024-11-09T08:35:00.0,2024-11-09,2024-11-09T21:03:00.0,5940.0,46140.0,24060.0,63300.0,MOSTRECENT,40348.0,14273.0,292.0,1039.0,2024-11-10T00:00:00.0,1.0,2024-11-10T08:00:00.0,5940.0,37.0,14306.0,8.0,ASLEEP,14280.0,33660002.0,96200873.0,128.0,17520.0,78.0,2024-11-10T08:00:00.0,73.0,19.0,AWAKE,3119.0,46.0,15.0,96200873.0,10.0,86400000.0,100.0,3119.0,MEASURED,44.0,92.0,83.0,1439.0,7260.0,3119.0,7680.0,false,150.0,16376.0,62.0,2430.0,1055.0,140.0,true,20.0,3119.0,90.0
1731047822000.0,0.3046875,GARMIN,false,185.0,Spokane,7824.0,148.0,4591.36962890625,RUNNING,80.0,17488746162.0,-6.578269372111836e+18,58049.59716796875,0.5,0.33529999256134035,9.0,2918622.989654541,-117.39471696317196,subscribers,1731076622000.0,3366988290.0,Spokane Running,92.0,0.3723000049591065,121.0,false,4712.408447265625,2921000.9765625,running,false,125.27932617931619,5.974843210070114e+18,0.113275146484375,47.663764553144574,168.0,47.670292630791664,61.0,979529.00390625,96200873.0,7.0,55495.78857421875,160.609375,2463.7317599999997,false,-117.40116013213992,true,false,false,1731076622000.0,2921000.9765625,2024-11-08,2280.0,2024-11-08T05:04:00.0,false,180.0,2024-11-08T13:27:00.0,14940.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,162.0,8c434b0f31e043aaaddae90c96d1abdc,45.0,8580.0,MEASURED,11120.0,6.0,600.0,2024-11-08T08:00:00.0,false,13974.0,MODELED,986.0,1740.0,28.0,90.0,9720.0,true,86400.0,292.0,1740.0,729.0,38.0,false,false,1.0,HIGHEST,TOTAL,0.0,15900.0,2080.0,LOWEST,false,1731139200000.0,17460.0,2024-11-08,4860.0,2024-11-08T00:00:00.0,160.0,2024-11-08T08:24:00.0,2024-11-08,2024-11-09T02:26:00.0,5580.0,43020.0,20100.0,60600.0,MOSTRECENT,41155.0,12913.0,291.0,729.0,2024-11-09T00:00:00.0,1.0,2024-11-09T08:00:00.0,5640.0,38.0,11127.0,6.0,ASLEEP,16140.0,84420003.0,96200873.0,119.0,17520.0,49.0,2024-11-09T08:00:00.0,73.0,19.0,AWAKE,2809.0,46.0,15.0,96200873.0,10.0,86400000.0,100.0,2809.0,MEASURED,42.0,90.0,94.0,1440.0,8760.0,2809.0,7140.0,false,150.0,13974.0,70.0,5253.0,1010.0,162.0,true,21.0,2809.0,94.0
1730959813000.0,0.078125,GARMIN,false,173.0,Spokane,3980.0,143.0,766.27197265625,RUNNING,79.0,17480645822.0,-7.188859368064118e+18,58049.114990234375,0.5,0.32679998874664307,9.0,1512407.0014953613,-117.39463943056762,subscribers,1730988613000.0,3366988290.0,Spokane Running,86.0,0.3619999885559082,121.0,false,766.27197265625,1518103.02734375,running,false,123.95599487346524,-4.783588019820475e+18,0.023706054687500002,47.66371442936361,159.0,47.67022356390953,61.0,496056.005859375,96200873.0,4.0,57000.0,158.15625,1277.9560999999999,false,-117.40125132724643,true,false,false,1730988613000.0,1518103.02734375,2024-11-07,1740.0,2024-11-07T04:49:00.0,false,0.0,2024-11-07T13:26:00.0,15240.0,ENHANCED_CONFIRMED_FINAL,1140.0,96200873.0,152.0,ab2a45bcc066406f8d84fb18ab74dab8,61.0,6300.0,MEASURED,11360.0,9.0,594.0,2024-11-07T08:00:00.0,false,9036.0,MEASURED,1049.0,1500.0,23.0,94.0,8400.0,true,86340.0,250.0,1500.0,436.0,38.0,false,false,1.0,HIGHEST,TOTAL,0.0,11880.0,2080.0,LOWEST,false,1731052800000.0,14940.0,2024-11-07,3951.0,2024-11-07T00:00:00.0,150.0,2024-11-07T11:21:00.0,2024-11-07,2024-11-08T01:31:00.0,4080.0,50700.0,23760.0,55680.0,MOSTRECENT,46863.0,8969.0,249.0,436.0,2024-11-08T00:00:00.0,1.0,2024-11-08T08:00:00.0,4080.0,38.0,17614.0,9.0,ASLEEP,12240.0,52560002.0,96200873.0,85.0,15000.0,25.0,2024-11-08T08:00:00.0,70.0,17.0,AWAKE,2516.0,47.0,14.0,96200873.0,10.0,86400000.0,100.0,2516.0,MEASURED,45.0,94.0,97.0,1439.0,6660.0,2516.0,5100.0,false,150.0,9036.0,89.0,4159.0,928.0,140.0,true,18.0,2516.0,92.0
1730875365000.0,0.859375,GARMIN,false,169.0,Spokane,7758.0,158.0,5067.974853515625,RUNNING,79.0,17473021420.0,-7.458421210463569e+18,58045.013427734375,0.5,0.3328999996185303,9.0,2918795.9938049316,-117.39482634700835,subscribers,1730904165000.0,3366988290.0,Spokane Running,84.0,0.3806999921798706,121.0,false,5112.98828125,2924947.998046875,running,false,125.04854975453942,-3.9489197056438897e+18,0.11226196289062501,47.663771007210016,182.0,47.67033504322171,61.0,973623.046875,96200873.0,7.0,55490.130615234375,159.71875,2819.8834599999996,false,-117.4012512434274,true,false,false,1730904165000.0,2924947.998046875,2024-11-06,0.0,2024-11-06T04:53:00.0,false,120.0,2024-11-06T13:28:00.0,16920.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,178.0,1fa6a13d8b034584a7b039daf987030b,43.0,7380.0,MEASURED,11270.0,8.0,459.0,2024-11-06T08:00:00.0,false,13285.0,MEASURED,955.0,2640.0,38.0,92.0,14040.0,true,86280.0,249.0,2580.0,773.0,42.0,false,false,2.0,HIGHEST,TOTAL,0.0,16860.0,2080.0,LOWEST,false,1730966400000.0,14820.0,2024-11-06,4690.0,2024-11-06T00:00:00.0,178.0,2024-11-06T08:49:00.0,2024-11-06,2024-11-07T03:23:00.0,6900.0,39960.0,10680.0,54600.0,MOSTRECENT,32522.0,12118.0,247.0,773.0,2024-11-07T00:00:00.0,1.0,2024-11-07T08:00:00.0,7020.0,43.0,-2194.0,8.0,ASLEEP,17340.0,55980002.0,96200873.0,204.0,14940.0,50.0,2024-11-07T08:00:00.0,73.0,22.0,AWAKE,2853.0,48.0,17.0,96200873.0,10.0,86400000.0,100.0,2853.0,MEASURED,48.0,92.0,78.0,1438.0,7680.0,2853.0,12240.0,false,150.0,13285.0,60.0,3017.0,910.0,234.0,true,28.0,2853.0,97.0
1730786780000.0,0.3828125,GARMIN,false,165.0,Spokane,4088.0,149.0,782.1044921875,RUNNING,78.0,17464227509.0,-8.817183720344426e+18,58039.434814453125,0.5,0.3148000001907349,9.0,1569908.9965820312,-117.39473892375827,subscribers,1730815580000.0,3366988290.0,Spokane Running,82.0,0.36300001144409183,121.0,false,792.73681640625,1573735.9619140625,running,false,120.47828152611825,-6.802961304641519e+18,0.024860636393229166,47.66373949125409,176.0,47.670326912775636,61.0,495335.986328125,96200873.0,4.0,57000.0,156.765625,1403.6566999999998,false,-117.40119768306613,true,false,false,1730815580000.0,1573735.9619140625,2024-11-05,540.0,2024-11-05T04:49:00.0,false,780.0,2024-11-05T13:25:00.0,19860.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,171.0,2487bd30f06a46328d833ec3206b3bf2,44.0,11580.0,MEASURED,11440.0,7.0,570.0,2024-11-05T08:00:00.0,false,10266.0,MEASURED,1065.0,3240.0,37.0,97.0,8280.0,true,86280.0,235.0,3240.0,560.0,41.0,false,false,2.0,HIGHEST,TOTAL,0.0,21180.0,2080.0,LOWEST,false,1730880000000.0,14100.0,2024-11-05,2265.0,2024-11-05T00:00:00.0,169.0,2024-11-05T12:09:00.0,2024-11-05,2024-11-06T03:07:00.0,6360.0,42720.0,13020.0,55680.0,MOSTRECENT,34594.0,10588.0,235.0,560.0,2024-11-06T00:00:00.0,1.0,2024-11-06T08:00:00.0,6360.0,41.0,-1326.0,7.0,ASLEEP,21180.0,66900002.0,96200873.0,123.0,14100.0,27.0,2024-11-06T08:00:00.0,69.0,23.0,AWAKE,2640.0,48.0,17.0,96200873.0,10.0,86400000.0,100.0,2640.0,MEASURED,46.0,97.0,91.0,1438.0,11580.0,2640.0,7380.0,false,150.0,10266.0,84.0,6015.0,928.0,138.0,true,26.0,2640.0,93.0
1730702080000.0,0.0546875,GARMIN,false,174.0,Spokane,7798.0,165.0,5310.2294921875,RUNNING,80.0,17456308653.0,-8.949272266220606e+18,58024.114990234375,0.0,0.3335000038146973,9.0,2919015.0146484375,-117.39474445581436,subscribers,1730730880000.0,3366988290.0,Spokane Running,87.0,0.4328999996185303,121.0,false,5310.2294921875,2923986.083984375,running,false,124.8554560259344,-7.036933686742597e+18,0.13016357421875,47.663807552307844,189.0,47.670290200039744,61.0,975037.01171875,96200873.0,7.0,55500.0,160.109375,2958.1541199999997,false,-117.40118435584009,true,false,false,1730730880000.0,2923986.083984375,2024-11-04,600.0,2024-11-04T05:23:00.0,false,60.0,2024-11-04T13:29:00.0,17700.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,186.0,8ba3d6eff785440b994583e8aa16bc7a,37.0,9180.0,MEASURED,11610.0,7.0,521.0,2024-11-04T08:00:00.0,false,12161.0,MEASURED,1007.0,2880.0,38.0,93.0,6780.0,true,86340.0,319.0,2880.0,775.0,39.0,false,false,2.0,HIGHEST,TOTAL,0.0,19080.0,2080.0,LOWEST,false,1730793600000.0,19020.0,2024-11-04,3840.0,2024-11-04T00:00:00.0,184.0,2024-11-04T11:37:00.0,2024-11-04,2024-11-05T01:40:00.0,7020.0,41160.0,12180.0,56340.0,MOSTRECENT,31645.0,10764.0,317.0,775.0,2024-11-05T00:00:00.0,1.0,2024-11-05T08:00:00.0,7020.0,40.0,-2686.0,8.0,ASLEEP,19260.0,69840002.0,96200873.0,101.0,19140.0,49.0,2024-11-05T08:00:00.0,74.0,23.0,AWAKE,2855.0,48.0,18.0,96200873.0,10.0,86400000.0,100.0,2855.0,MEASURED,49.0,93.0,76.0,1439.0,9360.0,2855.0,6060.0,false,150.0,12161.0,77.0,2305.0,939.0,113.0,true,28.0,2855.0,90.0
1730615745000.0,0.1640625,GARMIN,false,170.0,Spokane,7650.0,156.0,4972.186279296875,RUNNING,80.0,17448881387.0,-7.33314937141665e+18,58047.967529296875,0.0,0.3385999917984009,9.0,2866731.023788452,-117.39471025764942,subscribers,1730644545000.0,3366988290.0,Spokane Running,85.0,0.4907999992370606,121.0,false,5179.693603515625,2870397.94921875,running,false,126.70317271618752,-9.159157952587477e+18,0.38973388671875003,47.66373605467379,190.0,47.670292630791664,61.0,971865.0390625,96200873.0,7.0,55500.0,160.328125,2706.75292,false,-117.40118779242039,true,false,false,1730644545000.0,2870397.94921875,2024-11-03,0.0,2024-11-03T03:13:00.0,false,900.0,2024-11-03T13:25:00.0,16320.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,182.0,ec31c4c4f2664f099dc8d0a920fdd8aa,28.0,10560.0,MEASURED,11660.0,10.0,555.0,2024-11-03T08:00:00.0,false,12584.0,MEASURED,1032.0,4740.0,42.0,90.0,9720.0,true,86280.0,244.0,4740.0,780.0,42.0,false,false,1.0,HIGHEST,TOTAL,0.0,23280.0,2080.0,LOWEST,false,1730707200000.0,14640.0,2024-11-03,3810.0,2024-11-03T00:00:00.0,179.0,2024-11-03T11:32:00.0,2024-11-03,2024-11-04T01:44:00.0,7980.0,38520.0,10020.0,57000.0,MOSTRECENT,21973.0,11165.0,244.0,780.0,2024-11-04T00:00:00.0,1.0,2024-11-04T08:00:00.0,7980.0,42.0,-7309.0,10.0,ASLEEP,23400.0,41100002.0,96200873.0,151.0,14640.0,49.0,2024-11-04T08:00:00.0,75.0,27.0,AWAKE,2860.0,48.0,20.0,96200873.0,10.0,86400000.0,100.0,2860.0,MEASURED,49.0,90.0,73.0,1438.0,10680.0,2860.0,9060.0,false,150.0,12584.0,65.0,3530.0,950.0,162.0,true,34.0,2860.0,88.0
1730529820000.0,0.171875,GARMIN,false,169.0,Spokane,8208.0,156.0,6000.72021484375,RUNNING,79.0,17441681858.0,-6.341886622815783e+18,58000.0,0.5,0.30950000286102297,9.0,3132906.005859375,-117.39474479109049,subscribers,1730555020000.0,3366988290.0,Spokane Running,84.0,0.3563999891281128,121.0,false,6300.72021484375,3136733.88671875,running,false,117.29061433078553,-2.6641266507125053e+18,0.6926513671875001,47.66375399194658,178.0,47.67026538960636,61.0,970912.01171875,96200873.0,7.0,55500.0,158.34375,2916.2539199999997,false,-117.40124269388616,true,false,false,1730555020000.0,3136733.88671875,2024-11-02,3300.0,2024-11-02T04:12:00.0,false,0.0,2024-11-02T12:26:00.0,16440.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,173.0,e56eda4af6d84597b9c422c48d197495,28.0,6900.0,MEASURED,11620.0,7.0,496.0,2024-11-02T07:00:00.0,false,12647.0,MEASURED,962.0,3300.0,44.0,88.0,11880.0,true,86220.0,277.0,3300.0,763.0,40.0,false,false,4.0,HIGHEST,TOTAL,0.0,20940.0,2080.0,LOWEST,false,1730617200000.0,16620.0,2024-11-02,4401.0,2024-11-02T00:00:00.0,172.0,2024-11-02T10:39:00.0,2024-11-02,2024-11-02T22:20:00.0,10740.0,36780.0,8820.0,57180.0,MOSTRECENT,24981.0,11816.0,277.0,763.0,2024-11-03T00:00:00.0,1.0,2024-11-03T07:00:00.0,10740.0,41.0,-7937.0,8.0,ASLEEP,20940.0,70680002.0,96200873.0,180.0,16620.0,53.0,2024-11-03T07:00:00.0,79.0,26.0,AWAKE,2843.0,48.0,19.0,96200873.0,10.0,86400000.0,100.0,2843.0,MEASURED,46.0,88.0,75.0,1437.0,6900.0,2843.0,10800.0,false,150.0,12647.0,75.0,3480.0,953.0,198.0,true,37.0,2843.0,93.0
1730443099000.0,0.1875,GARMIN,false,172.0,Spokane,7986.0,150.0,5726.092529296875,RUNNING,80.0,17431658435.0,-8.996197238137055e+18,58000.0,0.0,0.32309999465942385,9.0,2997920.0134277344,-117.39468234591186,subscribers,1730468299000.0,3366988290.0,Spokane Running,86.0,0.3499000072479248,121.0,false,5946.209716796875,3003043.9453125,running,false,120.8961895566046,3.3465126151585956e+18,0.9767333984375001,47.66373546794057,170.0,47.669876385480165,61.0,970405.95703125,96200873.0,7.0,55120.001220703125,160.375,2631.33256,false,-117.4013445340097,true,false,false,1730468299000.0,3003888.916015625,2024-11-01,4260.0,2024-11-01T03:59:00.0,false,0.0,2024-11-01T12:26:00.0,18120.0,ENHANCED_CONFIRMED_FINAL,0.0,96200873.0,166.0,efc1f0b13bfc4c60af2b6d1562c68f1d,34.0,7860.0,MEASURED,11480.0,7.0,541.0,2024-11-01T07:00:00.0,false,13643.0,MEASURED,976.0,2700.0,34.0,93.0,8220.0,true,86340.0,326.0,2700.0,809.0,41.0,false,false,2.0,HIGHEST,TOTAL,0.0,17700.0,2080.0,LOWEST,false,1730530800000.0,19560.0,2024-11-01,4570.0,2024-11-01T00:00:00.0,164.0,2024-11-01T10:31:00.0,2024-11-01,2024-11-02T01:05:00.0,7140.0,40500.0,14760.0,56220.0,MOSTRECENT,33700.0,12827.0,326.0,809.0,2024-11-02T00:00:00.0,1.0,2024-11-02T07:00:00.0,7140.0,42.0,2837.0,8.0,ASLEEP,18060.0,55740002.0,96200873.0,70.0,19560.0,51.0,2024-11-02T07:00:00.0,76.0,22.0,AWAKE,2889.0,48.0,17.0,96200873.0,10.0,86400000.0,100.0,2889.0,MEASURED,48.0,93.0,79.0,1439.0,8220.0,2889.0,4200.0,false,150.0,13643.0,80.0,4270.0,937.0,137.0,true,24.0,2889.0,90.0
