sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro
2024-08-05T02:58:00.0,2024-08-05T12:28:00.0,2024-08-05,ENHANCED_CONFIRMED_FINAL,1800,18120,14160,120,0,false
2024-08-06T03:21:00.0,2024-08-06T12:26:00.0,2024-08-06,ENHANCED_CONFIRMED_FINAL,6420,14580,11640,60,0,false
2024-08-07T03:23:00.0,2024-08-07T12:28:00.0,2024-08-07,ENHANCED_CONFIRMED_FINAL,4800,20580,7260,60,0,false
2024-08-08T03:39:00.0,2024-08-08T12:26:00.0,2024-08-08,ENHANCED_CONFIRMED_FINAL,1800,20760,8820,240,0,false
2024-08-09T02:53:00.0,2024-08-09T12:26:00.0,2024-08-09,ENHANCED_CONFIRMED,4200,18540,11040,600,0,false
2024-08-10T03:06:00.0,2024-08-10T12:30:00.0,2024-08-10,ENHANCED_CONFIRMED,5460,18780,9360,240,0,false
2024-08-11T03:51:00.0,2024-08-11T15:10:00.0,2024-08-11,ENHANCED_CONFIRMED,2520,21420,16260,540,0,false
2024-08-12T04:24:00.0,2024-08-12T12:28:00.0,2024-08-12,ENHANCED_CONFIRMED,1320,17700,9960,60,0,false
2024-08-13T03:24:00.0,2024-08-13T12:26:00.0,2024-08-13,ENHANCED_CONFIRMED_FINAL,3840,19140,7920,120,1500,false
2024-08-14T04:36:00.0,2024-08-14T12:26:00.0,2024-08-14,ENHANCED_CONFIRMED_FINAL,2880,15300,9960,60,0,false
2024-08-15T03:42:00.0,2024-08-15T12:28:00.0,2024-08-15,ENHANCED_CONFIRMED_FINAL,3960,16260,11280,60,0,false
2024-08-16T02:54:00.0,2024-08-16T12:25:00.0,2024-08-16,ENHANCED_CONFIRMED_FINAL,6300,17580,9480,0,900,false
2024-08-17T03:53:00.0,2024-08-17T12:34:00.0,2024-08-17,ENHANCED_CONFIRMED_FINAL,3960,20340,6420,540,0,false
2024-08-18T03:28:00.0,2024-08-18T12:27:00.0,2024-08-18,ENHANCED_CONFIRMED_FINAL,7140,18420,6660,120,0,false
2024-08-19T03:33:00.0,2024-08-19T12:28:00.0,2024-08-19,ENHANCED_CONFIRMED_FINAL,1920,20160,10020,0,0,false
2024-08-20T02:46:00.0,2024-08-20T12:26:00.0,2024-08-20,ENHANCED_CONFIRMED_FINAL,3960,20520,10260,60,0,false
2024-08-21T03:46:00.0,2024-08-21T12:26:00.0,2024-08-21,ENHANCED_CONFIRMED_FINAL,6360,14640,10200,0,0,false
2024-08-22T03:13:00.0,2024-08-22T12:26:00.0,2024-08-22,ENHANCED_CONFIRMED_FINAL,0,21240,11820,120,0,false
2024-08-23T03:34:00.0,2024-08-23T12:27:00.0,2024-08-23,ENHANCED_CONFIRMED_FINAL,4500,18360,9060,60,0,false
2024-08-24T04:47:00.0,2024-08-24T12:30:00.0,2024-08-24,ENHANCED_CONFIRMED_FINAL,4620,16560,6540,60,0,false
2024-08-25T04:27:00.0,2024-08-25T12:27:00.0,2024-08-25,ENHANCED_CONFIRMED_FINAL,2760,15660,10320,60,0,false
2024-08-26T04:01:00.0,2024-08-26T12:27:00.0,2024-08-26,ENHANCED_CONFIRMED_FINAL,2580,15180,11640,60,900,false
2024-08-27T03:26:00.0,2024-08-27T12:03:00.0,2024-08-27,ENHANCED_CONFIRMED_FINAL,3900,15900,11160,60,0,false
2024-08-28T03:46:00.0,2024-08-28T12:26:00.0,2024-08-28,ENHANCED_CONFIRMED_FINAL,0,16800,13500,900,0,false
2024-08-29T04:05:00.0,2024-08-29T12:01:00.0,2024-08-29,ENHANCED_CONFIRMED_FINAL,2820,16440,8580,720,0,false
2024-08-30T02:57:00.0,2024-08-30T12:28:00.0,2024-08-30,ENHANCED_CONFIRMED_FINAL,1380,23580,6300,0,3000,false
2024-08-31T04:54:00.0,2024-08-31T13:02:00.0,2024-08-31,ENHANCED_CONFIRMED_FINAL,4620,17160,7500,0,0,false
2024-09-01T04:34:00.0,2024-09-01T12:26:00.0,2024-09-01,ENHANCED_CONFIRMED,3600,18000,6600,120,0,false
2024-09-02T03:10:00.0,2024-09-02T12:28:00.0,2024-09-02,ENHANCED_CONFIRMED_FINAL,0,17280,16020,180,0,false
2024-09-03T04:10:00.0,2024-09-03T12:02:00.0,2024-09-03,ENHANCED_CONFIRMED_FINAL,0,13500,14700,120,0,false
2024-09-04T04:27:00.0,2024-09-04T12:27:00.0,2024-09-04,ENHANCED_CONFIRMED_FINAL,1680,18360,8760,0,0,false
2024-09-05T03:59:00.0,2024-09-05T12:00:00.0,2024-09-05,ENHANCED_CONFIRMED_FINAL,0,19260,9120,480,0,false
2024-09-06T04:44:00.0,2024-09-06T12:29:00.0,2024-09-06,ENHANCED_CONFIRMED_FINAL,2280,17820,7800,0,0,false
2024-09-07T03:58:00.0,2024-09-07T12:29:00.0,2024-09-07,ENHANCED_CONFIRMED_FINAL,1920,15660,13080,0,0,false
2024-09-08T03:26:00.0,2024-09-08T12:29:00.0,2024-09-08,ENHANCED_CONFIRMED_FINAL,0,24000,8580,0,0,false
2024-09-09T04:22:00.0,2024-09-09T12:28:00.0,2024-09-09,ENHANCED_CONFIRMED_FINAL,2940,15240,10920,60,0,false
2024-09-10T04:15:00.0,2024-09-10T12:00:00.0,2024-09-10,ENHANCED_CONFIRMED_FINAL,0,11640,15960,300,0,false
2024-09-11T03:00:00.0,2024-09-11T12:28:00.0,2024-09-11,ENHANCED_CONFIRMED_FINAL,0,12960,17940,2460,720,false
