sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro
2022-05-28T03:34:00.0,2022-05-28T16:11:00.0,2022-05-28,ENHANCED_CONFIRMED_FINAL,0,28020,16740,660,0,false
2022-05-29T04:49:00.0,2022-05-29T13:32:00.0,2022-05-29,ENHANCED_CONFIRMED,1440,17820,12060,60,0,false
2022-05-30T03:42:00.0,2022-05-30T14:26:00.0,2022-05-30,OFF_WRIST,0,0,,0,0,false
2022-05-31T03:22:00.0,2022-05-31T15:56:00.0,2022-05-31,OFF_WRIST,0,0,,0,0,false
2022-06-01T03:12:00.0,2022-06-01T12:33:00.0,2022-06-01,OFF_WRIST,0,0,,0,0,false
2022-06-02T03:26:00.0,2022-06-02T13:15:00.0,2022-06-02,OFF_WRIST,0,0,,0,0,false
2022-06-03T04:06:00.0,2022-06-03T12:33:00.0,2022-06-03,ENHANCED_CONFIRMED_FINAL,1140,17460,11820,0,0,false
2022-06-04T05:13:00.0,2022-06-04T14:33:00.0,2022-06-04,ENHANCED_CONFIRMED_FINAL,540,21900,11100,60,0,false
2022-06-05T03:32:00.0,2022-06-05T16:56:00.0,2022-06-05,OFF_WRIST,0,0,,0,0,false
2022-06-06T03:02:00.0,2022-06-06T14:31:00.0,2022-06-06,OFF_WRIST,0,0,,0,0,false
2022-06-07T03:01:00.0,2022-06-07T13:23:00.0,2022-06-07,OFF_WRIST,0,0,,0,0,false
2022-06-08T04:02:00.0,2022-06-08T12:33:00.0,2022-06-08,ENHANCED_CONFIRMED_FINAL,1500,12600,15780,780,0,false
2022-06-09T05:11:00.0,2022-06-09T12:54:00.0,2022-06-09,ENHANCED_CONFIRMED,0,11460,16320,0,0,false
2022-06-10T03:01:00.0,2022-06-10T13:34:00.0,2022-06-10,OFF_WRIST,0,0,,0,0,false
2022-06-11T03:27:00.0,2022-06-11T16:31:00.0,2022-06-11,OFF_WRIST,0,0,,0,0,false
2022-06-12T04:37:00.0,2022-06-12T17:06:00.0,2022-06-12,OFF_WRIST,0,0,,0,0,false
2022-06-13T03:01:00.0,2022-06-13T13:25:00.0,2022-06-13,OFF_WRIST,0,0,,0,0,false
