sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro
2024-04-27T04:28:00.0,2024-04-27T12:20:00.0,2024-04-27,ENHANCED_CONFIRMED_FINAL,4020,17340,5640,1320,0,false
2024-04-28T04:53:00.0,2024-04-28T12:46:00.0,2024-04-28,ENHANCED_CONFIRMED_FINAL,0,17760,10560,60,0,false
2024-04-29T04:42:00.0,2024-04-29T12:29:00.0,2024-04-29,ENHANCED_CONFIRMED_FINAL,2820,16140,7200,300,1560,false
2024-04-30T04:10:00.0,2024-04-30T12:26:00.0,2024-04-30,ENHANCED_CONFIRMED_FINAL,1740,19800,8040,180,0,false
2024-05-01T04:44:00.0,2024-05-01T12:28:00.0,2024-05-01,ENHANCED_CONFIRMED_FINAL,1620,15120,11040,60,0,false
2024-05-02T03:24:00.0,2024-05-02T12:27:00.0,2024-05-02,ENHANCED_CONFIRMED,1260,16320,14040,960,0,false
2024-05-03T03:40:00.0,2024-05-03T12:30:00.0,2024-05-03,ENHANCED_CONFIRMED_FINAL,420,20460,10860,60,0,false
2024-05-04T04:22:00.0,2024-05-04T12:23:00.0,2024-05-04,ENHANCED_CONFIRMED_FINAL,840,18660,9360,0,0,false
2024-05-05T03:39:00.0,2024-05-05T13:03:00.0,2024-05-05,ENHANCED_CONFIRMED_FINAL,3420,19740,9960,720,0,false
2024-05-06T04:32:00.0,2024-05-06T12:26:00.0,2024-05-06,ENHANCED_CONFIRMED_FINAL,0,16560,11220,660,0,false
2024-05-07T04:36:00.0,2024-05-07T12:28:00.0,2024-05-07,ENHANCED_CONFIRMED_FINAL,2280,17460,8400,180,0,false
2024-05-08T04:41:00.0,2024-05-08T12:27:00.0,2024-05-08,ENHANCED_CONFIRMED_FINAL,900,17400,9540,120,0,false
2024-05-09T03:11:00.0,2024-05-09T12:20:00.0,2024-05-09,ENHANCED_CONFIRMED_FINAL,960,19440,10440,2100,0,false
2024-05-10T04:27:00.0,2024-05-10T12:28:00.0,2024-05-10,ENHANCED_CONFIRMED_FINAL,3420,22020,3360,60,0,false
2024-05-11T04:46:00.0,2024-05-11T12:17:01.0,2024-05-11,AUTO_CONFIRMED_FINAL,7620,19320,,120,0,false
2024-05-12T04:46:00.0,2024-05-12T16:29:00.0,2024-05-12,ENHANCED_CONFIRMED_FINAL,1380,26760,13440,600,0,false
2024-05-13T04:50:00.0,2024-05-13T15:03:00.0,2024-05-13,ENHANCED_CONFIRMED_FINAL,5580,22920,7680,600,0,false
2024-05-14T03:55:00.0,2024-05-14T12:26:00.0,2024-05-14,ENHANCED_CONFIRMED_FINAL,3540,19800,7260,60,0,false
2024-05-15T04:19:00.0,2024-05-15T13:33:00.0,2024-05-15,ENHANCED_CONFIRMED_FINAL,4740,15780,12540,180,0,false
2024-05-16T04:51:00.0,2024-05-16T15:01:00.0,2024-05-16,ENHANCED_CONFIRMED_FINAL,1860,24480,10200,60,0,false
2024-05-17T03:22:00.0,2024-05-17T12:27:00.0,2024-05-17,ENHANCED_CONFIRMED_FINAL,3120,16800,12540,240,0,false
2024-05-18T04:59:00.0,2024-05-18T13:01:00.0,2024-05-18,ENHANCED_CONFIRMED_FINAL,0,18480,10320,120,0,false
2024-05-19T04:51:00.0,2024-05-19T14:48:00.0,2024-05-19,ENHANCED_CONFIRMED_FINAL,1860,22260,11520,180,0,false
2024-05-20T03:51:00.0,2024-05-20T12:26:00.0,2024-05-20,ENHANCED_CONFIRMED,540,16380,13800,180,0,false
2024-05-21T02:59:00.0,2024-05-21T13:38:00.0,2024-05-21,ENHANCED_CONFIRMED_FINAL,720,22440,14340,120,720,false
2024-05-22T03:21:00.0,2024-05-22T12:27:00.0,2024-05-22,ENHANCED_CONFIRMED,1080,18300,13200,180,0,false
2024-05-23T03:16:00.0,2024-05-23T12:25:00.0,2024-05-23,ENHANCED_CONFIRMED,960,19020,12840,120,0,false
2024-05-24T04:51:00.0,2024-05-24T13:03:00.0,2024-05-24,ENHANCED_CONFIRMED,2520,15480,11520,0,0,false
2024-05-25T02:39:00.0,2024-05-25T12:25:00.0,2024-05-25,ENHANCED_CONFIRMED,2100,16440,16620,0,0,false
2024-05-26T03:44:00.0,2024-05-26T12:27:00.0,2024-05-26,ENHANCED_CONFIRMED,3180,18660,9420,120,0,false
2024-05-27T03:05:00.0,2024-05-27T12:26:00.0,2024-05-27,ENHANCED_CONFIRMED_FINAL,0,21780,11820,60,0,false
2024-05-28T04:19:00.0,2024-05-28T13:10:00.0,2024-05-28,ENHANCED_CONFIRMED,0,17400,13680,780,0,false
2024-05-29T03:04:00.0,2024-05-29T15:06:00.0,2024-05-29,ENHANCED_CONFIRMED,4560,24780,13800,180,0,false
2024-05-30T03:46:00.0,2024-05-30T13:32:00.0,2024-05-30,ENHANCED_CONFIRMED_FINAL,4140,19320,11400,300,0,false
2024-05-31T02:44:00.0,2024-05-31T12:27:00.0,2024-05-31,ENHANCED_CONFIRMED_FINAL,2880,18780,12960,360,0,false
2024-06-01T04:11:00.0,2024-06-01T12:28:00.0,2024-06-01,ENHANCED_CONFIRMED_FINAL,1980,20100,7560,180,0,false
2024-06-02T04:25:00.0,2024-06-02T12:26:00.0,2024-06-02,ENHANCED_CONFIRMED,4020,14820,10020,0,0,false
2024-06-03T03:28:00.0,2024-06-03T12:30:00.0,2024-06-03,ENHANCED_CONFIRMED_FINAL,3960,19020,9360,180,0,false
2024-06-04T04:22:00.0,2024-06-04T12:27:00.0,2024-06-04,ENHANCED_CONFIRMED_FINAL,3840,16320,8940,0,0,false
2024-06-05T04:03:00.0,2024-06-05T12:26:00.0,2024-06-05,ENHANCED_CONFIRMED_FINAL,0,17460,12720,0,0,false
2024-06-06T03:42:00.0,2024-06-06T12:33:00.0,2024-06-06,ENHANCED_CONFIRMED_FINAL,420,16680,14700,60,0,false
2024-06-07T03:52:00.0,2024-06-07T12:26:00.0,2024-06-07,ENHANCED_CONFIRMED,4800,21000,4140,60,840,false
2024-06-08T08:18:00.0,2024-06-08T13:29:00.0,2024-06-08,ENHANCED_CONFIRMED,360,7920,10320,60,0,false
2024-06-09T03:32:00.0,2024-06-09T13:29:00.0,2024-06-09,ENHANCED_CONFIRMED_FINAL,1860,20160,13440,360,0,false
2024-06-10T03:46:00.0,2024-06-10T12:29:00.0,2024-06-10,ENHANCED_CONFIRMED_FINAL,1920,19380,10080,0,0,false
2024-06-11T04:14:00.0,2024-06-11T13:51:00.0,2024-06-11,ENHANCED_CONFIRMED_FINAL,4020,23280,7140,180,0,false
2024-06-12T03:54:00.0,2024-06-12T12:27:00.0,2024-06-12,ENHANCED_CONFIRMED_FINAL,1980,18780,9900,120,0,false
2024-06-13T04:20:00.0,2024-06-13T15:04:00.0,2024-06-13,ENHANCED_CONFIRMED_FINAL,4620,20640,13320,60,0,false
2024-06-14T04:00:00.0,2024-06-14T12:26:00.0,2024-06-14,ENHANCED_CONFIRMED,1740,17580,9480,720,840,false
2024-06-15T04:04:00.0,2024-06-15T12:32:00.0,2024-06-15,ENHANCED_CONFIRMED_FINAL,2520,18240,9720,0,0,false
2024-06-16T03:05:00.0,2024-06-16T12:53:00.0,2024-06-16,ENHANCED_CONFIRMED_FINAL,1860,20640,12240,540,0,false
2024-06-17T03:32:00.0,2024-06-17T12:32:00.0,2024-06-17,ENHANCED_CONFIRMED_FINAL,3660,20880,7560,300,0,false
2024-06-18T04:03:00.0,2024-06-18T12:25:00.0,2024-06-18,ENHANCED_CONFIRMED_FINAL,0,15720,14400,0,0,false
2024-06-19T03:28:00.0,2024-06-19T12:27:00.0,2024-06-19,ENHANCED_CONFIRMED_FINAL,2400,19200,10680,60,0,false
2024-06-20T03:51:00.0,2024-06-20T15:34:00.0,2024-06-20,ENHANCED_CONFIRMED_FINAL,2940,23640,15240,360,0,false
2024-06-21T03:49:00.0,2024-06-21T12:29:00.0,2024-06-21,ENHANCED_CONFIRMED_FINAL,0,19260,11700,240,0,false
2024-06-22T04:07:00.0,2024-06-22T12:28:00.0,2024-06-22,ENHANCED_CONFIRMED_FINAL,2400,18120,9480,60,0,false
2024-06-23T04:35:00.0,2024-06-23T12:26:00.0,2024-06-23,ENHANCED_CONFIRMED_FINAL,6540,14340,7380,0,0,false
2024-06-24T04:04:00.0,2024-06-24T12:27:00.0,2024-06-24,ENHANCED_CONFIRMED_FINAL,5160,19320,5520,180,0,false
2024-06-25T03:49:00.0,2024-06-25T12:40:00.0,2024-06-25,ENHANCED_CONFIRMED_FINAL,1500,14940,15420,0,0,false
2024-06-26T04:24:00.0,2024-06-26T12:25:00.0,2024-06-26,ENHANCED_CONFIRMED_FINAL,0,13260,14760,0,840,false
2024-06-27T03:22:00.0,2024-06-27T14:10:00.0,2024-06-27,ENHANCED_CONFIRMED_FINAL,3900,19320,15360,300,0,false
2024-06-28T03:07:00.0,2024-06-28T12:26:00.0,2024-06-28,ENHANCED_CONFIRMED_FINAL,1200,18900,13320,120,0,false
2024-06-29T03:26:00.0,2024-06-29T12:28:00.0,2024-06-29,ENHANCED_CONFIRMED_FINAL,240,19860,12120,300,0,false
2024-06-30T04:37:00.0,2024-06-30T14:59:00.0,2024-06-30,ENHANCED_CONFIRMED_FINAL,4740,22680,9720,180,0,false
2024-07-01T03:59:00.0,2024-07-01T12:27:00.0,2024-07-01,ENHANCED_CONFIRMED_FINAL,2400,17340,10620,120,0,false
2024-07-02T03:13:00.0,2024-07-02T13:35:00.0,2024-07-02,ENHANCED_CONFIRMED_FINAL,6000,21780,9360,180,0,false
2024-07-03T03:05:00.0,2024-07-03T11:29:00.0,2024-07-03,ENHANCED_CONFIRMED,3840,18180,7620,600,0,false
2024-07-04T04:41:00.0,2024-07-04T12:25:00.0,2024-07-04,ENHANCED_CONFIRMED_FINAL,2580,13620,11580,60,0,false
2024-07-05T05:06:00.0,2024-07-05T15:16:00.0,2024-07-05,ENHANCED_CONFIRMED,3660,19980,12540,420,0,false
2024-07-06T04:42:00.0,2024-07-06T15:43:00.0,2024-07-06,ENHANCED_CONFIRMED_FINAL,1260,25080,13020,300,0,false
2024-07-07T01:52:00.0,2024-07-07T12:28:00.0,2024-07-07,ENHANCED_CONFIRMED_FINAL,2280,22620,11520,1740,0,false
2024-07-08T03:49:00.0,2024-07-08T12:26:00.0,2024-07-08,ENHANCED_CONFIRMED_FINAL,2520,21060,7440,0,0,false
2024-07-09T03:18:00.0,2024-07-09T12:27:00.0,2024-07-09,ENHANCED_CONFIRMED_FINAL,2820,23700,6300,120,0,false
2024-07-10T03:29:00.0,2024-07-10T13:28:00.0,2024-07-10,ENHANCED_CONFIRMED_FINAL,1440,19500,12720,180,2100,false
2024-07-11T02:17:00.0,2024-07-11T15:22:00.0,2024-07-11,ENHANCED_CONFIRMED,4740,29640,11700,1020,0,false
2024-07-12T02:09:00.0,2024-07-12T12:27:00.0,2024-07-12,ENHANCED_CONFIRMED,1800,22920,12300,60,0,false
2024-07-13T05:04:00.0,2024-07-13T13:02:00.0,2024-07-13,ENHANCED_CONFIRMED,4320,18000,6300,60,0,false
2024-07-14T05:08:00.0,2024-07-14T13:03:00.0,2024-07-14,ENHANCED_CONFIRMED_FINAL,2400,16980,9120,0,0,false
2024-07-15T03:04:00.0,2024-07-15T14:03:00.0,2024-07-15,ENHANCED_CONFIRMED,3120,21960,14160,300,0,false
2024-07-16T03:26:00.0,2024-07-16T12:27:00.0,2024-07-16,ENHANCED_CONFIRMED,0,19500,12240,720,0,false
2024-07-17T04:50:00.0,2024-07-17T15:24:00.0,2024-07-17,ENHANCED_CONFIRMED,5400,20520,11280,840,0,false
2024-07-18T04:52:00.0,2024-07-18T14:41:00.0,2024-07-18,ENHANCED_CONFIRMED_FINAL,600,21720,12780,240,0,false
2024-07-19T04:14:00.0,2024-07-19T12:25:00.0,2024-07-19,ENHANCED_CONFIRMED_FINAL,3960,16380,8940,180,0,false
2024-07-20T05:03:00.0,2024-07-20T14:24:00.0,2024-07-20,ENHANCED_CONFIRMED_FINAL,3840,21540,8040,240,0,false
2024-07-21T04:00:00.0,2024-07-21T12:26:00.0,2024-07-21,ENHANCED_CONFIRMED_FINAL,3120,16620,10620,0,0,false
2024-07-22T02:58:00.0,2024-07-22T12:29:00.0,2024-07-22,ENHANCED_CONFIRMED,2340,19500,11580,840,0,false
2024-07-23T03:42:00.0,2024-07-23T12:27:00.0,2024-07-23,ENHANCED_CONFIRMED_FINAL,3960,17220,10260,60,0,false
2024-07-24T02:48:00.0,2024-07-24T09:00:00.0,2024-07-24,ENHANCED_CONFIRMED,1080,13740,7500,0,0,false
2024-07-25T05:30:00.0,2024-07-25T15:02:00.0,2024-07-25,ENHANCED_CONFIRMED,5460,16020,12420,420,0,false
2024-07-26T02:01:00.0,2024-07-26T08:18:00.0,2024-07-26,ENHANCED_CONFIRMED,4320,10980,7200,120,0,false
2024-07-27T03:43:00.0,2024-07-27T13:34:00.0,2024-07-27,ENHANCED_CONFIRMED,4020,22980,8340,120,0,false
2024-07-28T06:08:00.0,2024-07-28T13:00:00.0,2024-07-28,ENHANCED_CONFIRMED,3900,15000,5700,120,0,false
2024-07-29T07:37:00.0,2024-07-29T11:25:00.0,2024-07-29,ENHANCED_CONFIRMED_FINAL,3000,8220,2460,0,0,false
2024-07-30T01:20:00.0,2024-07-30T10:28:00.0,2024-07-30,ENHANCED_CONFIRMED,2520,24720,5580,60,0,false
2024-07-31T02:59:00.0,2024-07-31T10:28:00.0,2024-07-31,ENHANCED_CONFIRMED_FINAL,2400,15900,7920,720,0,false
2024-08-01T04:50:00.0,2024-08-01T08:09:00.0,2024-08-01,ENHANCED_CONFIRMED_FINAL,2580,7980,1380,0,0,false
2024-08-02T04:40:00.0,2024-08-02T12:26:00.0,2024-08-02,ENHANCED_CONFIRMED_FINAL,4860,14820,7920,360,0,false
2024-08-03T04:11:00.0,2024-08-03T16:26:00.0,2024-08-03,ENHANCED_CONFIRMED_FINAL,6960,26760,9960,420,0,false
2024-08-04T04:25:00.0,2024-08-04T13:28:00.0,2024-08-04,ENHANCED_CONFIRMED_FINAL,3360,22260,6900,60,0,false
