sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro,remSleepSeconds
2022-02-17T04:32:00.0,2022-02-17T17:56:00.0,2022-02-17,OFF_WRIST,0,0,0,0,false,
2022-02-18T04:32:00.0,2022-02-18T17:56:00.0,2022-02-18,OFF_WRIST,0,0,0,0,false,
2022-02-19T04:32:00.0,2022-02-19T17:56:00.0,2022-02-19,OFF_WRIST,0,0,0,0,false,
2022-02-20T04:32:00.0,2022-02-20T17:56:00.0,2022-02-20,OFF_WRIST,0,0,0,0,false,
2022-02-21T04:32:00.0,2022-02-21T17:56:00.0,2022-02-21,OFF_WRIST,0,0,0,0,false,
2022-02-22T04:32:00.0,2022-02-22T17:56:00.0,2022-02-22,OFF_WRIST,0,0,0,0,false,
2022-02-23T04:32:00.0,2022-02-23T17:56:00.0,2022-02-23,OFF_WRIST,0,0,0,0,false,
2022-02-24T04:32:00.0,2022-02-24T17:56:00.0,2022-02-24,OFF_WRIST,0,0,0,0,false,
2022-02-25T04:32:00.0,2022-02-25T17:56:00.0,2022-02-25,OFF_WRIST,0,0,0,0,false,
2022-02-26T04:32:00.0,2022-02-26T17:56:00.0,2022-02-26,OFF_WRIST,0,0,0,0,false,
2022-02-27T04:32:00.0,2022-02-27T17:56:00.0,2022-02-27,OFF_WRIST,0,0,0,0,false,
2022-02-28T04:01:00.0,2022-02-28T14:56:00.0,2022-02-28,OFF_WRIST,0,0,0,0,false,
2022-03-01T04:01:00.0,2022-03-01T14:07:00.0,2022-03-01,OFF_WRIST,0,0,0,0,false,
2022-03-02T04:35:00.0,2022-03-02T14:07:00.0,2022-03-02,OFF_WRIST,0,0,0,0,false,
2022-03-03T05:47:00.0,2022-03-03T13:34:00.0,2022-03-03,ENHANCED_CONFIRMED_FINAL,1440,19680,0,0,false,6900
2022-03-04T04:02:00.0,2022-03-04T15:31:00.0,2022-03-04,OFF_WRIST,0,0,0,0,false,
2022-03-05T07:32:00.0,2022-03-05T18:06:00.0,2022-03-05,OFF_WRIST,0,0,0,0,false,
2022-03-06T04:32:00.0,2022-03-06T17:56:00.0,2022-03-06,OFF_WRIST,0,0,0,0,false,
2022-03-07T04:02:00.0,2022-03-07T15:06:00.0,2022-03-07,OFF_WRIST,0,0,0,0,false,
2022-03-08T04:01:00.0,2022-03-08T14:10:00.0,2022-03-08,OFF_WRIST,0,0,0,0,false,
2022-03-09T04:01:00.0,2022-03-09T13:56:00.0,2022-03-09,OFF_WRIST,0,0,0,0,false,
2022-03-10T04:57:00.0,2022-03-10T14:17:00.0,2022-03-10,OFF_WRIST,0,0,0,0,false,
2022-03-11T04:01:00.0,2022-03-11T13:36:00.0,2022-03-11,OFF_WRIST,0,0,0,0,false,
2022-03-12T04:32:00.0,2022-03-12T17:56:00.0,2022-03-12,OFF_WRIST,0,0,0,0,false,
2022-03-13T03:32:00.0,2022-03-13T16:56:00.0,2022-03-13,OFF_WRIST,0,0,0,0,false,
2022-03-14T03:01:00.0,2022-03-14T13:44:00.0,2022-03-14,OFF_WRIST,0,0,0,0,false,
2022-03-15T03:01:00.0,2022-03-15T12:34:00.0,2022-03-15,OFF_WRIST,0,0,0,0,false,
2022-03-16T03:07:00.0,2022-03-16T14:31:00.0,2022-03-16,OFF_WRIST,0,0,0,0,false,
