version,metaData/userProfilePK,metaData/calendarDate,metaData/sequence,weight/weight,weight/sourceType,weight/timestampGMT,userSetNullForHeight,userSetNullForWeight,userSetNullForActivityClass,userSetNullForLactateThresholdSpeed,userSetNullForLactateThresholdHR,userSetNullForVO2MaxCycling,userSetNullForVO2MaxRunning,height,vo2MaxRunning
1696256504385,96200873,2023-10-02T00:00:00.0,1696256504385,,,,false,false,false,false,false,false,false,,62
1696342508887,96200873,2023-10-03T00:00:00.0,1696342508887,,,,false,false,false,false,false,false,false,,61
1696428377143,96200873,2023-10-04T00:00:00.0,1696428377143,,,,false,false,false,false,false,false,false,,61
1696515665946,96200873,2023-10-05T00:00:00.0,1696515665946,,,,false,false,false,false,false,false,false,,61
1696601900473,96200873,2023-10-06T00:00:00.0,1696601900473,,,,false,false,false,false,false,false,false,,61
1696688316221,96200873,2023-10-07T00:00:00.0,1696688316221,,,,false,false,false,false,false,false,false,,61
1696774538600,96200873,2023-10-08T00:00:00.0,1696774538600,,,,false,false,false,false,false,false,false,,61
1696860479229,96200873,2023-10-09T00:00:00.0,1696860479229,,,,false,false,false,false,false,false,false,,61
1696947529165,96200873,2023-10-10T00:00:00.0,1696947529165,,,,false,false,false,false,false,false,false,,61
1697033768555,96200873,2023-10-11T00:00:00.0,1697033768555,,,,false,false,false,false,false,false,false,,61
1697119646257,96200873,2023-10-12T00:00:00.0,1697119646257,,,,false,false,false,false,false,false,false,,61
1697207077663,96200873,2023-10-13T00:00:00.0,1697207077663,,,,false,false,false,false,false,false,false,,61
1697293140133,96200873,2023-10-14T00:00:00.0,1697293140133,,,,false,false,false,false,false,false,false,,61
1697379317967,96200873,2023-10-15T00:00:00.0,1697379317967,,,,false,false,false,false,false,false,false,,61
1697465443205,96200873,2023-10-16T00:00:00.0,1697465443205,,,,false,false,false,false,false,false,false,,61
1697551796079,96200873,2023-10-17T00:00:00.0,1697551796079,,,,false,false,false,false,false,false,false,,61
1697638237394,96200873,2023-10-18T00:00:00.0,1697638237394,,,,false,false,false,false,false,false,false,,61
1697724974632,96200873,2023-10-19T00:00:00.0,1697724974632,,,,false,false,false,false,false,false,false,,61
1697811064344,96200873,2023-10-20T00:00:00.0,1697811064344,,,,false,false,false,false,false,false,false,,61
1697897668109,96200873,2023-10-21T00:00:00.0,1697897668109,,,,false,false,false,false,false,false,false,,61
1697983952587,96200873,2023-10-22T00:00:00.0,1697983952587,,,,false,false,false,false,false,false,false,,61
1698070267810,96200873,2023-10-23T00:00:00.0,1698070267810,,,,false,false,false,false,false,false,false,,61
1698156789586,96200873,2023-10-24T00:00:00.0,1698156789586,,,,false,false,false,false,false,false,false,,61
1698243023617,96200873,2023-10-25T00:00:00.0,1698243023617,,,,false,false,false,false,false,false,false,,61
1698329894470,96200873,2023-10-26T00:00:00.0,1698329894470,,,,false,false,false,false,false,false,false,,61
1698415671609,96200873,2023-10-27T00:00:00.0,1698415671609,,,,false,false,false,false,false,false,false,,61
1698675590816,96200873,2023-10-30T00:00:00.0,1698675590816,,,,false,false,false,false,false,false,false,,61
1698934695097,96200873,2023-11-02T00:00:00.0,1698934695097,,,,false,false,false,false,false,false,false,,61
1699020590708,96200873,2023-11-03T00:00:00.0,1699020590708,,,,false,false,false,false,false,false,false,,61
1699107664993,96200873,2023-11-04T00:00:00.0,1699107664993,,,,false,false,false,false,false,false,false,,61
1699197043597,96200873,2023-11-05T00:00:00.0,1699197043597,,,,false,false,false,false,false,false,false,,61
1699283686253,96200873,2023-11-06T00:00:00.0,1699283686253,,,,false,false,false,false,false,false,false,,60
1699370503008,96200873,2023-11-07T00:00:00.0,1699370503008,,,,false,false,false,false,false,false,false,,60
1699456804683,96200873,2023-11-08T00:00:00.0,1699456804683,,,,false,false,false,false,false,false,false,,61
1699632511292,96200873,2023-11-10T00:00:00.0,1699632511292,,,,false,false,false,false,false,false,false,,60
1699716674903,96200873,2023-11-11T00:00:00.0,1699716674903,,,,false,false,false,false,false,false,false,,60
1699802051498,96200873,2023-11-12T00:00:00.0,1699802051498,,,,false,false,false,false,false,false,false,,60
1699888826076,96200873,2023-11-13T00:00:00.0,1699888826076,,,,false,false,false,false,false,false,false,,60
1699975049311,96200873,2023-11-14T00:00:00.0,1699975049311,,,,false,false,false,false,false,false,false,,60
1700148197649,96200873,2023-11-16T00:00:00.0,1700148197649,,,,false,false,false,false,false,false,false,,60
1700234450596,96200873,2023-11-17T00:00:00.0,1700234450596,,,,false,false,false,false,false,false,false,,60
1700321382932,96200873,2023-11-18T00:00:00.0,1700321382932,,,,false,false,false,false,false,false,false,,60
1700406754093,96200873,2023-11-19T00:00:00.0,1700406754093,,,,false,false,false,false,false,false,false,,61
1700579922288,96200873,2023-11-21T00:00:00.0,1700579922288,,,,false,false,false,false,false,false,false,,60
1700662257749,96200873,2023-11-22T00:00:00.0,1700662257749,,,,false,false,false,false,false,false,false,,60
1700752604035,96200873,2023-11-23T00:00:00.0,1700752604035,,,,false,false,false,false,false,false,false,,60
1700839278992,96200873,2023-11-24T00:00:00.0,1700839278992,,,,false,false,false,false,false,false,false,,60
1700926135192,96200873,2023-11-25T00:00:00.0,1700926135192,,,,false,false,false,false,false,false,false,,60
1701016182312,96200873,2023-11-26T00:00:00.0,1701016182312,,,,false,false,false,false,false,false,false,,60
1701098239535,96200873,2023-11-27T00:00:00.0,1701098239535,,,,false,false,false,false,false,false,false,,60
1701271273082,96200873,2023-11-29T00:00:00.0,1701271273082,,,,false,false,false,false,false,false,false,,60
1701357971825,96200873,2023-11-30T00:00:00.0,1701357971825,,,,false,false,false,false,false,false,false,,60
1701443749140,96200873,2023-12-01T00:00:00.0,1701443749140,,,,false,false,false,false,false,false,false,,60
1701531663417,96200873,2023-12-02T00:00:00.0,1701531663417,,,,false,false,false,false,false,false,false,,60
1701615811799,96200873,2023-12-03T00:00:00.0,1701615811799,,,,false,false,false,false,false,false,false,,60
1701789192100,96200873,2023-12-05T00:00:00.0,1701789192100,,,,false,false,false,false,false,false,false,,60
1701875963237,96200873,2023-12-06T00:00:00.0,1701875963237,,,,false,false,false,false,false,false,false,,61
1701962932785,96200873,2023-12-07T00:00:00.0,1701962932785,,,,false,false,false,false,false,false,false,,61
1702048739290,96200873,2023-12-08T00:00:00.0,1702048739290,,,,false,false,false,false,false,false,false,,61
1702136702093,96200873,2023-12-09T00:00:00.0,1702136702093,,,,false,false,false,false,false,false,false,,60
1702221246334,96200873,2023-12-10T00:00:00.0,1702221246334,,,,false,false,false,false,false,false,false,,61
1702308219758,96200873,2023-12-11T00:00:00.0,1702308219758,,,,false,false,false,false,false,false,false,,61
1702394630917,96200873,2023-12-12T00:00:00.0,1702394630917,,,,false,false,false,false,false,false,false,,61
1702480977750,96200873,2023-12-13T00:00:00.0,1702480977750,,,,false,false,false,false,false,false,false,,61
1702559140336,96200873,2023-12-14T00:00:00.0,1702559140336,,,,false,false,false,false,false,false,false,,61
1702653035219,96200873,2023-12-15T00:00:00.0,1702653035219,,,,false,false,false,false,false,false,false,,61
1702750123162,96200873,2023-12-16T00:00:00.0,1702750123162,,,,false,false,false,false,false,false,false,,60
1702842237366,96200873,2023-12-17T00:00:00.0,1702842237366,,,,false,false,false,false,false,false,false,,61
1702913192733,96200873,2023-12-18T00:00:00.0,1702913192733,,,,false,false,false,false,false,false,false,,60
1702999079892,96200873,2023-12-19T00:00:00.0,1702999079892,,,,false,false,false,false,false,false,false,,61
1703095985059,96200873,2023-12-20T00:00:00.0,1703095985059,,,,false,false,false,false,false,false,false,,61
1703171491165,96200873,2023-12-21T00:00:00.0,1703171491165,,,,false,false,false,false,false,false,false,,60
1703258467759,96200873,2023-12-22T00:00:00.0,1703258467759,,,,false,false,false,false,false,false,false,,61
1703345765976,96200873,2023-12-23T00:00:00.0,1703345765976,,,,false,false,false,false,false,false,false,,60
1703445017275,96200873,2023-12-24T00:00:00.0,1703445017275,,,,false,false,false,false,false,false,false,,60
1703517365993,96200873,2023-12-25T00:00:00.0,1703517365993,,,,false,false,false,false,false,false,false,,61
1703603554515,96200873,2023-12-26T00:00:00.0,1703603554515,,,,false,false,false,false,false,false,false,,61
1703691903451,96200873,2023-12-27T00:00:00.0,1703691903451,,,,false,false,false,false,false,false,false,,61
1703832604293,96200873,2023-12-28T00:00:00.0,1703832604293,,,,false,false,false,false,false,false,false,,61
1703861049072,96200873,2023-12-29T00:00:00.0,1703861049072,,,,false,false,false,false,false,false,false,,61
1703974089470,96200873,2023-12-30T00:00:00.0,1703974089470,,,,false,false,false,false,false,false,false,,61
1704035670478,96200873,2023-12-31T00:00:00.0,1704035670478,,,,false,false,false,false,false,false,false,,61
1704122848792,96200873,2024-01-01T00:00:00.0,1704122848792,,,,false,false,false,false,false,false,false,,61
1704208766129,96200873,2024-01-02T00:00:00.0,1704208766129,,,,false,false,false,false,false,false,false,,61
1704310315874,96200873,2024-01-03T00:00:00.0,1704310315874,,,,false,false,false,false,false,false,false,,61
1704381504872,96200873,2024-01-04T00:00:00.0,1704381504872,,,,false,false,false,false,false,false,false,,61
1704640522712,96200873,2024-01-07T00:00:00.0,1704640522712,,,,false,false,false,false,false,false,false,,61
1704727540410,96200873,2024-01-08T00:00:00.0,1704727540410,,,,false,false,false,false,false,false,false,,61
1704813151421,96200873,2024-01-09T00:00:00.0,1704813151421,,,,false,false,false,false,false,false,false,,60
1705021984929,96200873,2024-01-10T00:00:00.0,1705021984929,,,,false,false,false,false,false,false,false,,60
1705021985133,96200873,2024-01-11T00:00:00.0,1705021985133,,,,false,false,false,false,false,false,false,,60
1705203618207,96200873,2024-01-13T00:00:00.0,1705203618207,,,,false,false,false,false,false,false,false,,60
1705262641907,96200873,2024-01-14T00:00:00.0,1705262641907,,,,false,false,false,false,false,false,false,,60
1705422390334,96200873,2024-01-16T00:00:00.0,1705422390334,,,,false,false,false,false,false,false,false,,60
1705504874314,96200873,2024-01-17T00:00:00.0,1705504874314,,,,false,false,false,false,false,false,false,,61
1705591064282,96200873,2024-01-18T00:00:00.0,1705591064282,,,,false,false,false,false,false,false,false,,61
1705677867141,96200873,2024-01-19T00:00:00.0,1705677867141,,,,false,false,false,false,false,false,false,,61
1705765282413,96200873,2024-01-20T00:00:00.0,1705765282413,,,,false,false,false,false,false,false,false,,61
1705864819468,96200873,2024-01-21T00:00:00.0,1705864819468,,,,false,false,false,false,false,false,false,,61
1705937095114,96200873,2024-01-22T00:00:00.0,1705937095114,,,,false,false,false,false,false,false,false,,61
1706023246301,96200873,2024-01-23T00:00:00.0,1706023246301,,,,false,false,false,false,false,false,false,,61
1706109972825,96200873,2024-01-24T00:00:00.0,1706109972825,,,,false,false,false,false,false,false,false,,61
1706196071326,96200873,2024-01-25T00:00:00.0,1706196071326,,,,false,false,false,false,false,false,false,,61
1706283077570,96200873,2024-01-26T00:00:00.0,1706283077570,,,,false,false,false,false,false,false,false,,61
1706370056808,96200873,2024-01-27T00:00:00.0,1706370056808,,,,false,false,false,false,false,false,false,,61
1706454374196,96200873,2024-01-28T00:00:00.0,1706454374196,,,,false,false,false,false,false,false,false,,61
1706541993210,96200873,2024-01-29T00:00:00.0,1706541993210,,,,false,false,false,false,false,false,false,,61
1706627556565,96200873,2024-01-30T00:00:00.0,1706627556565,,,,false,false,false,false,false,false,false,,62
1706714489922,96200873,2024-01-31T00:00:00.0,1706714489922,,,,false,false,false,false,false,false,false,,62
1706887694213,96200873,2024-02-02T00:00:00.0,1706887694213,,,,false,false,false,false,false,false,false,,61
1706975127936,96200873,2024-02-03T00:00:00.0,1706975127936,,,,false,false,false,false,false,false,false,,61
1707059435154,96200873,2024-02-04T00:00:00.0,1707059435154,,,,false,false,false,false,false,false,false,,61
1707319592802,96200873,2024-02-07T00:00:00.0,1707319592802,,,,false,false,false,false,false,false,false,,61
1707405367682,96200873,2024-02-08T00:00:00.0,1707405367682,,,,false,false,false,false,false,false,false,,61
1707492470147,96200873,2024-02-09T00:00:00.0,1707492470147,,,,false,false,false,false,false,false,false,,61
1707580826117,96200873,2024-02-10T00:00:00.0,1707580826117,,,,false,false,false,false,false,false,false,,61
1707664299055,96200873,2024-02-11T00:00:00.0,1707664299055,,,,false,false,false,false,false,false,false,,61
1707751578109,96200873,2024-02-12T00:00:00.0,1707751578109,,,,false,false,false,false,false,false,false,,61
1707837658994,96200873,2024-02-13T00:00:00.0,1707837658994,,,,false,false,false,false,false,false,false,,62
1707924173472,96200873,2024-02-14T00:00:00.0,1707924173472,,,,false,false,false,false,false,false,false,,62
1708010677771,96200873,2024-02-15T00:00:00.0,1708010677771,,,,false,false,false,false,false,false,false,,62
1708097268233,96200873,2024-02-16T00:00:00.0,1708097268233,,,,false,false,false,false,false,false,false,,62
1708185644316,96200873,2024-02-17T00:00:00.0,1708185644316,,,,false,false,false,false,false,false,false,,62
1708269469310,96200873,2024-02-18T00:00:00.0,1708269469310,,,,false,false,false,false,false,false,false,,62
1708356761898,96200873,2024-02-19T00:00:00.0,1708356761898,,,,false,false,false,false,false,false,false,,61
1708442908578,96200873,2024-02-20T00:00:00.0,1708442908578,,,,false,false,false,false,false,false,false,,61
1708569661784,96200873,2024-02-21T00:00:00.0,1708569661784,,,,false,false,false,false,false,false,false,,61
1708615663611,96200873,2024-02-22T00:00:00.0,1708615663611,,,,false,false,false,false,false,false,false,,62
1708702015028,96200873,2024-02-23T00:00:00.0,1708702015028,,,,false,false,false,false,false,false,false,,61
1708797712770,96200873,2024-02-24T00:00:00.0,1708797712770,,,,false,false,false,false,false,false,false,,61
1708873982373,96200873,2024-02-25T00:00:00.0,1708873982373,,,,false,false,false,false,false,false,false,,61
1708961518451,96200873,2024-02-26T00:00:00.0,1708961518451,,,,false,false,false,false,false,false,false,,61
1709054270299,96200873,2024-02-27T00:00:00.0,1709054270299,,,,false,false,false,false,false,false,false,,61
1709134143862,96200873,2024-02-28T00:00:00.0,1709134143862,,,,false,false,false,false,false,false,false,,61
1709220166766,96200873,2024-02-29T00:00:00.0,1709220166766,,,,false,false,false,false,false,false,false,,62
1709306954357,96200873,2024-03-01T00:00:00.0,1709306954357,,,,false,false,false,false,false,false,false,,62
1709396968408,96200873,2024-03-02T00:00:00.0,1709396968408,,,,false,false,false,false,false,false,false,,61
1709478830952,96200873,2024-03-03T00:00:00.0,1709478830952,,,,false,false,false,false,false,false,false,,61
1709565804763,96200873,2024-03-04T00:00:00.0,1709565804763,,,,false,false,false,false,false,false,false,,61
1709652615430,96200873,2024-03-05T00:00:00.0,1709652615430,,,,false,false,false,false,false,false,false,,61
1709739120911,96200873,2024-03-06T00:00:00.0,1709739120911,,,,false,false,false,false,false,false,false,,62
1709825346141,96200873,2024-03-07T00:00:00.0,1709825346141,,,,false,false,false,false,false,false,false,,62
1709911778597,96200873,2024-03-08T00:00:00.0,1709911778597,,,,false,false,false,false,false,false,false,,62
1709985707957,96200873,2024-03-09T00:00:00.0,1709985707957,,,,false,false,false,false,false,false,false,,61
1710072928074,96200873,2024-03-10T00:00:00.0,1710072928074,,,,false,false,false,false,false,false,false,,62
1710160433616,96200873,2024-03-11T00:00:00.0,1710160433616,,,,false,false,false,false,false,false,false,,62
1710246207859,96200873,2024-03-12T00:00:00.0,1710246207859,,,,false,false,false,false,false,false,false,,62
1710329004338,96200873,2024-03-13T00:00:00.0,1710329004338,,,,false,false,false,false,false,false,false,,62
1710426239044,96200873,2024-03-14T00:00:00.0,1710426239044,,,,false,false,false,false,false,false,false,,62
1710512640184,96200873,2024-03-15T00:00:00.0,1710512640184,,,,false,false,false,false,false,false,false,,61
1710606653592,96200873,2024-03-16T00:00:00.0,1710606653592,,,,false,false,false,false,false,false,false,,61
1710771873730,96200873,2024-03-18T00:00:00.0,1710771873730,,,,false,false,false,false,false,false,false,,61
1710858264492,96200873,2024-03-19T00:00:00.0,1710858264492,,,,false,false,false,false,false,false,false,,62
1710944769809,96200873,2024-03-20T00:00:00.0,1710944769809,,,,false,false,false,false,false,false,false,,62
1711031116703,96200873,2024-03-21T00:00:00.0,1711031116703,,,,false,false,false,false,false,false,false,,61
1711117599625,96200873,2024-03-22T00:00:00.0,1711117599625,,,,false,false,false,false,false,false,false,,62
1711205565659,96200873,2024-03-23T00:00:00.0,1711205565659,,,,false,false,false,false,false,false,false,,62
1711303399223,96200873,2024-03-24T00:00:00.0,1711303399223,,,,false,false,false,false,false,false,false,,61
1711376583089,96200873,2024-03-25T00:00:00.0,1711376583089,,,,false,false,false,false,false,false,false,,61
1711463402159,96200873,2024-03-26T00:00:00.0,1711463402159,,,,false,false,false,false,false,false,false,,62
1711549705809,96200873,2024-03-27T00:00:00.0,1711549705809,,,,false,false,false,false,false,false,false,,62
1711636269859,96200873,2024-03-28T00:00:00.0,1711636269859,,,,false,false,false,false,false,false,false,,61
1711727811647,96200873,2024-03-29T00:00:00.0,1711727811647,,,,false,false,false,false,false,false,false,,61
1711808097531,96200873,2024-03-30T00:00:00.0,1711808097531,,,,false,false,false,false,false,false,false,,61
1711894521251,96200873,2024-03-31T00:00:00.0,1711894521251,,,,false,false,false,false,false,false,false,,61
1711981790215,96200873,2024-04-01T00:00:00.0,1711981790215,,,,false,false,false,false,false,false,false,,61
1712153997490,96200873,2024-04-03T00:00:00.0,1712153997490,,,,false,false,false,false,false,false,false,,61
1712240456760,96200873,2024-04-04T00:00:00.0,1712240456760,,,,false,false,false,false,false,false,false,,61
1712326978075,96200873,2024-04-05T00:00:00.0,1712326978075,,,,false,false,false,false,false,false,false,,61
1712415804750,96200873,2024-04-06T00:00:00.0,1712415804750,,,,false,false,false,false,false,false,false,,61
1712513297030,96200873,2024-04-07T00:00:00.0,1712513297030,,,,false,false,false,false,false,false,false,,62
1712586240051,96200873,2024-04-08T00:00:00.0,1712586240051,,,,false,false,false,false,false,false,false,,62
1712672747120,96200873,2024-04-09T00:00:00.0,1712672747120,,,,false,false,false,false,false,false,false,,62
1712758805217,96200873,2024-04-10T00:00:00.0,1712758805217,,,,false,false,false,false,false,false,false,,62
1712868315183,96200873,2024-04-11T00:00:00.0,1712868315183,,,,false,false,false,false,false,false,false,,62
1712934521171,96200873,2024-04-12T00:00:00.0,1712934521171,,,,false,false,false,false,false,false,false,,62
1713103763145,96200873,2024-04-14T00:00:00.0,1713103763145,,,,false,false,false,false,false,false,false,,62
1713191191113,96200873,2024-04-15T00:00:00.0,1713191191113,,,,false,false,false,false,false,false,false,,62
1713277785538,96200873,2024-04-16T00:00:00.0,1713277785538,,,,false,false,false,false,false,false,false,,62
1713364060129,96200873,2024-04-17T00:00:00.0,1713364060129,,,,false,false,false,false,false,false,false,,62
1713450223542,96200873,2024-04-18T00:00:00.0,1713450223542,,,,false,false,false,false,false,false,false,,62
1713536465349,96200873,2024-04-19T00:00:00.0,1713536465349,,,,false,false,false,false,false,false,false,,62
1713667564657,96200873,2024-04-20T00:00:00.0,1713667564657,,,,false,false,false,false,false,false,false,,62
1713708647562,96200873,2024-04-21T00:00:00.0,1713708647562,,,,false,false,false,false,false,false,false,,62
1713795687094,96200873,2024-04-22T00:00:00.0,1713795687094,,,,false,false,false,false,false,false,false,,62
1713882475987,96200873,2024-04-23T00:00:00.0,1713882475987,,,,false,false,false,false,false,false,false,,62
1714275655673,96200873,2024-04-24T00:00:00.0,1714275655673,,,,false,false,false,false,false,false,false,,62
1714275655678,96200873,2024-04-24T00:00:00.0,1714275655678,,,,false,false,false,false,false,false,false,,61
1714275655681,96200873,2024-04-24T00:00:00.0,1714275655681,,,,false,false,false,false,false,false,false,,61
1714275655683,96200873,2024-04-24T00:00:00.0,1714275655683,,,,false,false,false,false,false,false,false,,61
1714314050574,96200873,2024-04-28T00:00:00.0,1714314050574,,,,false,false,false,false,false,false,false,,61
1714399742810,96200873,2024-04-29T00:00:00.0,1714399742810,,,,false,false,false,false,false,false,false,,61
1714487057382,96200873,2024-04-30T00:00:00.0,1714487057382,,,,false,false,false,false,false,false,false,,61
1714573383620,96200873,2024-05-01T00:00:00.0,1714573383620,,,,false,false,false,false,false,false,false,,61
1714659775216,96200873,2024-05-02T00:00:00.0,1714659775216,,,,false,false,false,false,false,false,false,,61
1714746262317,96200873,2024-05-03T00:00:00.0,1714746262317,,,,false,false,false,false,false,false,false,,61
1714831550722,96200873,2024-05-04T00:00:00.0,1714831550722,,,,false,false,false,false,false,false,false,,61
1715096386532,96200873,2024-05-07T00:00:00.0,1715096386532,,,,false,false,false,false,false,false,false,,61
1715178811626,96200873,2024-05-08T00:00:00.0,1715178811626,,,,false,false,false,false,false,false,false,,61
1715265060376,96200873,2024-05-09T00:00:00.0,1715265060376,,,,false,false,false,false,false,false,false,,61
1715351532181,96200873,2024-05-10T00:00:00.0,1715351532181,,,,false,false,false,false,false,false,false,,61
1715537761425,96200873,2024-05-12T00:00:00.0,1715537761425,,,,false,false,false,false,false,false,false,,61
1715638633534,96200873,2024-05-13T00:00:00.0,1715638633534,,,,false,false,false,false,false,false,false,,61
1715702324668,96200873,2024-05-14T00:00:00.0,1715702324668,,,,false,false,false,false,false,false,false,,61
1715787298738,96200873,2024-05-15T00:00:00.0,1715787298738,,,,false,false,false,false,false,false,false,,61
1715899594311,96200873,2024-05-16T00:00:00.0,1715899594311,,,,false,false,false,false,false,false,false,,61
1715955753405,96200873,2024-05-17T00:00:00.0,1715955753405,,,,false,false,false,false,false,false,false,,61
1716046852908,96200873,2024-05-18T00:00:00.0,1716046852908,,,,false,false,false,false,false,false,false,,60
1716136579599,96200873,2024-05-19T00:00:00.0,1716136579599,,,,false,false,false,false,false,false,false,,61
1716302727317,96200873,2024-05-20T00:00:00.0,1716302727317,,,,false,false,false,false,false,false,false,,61
1716328697585,96200873,2024-05-21T00:00:00.0,1716328697585,,,,false,false,false,false,false,false,false,,61
1716826013276,96200873,2024-05-22T00:00:00.0,1716826013276,,,,false,false,false,false,false,false,false,,61
1716826013635,96200873,2024-05-23T00:00:00.0,1716826013635,,,,false,false,false,false,false,false,false,,61
1716826013932,96200873,2024-05-24T00:00:00.0,1716826013932,,,,false,false,false,false,false,false,false,,61
1716826014239,96200873,2024-05-25T00:00:00.0,1716826014239,,,,false,false,false,false,false,false,false,,61
1716826014567,96200873,2024-05-26T00:00:00.0,1716826014567,,,,false,false,false,false,false,false,false,,61
1716826014892,96200873,2024-05-27T00:00:00.0,1716826014892,,,,false,false,false,false,false,false,false,,61
1716943807537,96200873,2024-05-28T00:00:00.0,1716943807537,,,,false,false,false,false,false,false,false,,61
1717016696937,96200873,2024-05-29T00:00:00.0,1717016696937,,,,false,false,false,false,false,false,false,,61
1717126667374,96200873,2024-05-30T00:00:00.0,1717126667374,,,,false,false,false,false,false,false,false,,61
1717166404209,96200873,2024-05-31T00:00:00.0,1717166404209,,,,false,false,false,false,false,false,false,,61
1717254717958,96200873,2024-06-01T00:00:00.0,1717254717958,,,,false,false,false,false,false,false,false,,61
1717349521711,96200873,2024-06-02T00:00:00.0,1717349521711,,,,false,false,false,false,false,false,false,,61
1717431450639,96200873,2024-06-03T00:00:00.0,1717431450639,,,,false,false,false,false,false,false,false,,61
1717526406446,96200873,2024-06-04T00:00:00.0,1717526406446,,,,false,false,false,false,false,false,false,,61
1717598125199,96200873,2024-06-05T00:00:00.0,1717598125199,,,,false,false,false,false,false,false,false,,61
1717685402261,96200873,2024-06-06T00:00:00.0,1717685402261,,,,false,false,false,false,false,false,false,,61
1717973037341,96200873,2024-06-07T00:00:00.0,1717973037341,,,,false,false,false,false,false,false,false,,61
1717973037344,96200873,2024-06-07T00:00:00.0,1717973037344,,,,false,false,false,false,false,false,false,,60
1717973037348,96200873,2024-06-07T00:00:00.0,1717973037348,,,,false,false,false,false,false,false,false,,61
1718030228884,96200873,2024-06-10T00:00:00.0,1718030228884,,,,false,false,false,false,false,false,false,,61
1718121032582,96200873,2024-06-11T00:00:00.0,1718121032582,,,,false,false,false,false,false,false,false,,61
1718203004111,96200873,2024-06-12T00:00:00.0,1718203004111,,,,false,false,false,false,false,false,false,,61
1718299149775,96200873,2024-06-13T00:00:00.0,1718299149775,,,,false,false,false,false,false,false,false,,61
1718489867278,96200873,2024-06-14T00:00:00.0,1718489867278,,,,false,false,false,false,false,false,false,,61
1718489867280,96200873,2024-06-14T00:00:00.0,1718489867280,,,,false,false,false,false,false,false,false,,61
1718547957193,96200873,2024-06-16T00:00:00.0,1718547957193,,,,false,false,false,false,false,false,false,,61
1718649578393,96200873,2024-06-17T00:00:00.0,1718649578393,,,,false,false,false,false,false,false,false,,61
1718721416741,96200873,2024-06-18T00:00:00.0,1718721416741,,,,false,false,false,false,false,false,false,,61
1718807707744,96200873,2024-06-19T00:00:00.0,1718807707744,,,,false,false,false,false,false,false,false,,61
1718905219428,96200873,2024-06-20T00:00:00.0,1718905219428,,,,false,false,false,false,false,false,false,,61
1718980635988,96200873,2024-06-21T00:00:00.0,1718980635988,,,,false,false,false,false,false,false,false,,61
1719069509232,96200873,2024-06-22T00:00:00.0,1719069509232,,,,false,false,false,false,false,false,false,,61
1719152220802,96200873,2024-06-23T00:00:00.0,1719152220802,,,,false,false,false,false,false,false,false,,61
1719239360319,96200873,2024-06-24T00:00:00.0,1719239360319,,,,false,false,false,false,false,false,false,,61
1719331223577,96200873,2024-06-25T00:00:00.0,1719331223577,,,,false,false,false,false,false,false,false,,61
1719412507015,96200873,2024-06-26T00:00:00.0,1719412507015,,,,false,false,false,false,false,false,false,,61
1719504481797,96200873,2024-06-27T00:00:00.0,1719504481797,,,,false,false,false,false,false,false,false,,61
1719585195403,96200873,2024-06-28T00:00:00.0,1719585195403,,,,false,false,false,false,false,false,false,,61
1719673433217,96200873,2024-06-29T00:00:00.0,1719673433217,,,,false,false,false,false,false,false,false,,61
1719764889595,96200873,2024-06-30T00:00:00.0,1719764889595,,,,false,false,false,false,false,false,false,,61
1719844420621,96200873,2024-07-01T00:00:00.0,1719844420621,,,,false,false,false,false,false,false,false,,61
1719934776078,96200873,2024-07-02T00:00:00.0,1719934776078,,,,false,false,false,false,false,false,false,,61
1720085861117,96200873,2024-07-03T00:00:00.0,1720085861117,,,,false,false,false,false,false,false,false,,62
1720102098585,96200873,2024-07-04T00:00:00.0,1720102098585,,,,false,false,false,false,false,false,false,,62
1720204818000,96200873,2024-07-05T00:00:00.0,1720204818000,,,,false,false,false,false,false,false,false,,61
1720291558835,96200873,2024-07-06T00:00:00.0,1720291558835,,,,false,false,false,false,false,false,false,,61
1720361706079,96200873,2024-07-07T00:00:00.0,1720361706079,,,,false,false,false,false,false,false,false,,61
1720449247273,96200873,2024-07-08T00:00:00.0,1720449247273,,,,false,false,false,false,false,false,false,,60
1720535243813,96200873,2024-07-09T00:00:00.0,1720535243813,,,,false,false,false,false,false,false,false,,60
1720626232351,96200873,2024-07-10T00:00:00.0,1720626232351,,,,false,false,false,false,false,false,false,,60
1720717890770,96200873,2024-07-11T00:00:00.0,1720717890770,,,,false,false,false,false,false,false,false,,60
1720982470142,96200873,2024-07-12T00:00:00.0,1720982470142,,,,false,false,false,false,false,false,false,,60
1720982470144,96200873,2024-07-12T00:00:00.0,1720982470144,,,,false,false,false,false,false,false,false,,60
1720982470145,96200873,2024-07-12T00:00:00.0,1720982470145,,,,false,false,false,false,false,false,false,,60
1721337900319,96200873,2024-07-15T00:00:00.0,1721337900319,,,,false,false,false,false,false,false,false,,60
1721337900321,96200873,2024-07-15T00:00:00.0,1721337900321,,,,false,false,false,false,false,false,false,,60
1721337900322,96200873,2024-07-15T00:00:00.0,1721337900322,,,,false,false,false,false,false,false,false,,60
1721337900323,96200873,2024-07-15T00:00:00.0,1721337900323,,,,false,false,false,false,false,false,false,,60
1721398111537,96200873,2024-07-19T00:00:00.0,1721398111537,,,,false,false,false,false,false,false,false,,60
1721508998692,96200873,2024-07-20T00:00:00.0,1721508998692,,,,false,false,false,false,false,false,false,,60
