favorite,maxSpeed,maxFractionalCadence,atpActivity,endLatitude,activityId,lapCount,manufacturer,startLongitude,duration,userProfileId,activityType,maxDoubleCadence,avgFractionalCadence,calories,avgDoubleCadence,elevationLoss,pr,elevationGain,name,uuidMsb,elapsedDuration,sportType,purposeful,steps,timeZoneId,rule,maxRunCadence,maxElevation,endLongitude,maxVerticalSpeed,maxHr,eventTypeId,minElevation,uuidLsb,startLatitude,beginTimestamp,avgRunCadence,avgSpeed,distance,avgHr,vO2MaxValue,deviceId,parent,elevationCorrected,startTimeLocal,startTimeGmt,movingDuration,autoCalcCalories,locationName,avgStrideLength
false,0.3563999891281128,0.5,false,47.66375399194658,17441681858.0,7.0,GARMIN,-117.39474479109049,3136733.88671875,96200873.0,running,169.0,0.171875,2916.2539199999997,158.34375,6300.72021484375,false,6000.72021484375,Spokane Running,-2.6641266507125053e+18,3136733.88671875,RUNNING,false,8208.0,121.0,subscribers,84.0,58000.0,-117.40124269388616,0.6926513671875001,178.0,9.0,55500.0,-6.341886622815783e+18,47.67026538960636,1730555020000.0,79.0,0.30950000286102297,970912.01171875,156.0,61.0,3366988290.0,false,true,1730529820000.0,1730555020000.0,3132906.005859375,false,Spokane,117.29061433078553
false,0.3499000072479248,0.0,false,47.66373546794057,17431658435.0,7.0,GARMIN,-117.39468234591186,3003043.9453125,96200873.0,running,172.0,0.1875,2631.33256,160.375,5946.209716796875,false,5726.092529296875,Spokane Running,3.3465126151585956e+18,3003888.916015625,RUNNING,false,7986.0,121.0,subscribers,86.0,58000.0,-117.4013445340097,0.9767333984375001,170.0,9.0,55120.001220703125,-8.996197238137055e+18,47.669876385480165,1730468299000.0,80.0,0.32309999465942385,970405.95703125,150.0,61.0,3366988290.0,false,true,1730443099000.0,1730468299000.0,2997920.0134277344,false,Spokane,120.8961895566046
false,0.33780000209808353,0.5,false,47.66374871134758,17423393471.0,4.0,GARMIN,-117.39476230926812,1561437.01171875,96200873.0,running,169.0,0.703125,1282.1461199999999,159.40625,657.281494140625,false,586.95068359375,Spokane Running,-6.741678043974028e+17,1561437.01171875,RUNNING,false,4146.0,121.0,subscribers,84.0,58000.0,-117.40111931227148,0.026267787388392857,155.0,9.0,57008.245849609375,-6.300164893056852e+18,47.67020881175995,1730380162000.0,79.0,0.31740000247955324,495664.013671875,141.0,61.0,3366988290.0,false,true,1730354962000.0,1730380162000.0,1555000.0,false,Spokane,119.50290238190384
false,0.4440999984741211,0.5,false,47.66376924701035,17415596630.0,7.0,GARMIN,-117.39455594681203,2903491.943359375,96200873.0,running,177.0,0.234375,2639.7126,160.46875,4291.61376953125,false,3970.0439453125,Spokane Running,4.503389089189087e+18,2903491.943359375,RUNNING,false,7758.0,121.0,subscribers,88.0,58000.0,-117.40135593339801,0.10494588216145834,182.0,9.0,55500.0,-5.048695180711469e+18,47.67024544067681,1730295572000.0,80.0,0.3351999998092652,973395.01953125,153.0,61.0,3366988290.0,false,true,1730270372000.0,1730295572000.0,2895389.0075683594,false,Spokane,125.2679705813297
false,0.34619998931884766,0.0,false,47.66375843435526,17406741647.0,4.0,GARMIN,-117.39465820603073,1536183.9599609375,96200873.0,running,172.0,0.1953125,1223.4858399999998,160.390625,738.140869140625,false,638.140869140625,Spokane Running,4.5889445426051343e+18,1536183.9599609375,RUNNING,false,4140.0,121.0,subscribers,86.0,58000.0,-117.40109123289585,0.02660609654017857,158.0,9.0,57000.0,-9.115038542662476e+18,47.67018970102072,1730207345000.0,80.0,0.3210000038146973,493135.986328125,139.0,61.0,3366988290.0,false,true,1730182145000.0,1730207345000.0,1529112.9760742188,false,Spokane,120.10517202444188
false,0.33589999675750737,0.0,false,47.663755249232054,17398735594.0,7.0,GARMIN,-117.39468276500702,3202105.95703125,96200873.0,running,170.0,0.8125,2958.1541199999997,157.625,6027.008056640625,false,6053.985595703125,Spokane Running,-2.503016645366084e+17,3202105.95703125,RUNNING,false,8364.0,121.0,subscribers,85.0,58026.9775390625,-117.40123271942139,0.0928466796875,177.0,9.0,55500.0,-5.847873960229471e+18,47.67023026943207,1730122641000.0,78.0,0.30339999198913575,971653.02734375,154.0,61.0,3366988290.0,false,true,1730097441000.0,1730122641000.0,3196463.0126953125,false,Spokane,115.49264367117456
false,0.34240000247955327,0.5,false,47.66373295336962,17391178175.0,7.0,GARMIN,-117.39479466341436,3173986.083984375,96200873.0,running,167.0,0.0234375,2593.62238,158.046875,5524.96337890625,false,5388.702392578125,Spokane Running,2.5413820780874496e+18,3173986.083984375,RUNNING,false,8308.0,121.0,subscribers,83.0,58008.489990234375,-117.40120807662606,0.463323974609375,159.0,9.0,55498.455810546875,-8.257128905974968e+18,47.670249212533236,1730036556000.0,79.0,0.3069000005722046,974017.96875,145.0,61.0,3366988290.0,false,true,1730011356000.0,1730036556000.0,3163864.999771118,false,Spokane,116.5121034727259
false,0.44790000915527345,0.0,false,47.66375080682337,17382345346.0,10.0,GARMIN,-117.39472257904708,4366186.03515625,96200873.0,running,178.0,0.953125,4248.68028,161.90625,9300.37841796875,false,9000.37841796875,Spokane Running,-3.7897458669212595e+18,4366186.03515625,RUNNING,false,11772.0,121.0,subscribers,89.0,58030.987548828125,-117.40117907524109,1.110675048828125,186.0,9.0,52235.6689453125,-5.18511259631791e+18,47.670253068208694,1729950015000.0,80.0,0.3348999977111817,1462366.9921875,163.0,61.0,3366988290.0,false,true,1729924815000.0,1729950015000.0,4357819.007873535,false,Spokane,124.06602823470627
false,0.3648000001907349,0.0,false,47.663681488484144,17375701003.0,7.0,GARMIN,-117.39478745497763,3000608.88671875,96200873.0,running,172.0,0.8125,2903.6838599999996,159.625,5468.756103515625,false,5168.756103515625,Spokane Running,7.175853281273725e+18,3032931.884765625,RUNNING,false,7966.0,121.0,subscribers,86.0,58026.91650390625,-117.4013786483556,0.399755859375,184.0,9.0,55500.0,-7.130134234309473e+18,47.67023655585945,1729863416000.0,79.0,0.3270999908447266,981632.03125,159.0,61.0,3366988290.0,false,true,1729838216000.0,1729863416000.0,2987569.0116882324,false,Spokane,122.96512084270657
false,0.34149999618530275,0.5,false,47.663735216483474,17365591239.0,4.0,GARMIN,-117.39468427374959,1523692.9931640625,96200873.0,running,175.0,0.5546875,1412.0367399999998,159.109375,741.90673828125,false,741.90673828125,Spokane Running,3.059829986786495e+18,1523692.9931640625,RUNNING,false,4042.0,121.0,subscribers,87.0,58025.714111328125,-117.40138409659266,0.03223876953125,173.0,9.0,57000.0,-7.165940952999882e+18,47.67032414674759,1729775628000.0,79.0,0.325600004196167,496100.0,151.0,61.0,3366988290.0,false,true,1729750428000.0,1729775628000.0,1519817.9931640625,false,Spokane,122.80067536276802
false,0.34149999618530275,0.5,false,47.66378257423639,17357516005.0,7.0,GARMIN,-117.39481897093356,2999666.9921875,96200873.0,running,173.0,0.7421875,2949.7740799999997,159.484375,4816.357421875,false,4789.95361328125,Spokane Running,5.263608682746694e+18,2999666.9921875,RUNNING,false,7958.0,121.0,subscribers,86.0,58041.424560546875,-117.40143162198365,0.11218465169270833,184.0,9.0,55500.0,-7.699576600762265e+18,47.670290702953935,1729689699000.0,79.0,0.32390000820159914,971588.96484375,161.0,61.0,3366988290.0,false,true,1729664499000.0,1729689699000.0,2997874.008178711,false,Spokane,121.86804356715557
false,0.3395999908447266,0.5,false,47.663823729380965,17348535768.0,4.0,GARMIN,-117.39476105198264,1533560.05859375,96200873.0,running,177.0,0.1171875,1353.37646,160.234375,1246.20361328125,false,1211.2060546875,Spokane Running,3.737878007661547e+18,1533560.05859375,RUNNING,false,4108.0,121.0,subscribers,88.0,58038.1591796875,-117.40110632032156,0.031427001953125,170.0,9.0,57000.0,-8.062581629763946e+18,47.67039371654391,1729602750000.0,80.0,0.32290000915527345,495214.013671875,147.0,61.0,3366988290.0,false,true,1729577550000.0,1729602750000.0,1528250.0,false,Spokane,120.934806169898
false,0.3648000001907349,0.0,false,47.66372968442738,17340393579.0,7.0,GARMIN,-117.39494662731886,3009745.1171875,96200873.0,running,174.0,0.890625,2777.98326,159.78125,4502.838134765625,false,4402.89306640625,Spokane Running,8.407029322492497e+18,3009745.1171875,RUNNING,false,7982.0,121.0,subscribers,87.0,59079.998779296875,-117.40153673104942,0.6030598958333333,176.0,9.0,55490.301513671875,-7.982544184241019e+18,47.670372342690825,1729518356000.0,79.0,0.32239999771118166,970251.953125,154.0,61.0,3366988290.0,false,true,1729493156000.0,1729518356000.0,3005471.013069153,false,Spokane,121.05866742996744
false,0.3536000013351441,0.5,false,47.66948176547885,17332898320.0,7.0,GARMIN,-117.39479642361403,2969918.9453125,96200873.0,running,177.0,0.484375,3029.3844599999998,160.96875,7247.406005859375,false,7036.590576171875,Spokane Running,-2.4698255737137874e+18,2969918.9453125,RUNNING,false,7922.0,121.0,subscribers,88.0,58010.8154296875,-117.39276565611362,0.2274658203125,190.0,9.0,55500.0,-5.874896841229006e+18,47.67026991583407,1729431692000.0,80.0,0.3286999940872193,976291.9921875,165.0,60.0,3366988290.0,false,true,1729406492000.0,1729431692000.0,2964289.0014648438,false,Spokane,122.54236848057198
false,0.3563999891281128,0.0,false,47.663714261725545,17324429712.0,10.0,GARMIN,-117.39464957267046,4616331.0546875,96200873.0,running,174.0,0.578125,4835.283079999999,161.15625,9508.49609375,false,9508.49609375,Spokane Running,5.595751738184387e+18,4616331.0546875,RUNNING,false,12388.0,121.0,subscribers,87.0,58000.0,-117.40111612714827,0.3756622314453125,187.0,9.0,52207.135009765625,-6.61996932370052e+18,47.67029539681971,1729345167000.0,80.0,0.31719999313354497,1464166.015625,170.0,61.0,3366988290.0,false,true,1729319967000.0,1729345167000.0,4610230.010986328,false,Spokane,118.09649130786983
false,0.3871999979019165,0.5,false,47.66375608742237,17318974986.0,7.0,GARMIN,-117.39462191239,2908425.048828125,96200873.0,running,181.0,0.3671875,2777.98326,162.734375,4995.709228515625,false,4995.709228515625,Spokane Running,5.742538266905825e+18,2918504.8828125,RUNNING,false,7874.0,121.0,subscribers,90.0,58000.0,-117.40128778852522,0.119000244140625,186.0,9.0,55500.0,-4.852893185532763e+18,47.67030579037964,1729259023000.0,81.0,0.33480000495910645,973611.03515625,158.0,61.0,3366988290.0,false,true,1729233823000.0,1729259023000.0,2905243.9880371094,false,Spokane,123.4535808106204
false,0.3638999938964844,0.0,false,47.66384979709983,17307849270.0,4.0,GARMIN,-117.39453884772956,1520706.0546875,96200873.0,running,174.0,0.59375,1227.6758599999998,161.1875,732.77587890625,false,732.77587890625,Spokane Running,2.265028400175727e+18,1520706.0546875,RUNNING,false,4084.0,121.0,subscribers,87.0,58041.2109375,-117.40117454901338,0.028378906250000002,155.0,9.0,57000.0,-6.965436112334432e+18,47.67038810066879,1729170535000.0,80.0,0.3263999938964844,496318.994140625,140.0,60.0,3366988290.0,false,true,1729145335000.0,1729170535000.0,1516608.0017089844,false,Spokane,121.49401898108303
false,0.3910000085830689,0.0,false,47.66377058811486,17299977379.0,7.0,GARMIN,-117.39464948885143,2928346.923828125,96200873.0,running,174.0,0.6484375,2857.5936399999996,161.296875,7781.964111328125,false,7581.964111328125,Spokane Running,-1.3668222695744276e+18,2928346.923828125,RUNNING,false,7882.0,121.0,subscribers,87.0,59620.001220703125,-117.4010593816638,1.1955657958984376,184.0,9.0,55500.0,-9.02380641018049e+18,47.67035583034158,1729085710000.0,80.0,0.33029999732971194,967101.953125,161.0,60.0,3366988290.0,false,true,1729060510000.0,1729085710000.0,2916800.994873047,false,Spokane,122.84986384417012
false,0.34900000095367434,0.5,false,47.66378450207412,17291023516.0,4.0,GARMIN,-117.39475820213556,1539010.009765625,96200873.0,running,177.0,0.9921875,1294.71618,159.984375,849.6826171875,false,822.369384765625,Spokane Running,6.852713469564764e+18,1539010.009765625,RUNNING,false,4110.0,121.0,subscribers,88.0,58035.028076171875,-117.40135786123574,0.028594970703125,165.0,9.0,57000.0,-8.92715864785637e+18,47.67035398632288,1728997733000.0,79.0,0.3203000068664551,492954.98046875,144.0,60.0,3366988290.0,false,true,1728972533000.0,1728997733000.0,1533539.0014648438,false,Spokane,120.13698767664248
false,0.3703999996185303,0.5,false,47.66379506327212,17283037002.0,7.0,GARMIN,-117.39471025764942,2946084.9609375,96200873.0,running,177.0,0.046875,2849.2135999999996,162.09375,7937.158203125,false,7937.158203125,Spokane Running,-2.703771866915061e+18,2946084.9609375,RUNNING,false,7932.0,121.0,subscribers,88.0,59740.00244140625,-117.40113515406847,1.2843383789062501,181.0,9.0,55500.0,-8.074963862217128e+18,47.670323979109526,1728913137000.0,81.0,0.33029999732971194,973150.0,161.0,60.0,3366988290.0,false,true,1728887937000.0,1728913137000.0,2936448.974609375,false,Spokane,122.29287394983874
false,0.35920000076293945,0.0,false,47.66047549434006,17277755024.0,10.0,GARMIN,-117.42958165705204,4522403.80859375,96200873.0,running,172.0,0.84375,4567.1218,159.6875,6808.02001953125,false,8223.96240234375,Spokane Running,-8.25646170534371e+18,4522403.80859375,RUNNING,false,11938.0,121.0,subscribers,86.0,58045.465087890625,-117.44920511730015,0.2593246459960938,183.0,9.0,52206.65283203125,-5.290448012465446e+18,47.66119692474604,1728740595000.0,79.0,0.325,1469792.96875,166.0,60.0,3366988290.0,false,true,1728715395000.0,1728740595000.0,4519266.998291016,false,Spokane,122.11548951715862
false,0.36110000610351567,0.5,false,47.663813000544906,17277752626.0,7.0,GARMIN,-117.39477999508381,2924854.98046875,96200873.0,running,171.0,0.4375,2677.42278,160.875,5542.303466796875,false,5500.494384765625,Spokane Running,2.33309629919247e+18,2924854.98046875,RUNNING,false,7814.0,121.0,subscribers,85.0,58041.80908203125,-117.40128887817264,0.151580810546875,167.0,9.0,55147.967529296875,-7.878770611675947e+18,47.670375695452094,1728654239000.0,80.0,0.33110001087188723,968516.9921875,153.0,60.0,3366988290.0,false,true,1728629039000.0,1728654239000.0,2922297.9774475098,false,Spokane,123.51886997326854
false,0.3648000001907349,0.0,false,47.66376891173422,17277750979.0,4.0,GARMIN,-117.39479851908982,1562187.98828125,96200873.0,running,182.0,0.65625,1441.3668799999998,161.3125,759.307861328125,false,745.95947265625,Spokane Running,-5.864202474175446e+18,1562187.98828125,RUNNING,false,4174.0,121.0,subscribers,91.0,58026.77001953125,-117.40133942104876,0.031195068359375,176.0,9.0,57000.0,-4.893009673079552e+18,47.67027486115694,1728565812000.0,80.0,0.32460000514984133,507120.01953125,152.0,60.0,3366988290.0,false,true,1728540612000.0,1728565812000.0,1557829.9865722656,false,Spokane,120.80238982789983
false,0.36760001182556157,0.5,false,,17277749955.0,6.0,GARMIN,,2899861.083984375,96200873.0,running,175.0,0.9375,2740.27308,161.875,,false,,Running,9.191819895737042e+18,2899861.083984375,RUNNING,false,7828.0,121.0,subscribers,87.0,,,,178.0,9.0,,-5.749496882133558e+18,,1728481439000.0,80.0,0.32790000438690187,950837.01171875,156.0,,3366988290.0,false,false,1728456239000.0,1728481439000.0,2892000.0,false,,121.53381597337972
false,0.37139999866485596,0.5,false,,17277748740.0,3.0,GARMIN,,1468322.021484375,96200873.0,running,175.0,0.15625,1298.9062,160.3125,,false,,Running,-6.943611108960324e+17,1468322.021484375,RUNNING,false,3958.0,121.0,subscribers,87.0,,,,168.0,9.0,,-8.784171904111529e+18,,1728392875000.0,80.0,0.32369999885559086,475341.9921875,148.0,,3366988290.0,false,false,1728367675000.0,1728392875000.0,1453248.0163574219,false,,121.17432399083701
false,0.3638999938964844,0.5,false,47.661188123747706,17277748088.0,7.0,GARMIN,-117.42116647772491,2959919.921875,96200873.0,running,175.0,0.8828125,2648.09264,161.765625,5287.750244140625,false,6703.314208984375,Spokane Running,-6.145871165649827e+18,2959919.921875,RUNNING,false,7956.0,121.0,subscribers,87.0,58620.001220703125,-117.43022723123431,0.7692657470703126,168.0,9.0,55500.0,-5.422946515180562e+18,47.66338803805411,1728308402000.0,80.0,0.3288000106811524,973191.015625,151.0,60.0,3366988290.0,false,true,1728283202000.0,1728308402000.0,2947032.989501953,false,Spokane,121.95789137392464
false,0.34149999618530275,0.5,false,47.66475864686072,17277746504.0,3.0,GARMIN,-117.42094997316599,1123204.9560546875,96200873.0,running,171.0,0.78125,1076.83514,161.5625,157.5927734375,false,1982.26318359375,Spokane Running,3.332273451562585e+18,1123204.9560546875,RUNNING,false,3026.0,121.0,subscribers,85.0,58038.861083984375,-117.40589439868927,0.127349853515625,175.0,9.0,55875.32958984375,-8.351507546050235e+18,47.6627407874912,1728224065000.0,80.0,0.32890000343322756,369379.00390625,155.0,60.0,3366988290.0,false,true,1728198865000.0,1728224065000.0,1118432.0068359375,false,Spokane,122.12785754677502
false,0.3638999938964844,0.5,false,,17277745805.0,4.0,GARMIN,,1830848.0224609375,96200873.0,running,175.0,0.3125,1604.77766,162.625,,false,,Running,-1.2839615869420667e+18,1856970.947265625,RUNNING,false,4946.0,121.0,subscribers,87.0,,,,170.0,9.0,,-4.771657580075536e+18,,1728221935000.0,81.0,0.3099999904632569,567587.01171875,147.0,,3366988290.0,false,false,1728196735000.0,1728221935000.0,1823726.9897460938,false,,114.36278609534338
false,0.40869998931884766,0.5,false,47.65960109420121,17277745008.0,9.0,GARMIN,-117.44755882769823,4425963.8671875,96200873.0,running,173.0,0.8984375,4093.6495399999994,161.796875,8357.647705078125,false,9337.860107421875,Spokane Running,1.6091864886397036e+18,4425963.8671875,RUNNING,false,11928.0,121.0,subscribers,86.0,58023.779296875,-117.45134459808469,0.45113830566406254,175.0,9.0,52211.419677734375,-5.934710891322828e+18,47.661491464823484,1728135369000.0,80.0,0.3265000104904175,1445212.98828125,156.0,61.0,3366988290.0,false,true,1728110169000.0,1728135369000.0,4421490.020751953,false,Spokane,121.08623618277683
false,0.358299994468689,0.5,false,,17277742807.0,6.0,GARMIN,,2932805.908203125,96200873.0,running,175.0,0.34375,2534.9620999999997,160.6875,,false,,Running,7.614455613202947e+17,2932805.908203125,RUNNING,false,7846.0,121.0,subscribers,87.0,,,,164.0,9.0,,-5.850116498520571e+18,,1728049094000.0,80.0,0.32260000705718994,946017.96875,148.0,,3366988290.0,false,false,1728023894000.0,1728049094000.0,2932358.9782714844,false,,120.69254400559662
false,0.3694999933242798,0.5,false,47.66376446932554,17277741563.0,4.0,GARMIN,-117.39451554603875,1532275.0244140625,96200873.0,running,175.0,0.9140625,1378.51658,159.828125,745.684814453125,false,745.684814453125,Spokane Running,-5.985465908620017e+18,1532275.0244140625,RUNNING,false,4068.0,121.0,subscribers,87.0,58050.8056640625,-117.4011574499309,0.034893798828125,177.0,9.0,57001.55029296875,-5.73945293531788e+18,47.6703735999763,1727960326000.0,79.0,0.32260000705718994,494289.013671875,149.0,61.0,3366988290.0,false,true,1727935126000.0,1727960326000.0,1528286.003112793,false,Spokane,121.13038278955162
false,0.39660000801086426,0.0,false,47.663889694958925,17277740638.0,7.0,GARMIN,-117.39486733451486,2850487.060546875,96200873.0,running,176.0,0.5078125,2819.8834599999996,161.015625,10846.722412109375,false,10773.486328125,Spokane Running,6.817245065526725e+18,2850487.060546875,RUNNING,false,7622.0,121.0,subscribers,88.0,62400.0,-117.40121000446379,1.9313700358072918,186.0,9.0,55503.717041015625,-6.913980218132865e+18,47.670494383201,1727876254000.0,80.0,0.34119999408721924,972459.9609375,161.0,61.0,3366988290.0,false,true,1727851054000.0,1727876254000.0,2848691.9860839844,false,Spokane,127.12626724023215
false,0.3536000013351441,0.0,false,47.66375717706978,17277738973.0,4.0,GARMIN,-117.39476474002004,1482880.0048828125,96200873.0,running,170.0,0.1484375,1290.52616,160.296875,756.793212890625,false,642.388916015625,Spokane Running,-3.0116713749927496e+18,1482880.0048828125,RUNNING,false,3956.0,121.0,subscribers,85.0,58024.5361328125,-117.401466909796,0.028426106770833334,170.0,9.0,57000.0,-5.203876314602413e+18,47.67031157389283,1727788126000.0,80.0,0.3319999933242798,492277.001953125,145.0,61.0,3366988290.0,false,true,1727762926000.0,1727788126000.0,1476393.985748291,false,Spokane,124.28256469947155
false,0.3694999933242798,0.0,false,47.663839822635055,17277738029.0,7.0,GARMIN,-117.39486096426845,2922674.072265625,96200873.0,running,172.0,0.28125,2933.0139999999997,160.5625,5701.1474609375,false,5630.206298828125,Spokane Running,-2.989620011091145e+18,2922674.072265625,RUNNING,false,7804.0,121.0,subscribers,86.0,60759.99755859375,-117.4012457113713,0.6187825520833333,183.0,9.0,55500.0,-7.4236376913947e+18,47.670380556955934,1727703160000.0,80.0,0.33159999847412114,969092.96875,163.0,61.0,3366988290.0,false,true,1727677960000.0,1727703160000.0,2920787.0178222656,false,Spokane,123.935191969643
