sleepEndTimestampGMT,retro,awakeSleepSeconds,deepSleepSeconds,sleepStartTimestampGMT,lightSleepSeconds,calendarDate,sleepWindowConfirmationType,unmeasurableSeconds
2022-07-20T23:01:00.0,false,60.0,3960.0,2022-07-20T14:27:00.0,16980.0,2022-07-20,ENHANCED_CONFIRMED,0.0
2022-07-26T23:00:00.0,false,60.0,3720.0,2022-07-26T14:13:00.0,18540.0,2022-07-26,ENHANCED_CONFIRMED,0.0
2022-08-02T20:10:00.0,false,3180.0,3600.0,2022-08-02T05:15:00.0,29580.0,2022-08-02,ENHANCED_CONFIRMED,660.0
2022-08-04T23:28:00.0,false,120.0,3480.0,2022-08-04T13:43:00.0,20640.0,2022-08-04,ENHANCED_CONFIRMED_FINAL,900.0
2022-08-07T15:00:00.0,false,600.0,2700.0,2022-08-07T10:36:00.0,7080.0,2022-08-07,ENHANCED_CONFIRMED,2280.0
2022-08-08T21:21:00.0,false,360.0,3000.0,2022-08-08T13:49:00.0,14520.0,2022-08-08,ENHANCED_CONFIRMED_FINAL,0.0
2022-08-13T18:34:00.0,false,1140.0,2760.0,2022-08-13T12:01:00.0,16080.0,2022-08-13,ENHANCED_CONFIRMED,0.0
2022-08-15T23:01:00.0,false,60.0,2040.0,2022-08-15T14:04:00.0,18060.0,2022-08-15,ENHANCED_CONFIRMED,0.0
2022-08-17T20:55:00.0,false,0.0,3780.0,2022-08-17T14:10:00.0,11340.0,2022-08-17,ENHANCED_CONFIRMED,0.0
2022-08-18T16:01:00.0,false,120.0,0.0,2022-08-18T12:55:00.0,7260.0,2022-08-18,ENHANCED_CONFIRMED,0.0
2022-08-20T13:05:00.0,false,240.0,1860.0,2022-08-20T04:45:00.0,14700.0,2022-08-20,ENHANCED_CONFIRMED,0.0
2022-08-21T13:03:00.0,false,960.0,600.0,2022-08-21T04:12:00.0,19980.0,2022-08-21,ENHANCED_CONFIRMED,2580.0
2022-08-22T13:42:00.0,false,180.0,0.0,2022-08-22T04:35:00.0,20040.0,2022-08-22,ENHANCED_CONFIRMED,0.0
2022-08-24T13:02:00.0,false,900.0,300.0,2022-08-24T03:59:00.0,17580.0,2022-08-24,ENHANCED_CONFIRMED,0.0
2022-08-26T14:30:00.0,false,300.0,5460.0,2022-08-26T05:30:00.0,17220.0,2022-08-26,ENHANCED_CONFIRMED,0.0
2022-08-27T13:08:00.0,false,120.0,2820.0,2022-08-27T04:40:00.0,21120.0,2022-08-27,ENHANCED_CONFIRMED,0.0
2022-08-28T13:57:00.0,false,180.0,2880.0,2022-08-28T04:43:00.0,16980.0,2022-08-28,ENHANCED_CONFIRMED,0.0
2022-08-29T13:05:00.0,false,180.0,3420.0,2022-08-29T04:24:00.0,16080.0,2022-08-29,ENHANCED_CONFIRMED,0.0
2022-08-30T13:06:00.0,false,60.0,0.0,2022-08-30T04:46:00.0,12840.0,2022-08-30,ENHANCED_CONFIRMED,0.0
2022-08-31T13:06:00.0,false,60.0,2100.0,2022-08-31T04:49:00.0,15180.0,2022-08-31,ENHANCED_CONFIRMED,0.0
2022-09-01T13:46:00.0,false,600.0,720.0,2022-09-01T04:47:00.0,17580.0,2022-09-01,ENHANCED_CONFIRMED,0.0
2022-09-02T13:05:00.0,false,420.0,0.0,2022-09-02T04:27:00.0,19440.0,2022-09-02,ENHANCED_CONFIRMED,0.0
2022-09-03T13:46:00.0,false,120.0,1020.0,2022-09-03T04:29:00.0,16800.0,2022-09-03,ENHANCED_CONFIRMED,0.0
2022-09-05T13:58:00.0,false,420.0,2940.0,2022-09-05T03:57:00.0,22560.0,2022-09-05,ENHANCED_CONFIRMED,0.0
2022-09-06T13:02:00.0,false,120.0,1980.0,2022-09-06T03:51:00.0,19260.0,2022-09-06,ENHANCED_CONFIRMED,0.0
2022-09-07T13:00:00.0,false,60.0,1260.0,2022-09-07T04:35:00.0,16320.0,2022-09-07,ENHANCED_CONFIRMED,0.0
2022-09-08T13:46:00.0,false,180.0,3720.0,2022-09-08T03:38:00.0,20640.0,2022-09-08,ENHANCED_CONFIRMED,1560.0
2022-09-09T13:01:00.0,false,180.0,1980.0,2022-09-09T04:06:00.0,17100.0,2022-09-09,ENHANCED_CONFIRMED,0.0
2022-09-10T13:45:00.0,false,120.0,0.0,2022-09-10T04:31:00.0,17580.0,2022-09-10,ENHANCED_CONFIRMED,0.0
2022-09-11T15:09:00.0,false,240.0,4080.0,2022-09-11T04:30:00.0,23640.0,2022-09-11,ENHANCED_CONFIRMED,0.0
2022-09-12T13:45:00.0,false,0.0,2640.0,2022-09-12T04:30:00.0,19620.0,2022-09-12,ENHANCED_CONFIRMED,0.0
2022-09-13T13:02:00.0,false,360.0,0.0,2022-09-13T04:11:00.0,16740.0,2022-09-13,ENHANCED_CONFIRMED,960.0
2022-09-14T13:01:00.0,false,660.0,1200.0,2022-09-14T04:09:00.0,16800.0,2022-09-14,ENHANCED_CONFIRMED,1560.0
2022-09-15T13:11:00.0,false,180.0,60.0,2022-09-15T03:17:00.0,18960.0,2022-09-15,ENHANCED_CONFIRMED,0.0
2022-09-16T13:45:00.0,false,60.0,2100.0,2022-09-16T05:03:00.0,15840.0,2022-09-16,ENHANCED_CONFIRMED,2520.0
2022-09-17T14:48:00.0,false,60.0,960.0,2022-09-17T05:29:00.0,15300.0,2022-09-17,ENHANCED_CONFIRMED,660.0
